Collection,ID Number,Verbatim name,Parsed name
Vascular Plant,CAN 583885,Antenneria friesiana ssp. alaskana,Antenneria friesiana alaskana
Vascular Plant,CAN 244610,Carex langiana,Carex langiana
Crustacea,CMNC 1995-0048,Spirontocaris phippsi,Spirontocaris phippsi
Fossil Vertebrate,CMNFV 32358,Ischyromyid,Ischyromyid
Fossil Vertebrate,CMNFV 32385,Leptictid,Leptictid
Vascular Plant,CAN 583908,Bistorta viviparum,Bistorta viviparum
Vascular Plant,CAN 329843,Alnus viridis ssp. criapa,Alnus viridis criapa
Vascular Plant,CAN 275519,Polygonum longisetum f. brevifolium,Polygonum longisetum brevifolium
Crustacea,CMNC 1989-0443,Sclerocrangon alata,Sclerocrangon alata
Fish,CMNFI 1970-0471.1,Osmerus erpelanus mordax,Osmerus erpelanus mordax
Vascular Plant,CAN 582523,Tripleurospermum maritima ssp. phaeocephalum,Tripleurospermum maritima phaeocephalum
Vascular Plant,CAN 50980,Secondary,Secondary
Fish,CMNFI 1970-0326.1,Acipenser fluvescens,Acipenser fluvescens
Insect,CMNEN 00015749,Trox spatulatus,Trox spatulatus
Vascular Plant,CAN 583658,Potentilla hyperarctica,Potentilla hyperarctica
Fish,CMNFI 1984-0907.1,Cylcopterus lumpus,Cylcopterus lumpus
Insect,CMNEN 00015613,Amphicola Eulasia ernae,Amphicola
Insect,CMNEN 00015612,Amphicola (Eulasia) anemurensis,Amphicola anemurensis
Insect,CMNEN 00015613,Amphicola (Eulasia) ernae,Amphicola ernae
Lichen,CANL 88328,Bryoria vhlybeiformis,Bryoria vhlybeiformis
Lichen,CANL 88328,Bryoria chlybeiformis,Bryoria chlybeiformis
Fish,CMNFI 1973-0143.3,Hybognatuhs hankinsoni,Hybognatuhs hankinsoni
Fish,CMNFI 1973-0155.1,Osmerus erperlanus,Osmerus erperlanus
Vascular Plant,CAN 267854,Carex misandra f. pallida,Carex misandra pallida
Gem,CMNGE 21643,Brooch,Brooch
Crustacea,CMNC 1995-0117,Echinogammarus trichiatus,Echinogammarus trichiatus
Vascular Plant,CAN 583554,Smelowskia borealis ssp. jordalis,Smelowskia borealis jordalis
Vascular Plant,CAN 400047,Cerastium beeringianum × regelii,Cerastium beeringianum × regelii
Vascular Plant,CAN 583720,Papver dahlianum,Papver dahlianum
Insect,CMNEN 00014406,Thalycra parsoni,Thalycra parsoni
Fish,CMNFI 1962-0072.1,Aphredoderus sayanus gibbosus,Aphredoderus sayanus gibbosus
Fish,CMNFI 1962-0073.6,Kirtlandia vagrans,Kirtlandia vagrans
Fish,CMNFI 1962-0075.1,Opisthonema oglinus,Opisthonema oglinus
Fish,CMNFI 1962-0075.7,Lyosphaera globosa,Lyosphaera globosa
Fish,CMNFI 1962-0227.4,Strongylura timcu,Strongylura timcu
Fish,CMNFI 1964-0450.3,Noetmigonus crysoleucas,Noetmigonus crysoleucas
Fish,CMNFI 1964-0450.6,Shilbeodes gyrinus,Shilbeodes gyrinus
Vascular Plant,CAN 584164,Carex brunescens ssp. sphaerostachya,Carex brunescens sphaerostachya
Bryophyte,CANM 329496,Sphagnum gingenschnii,Sphagnum gingenschnii
Crustacea,CMNC 1995-0020,Eualus gaimardi,Eualus gaimardi
Fish,CMNFI 1962-0227.12,Halicampus criniger,Halicampus criniger
Fish,CMNFI 1962-0229.1,Spirinchus taleichthys,Spirinchus taleichthys
Fish,CMNFI 1963-0119.5,Amanses sandwichiensis,Amanses sandwichiensis
Vascular Plant,CAN 583592,Saxofraga hyperborea,Saxofraga hyperborea
Vascular Plant,CAN 583594,Saxofraga oppositifolia,Saxofraga oppositifolia
Crustacea,CMNC 1998-0009,Boekosimus normani,Boekosimus normani
Mollusc,CMNML 093599,Anotontoides ferussacianus,Anotontoides ferussacianus
Vascular Plant,CAN 584469,Spargianum fluctuans,Spargianum fluctuans
Vascular Plant,CAN 589337,Anemone drummondii var. lithophila,Anemone drummondii lithophila
Lichen,CANL 114153,Usnea chaelophora,Usnea chaelophora
Fish,CMNFI 1969-0251.3,Perca fluvliatilis,Perca fluvliatilis
Vascular Plant,CAN 583471,Cerastium berin,Cerastium berin
Bird,CMNAV E4973,Corvus brachrhynchos,Corvus brachrhynchos
Fish,CMNFI 1969-0363.2,Gaterosteus aculeatus,Gaterosteus aculeatus
Fish,CMNFI 1969-0065.1,Notemigonus chrysoleucas,Notemigonus chrysoleucas
Vascular Plant,CAN 284003,Salix arctiphila f. lejocarpa,Salix arctiphila lejocarpa
Lichen,CANL 97124,Caloplaca spitzbergensis,Caloplaca spitzbergensis
NU Palaeobotany,NUPB 451,Amber,Amber
Vascular Plant,CAN 258663,Salix arctica var. brownei,Salix arctica brownei
Vascular Plant,CAN 203629,Salix arctica var. kophophylla,Salix arctica kophophylla
Lichen,CANL 57124,Calopaca celata,Calopaca celata
Vascular Plant,CAN 54779,Vahlbergella apetala,Vahlbergella apetala
Fossil Vertebrate,CMNFV 29438,Labyrinthodontidae,Labyrinthodontidae
Vascular Plant,CAN 153825,Primula tschuktaschorum,Primula tschuktaschorum
Vascular Plant,CAN 47412,Salix arctica x arctogena x glauca,Salix arctica × arctogena
Vascular Plant,CAN 47419,Salix arctica x arctophila x glauca,Salix arctica × arctophila
Lichen,CANL 17745,Caloplaca friesii,Caloplaca friesii
Vascular Plant,CAN 455165,Floerkea prosepinacoides,Floerkea prosepinacoides
Vascular Plant,CAN 54025,Arenaria serp,Arenaria serp
Vascular Plant,CAN 482214,Euonymus atropurpurea,Euonymus atropurpurea
Vascular Plant,CAN 229114,Pulsatilla ludoviciana,Pulsatilla ludoviciana
Vascular Plant,CAN 59176,Sassafras variifolium,Sassafras variifolium
Vascular Plant,CAN 59176,Sassafras albiculum,Sassafras albiculum
Vascular Plant,CAN 459505,Zoysia martrella v. japonica,Zoysia martrella
Vascular Plant,CAN 80208,Vitis ruparia,Vitis ruparia
Vascular Plant,CAN 10054,Juncus bifonius,Juncus bifonius
Vascular Plant,CAN 469652,Cerastium occidentalis,Cerastium occidentalis
Vascular Plant,CAN 498445,Aster shortil,Aster shortil
Vascular Plant,CAN 197653,Polygonatum commutatum,Polygonatum commutatum
Vascular Plant,CAN 584851,Circium muticum,Circium muticum
Vascular Plant,CAN 92080,Fraxinus frubescens,Fraxinus frubescens
Vascular Plant,CAN 25778,Carex riparia M.A. curtis,Carex riparia curtis
Vascular Plant,CAN 8977,Panicum tenesseense,Panicum tenesseense
Fish,CMNFI 2002-0053.2,Trachyrincus murrayi,Trachyrincus murrayi
Vascular Plant,CAN 515725,Heliopsis belianthoides,Heliopsis belianthoides
Lichen,CANL 31075,Alectoria simplicior,Alectoria simplicior
Vascular Plant,CAN 460412,Viola soraria,Viola soraria
Vascular Plant,CAN 584857,Amelanchier bartramiana x laevis,Amelanchier bartramiana × laevis
Lichen,CANL 18249,Buellia stillingisna,Buellia stillingisna
Lichen,CANL 85455,Dactylina berringica,Dactylina berringica
Lichen,CANL 85454,Cornicularia pseudosatoana,Cornicularia pseudosatoana
Vascular Plant,CAN 3020; 61,Arenaria saganensis,Arenaria saganensis
Vascular Plant,CAN 585046,Salix retuculata ssp. reticulata,Salix retuculata reticulata
Vascular Plant,CAN 595799,Melandrium triflorum,Melandrium triflorum
Vascular Plant,CAN 331345,Melampyrum triflorum,Melampyrum triflorum
Crustacea,CMNC 2003-0958,Pontogeneia minuta,Pontogeneia minuta
Vascular Plant,CAN 509656,Batrachium confervoides,Batrachium confervoides
Vascular Plant,CAN 54895,Lychuis furcata,Lychuis furcata
Vascular Plant,CAN 392163,Melandrine affine,Melandrine affine
Vascular Plant,CAN 54897,Malandrium affine,Malandrium affine
Vascular Plant,CAN 54922,Vahlbergella affinis,Vahlbergella affinis
Vascular Plant,CAN 55036,Lychnis furcatap,Lychnis furcatap
Mollusc,CMNML 012267,Helisoma trivolvis binneyi,Helisoma trivolvis binneyi
Mollusc,CMNML 012267,Helisoma trivolvis pilsbryi,Helisoma trivolvis pilsbryi
Vascular Plant,CAN 55029,Melandrium dawsonii,Melandrium dawsonii
Vascular Plant,CAN 275270,Lychnis gilettii,Lychnis gilettii
Lichen,CANL 85484,Peltigera didacyla,Peltigera didacyla
Lichen,CANL 85482,Parmeliella tritophylla,Parmeliella tritophylla
Lichen,CANL 85493,Tholuena dissimilis,Tholuena dissimilis
Vascular Plant,CAN 54964,Melandrium taylorae,Melandrium taylorae
Lichen,CANL 18246,Buellia disiformis,Buellia disiformis
Crustacea,CMNC 2003-1203,Najna rugosa,Najna rugosa
Lichen,CANL 53659,Candelariellam placodizans,Candelariellam placodizans
Mollusc,CMNML 075237,Stagnicola catescopium morph,Stagnicola catescopium morph
Vascular Plant,CAN 46242,Salix hudsonensis f. nana,Salix hudsonensis nana
Fish,CMNFI 1993-0124.1,Lebias alborzi,Lebias alborzi
Lichen,CANL 27314,Caloplaca mniaraea,Caloplaca mniaraea
Vascular Plant,CAN 91386,Primula egalikensis,Primula egalikensis
NU Fossil Vertebrate,NUFV 65,Alligatoroidea,Alligatoroidea
Vascular Plant,CAN 47374,Salix arctophila × glauca,Salix arctophila × glauca
Lichen,CANL 69370,Caloplacamarina ssp. americana,Caloplacamarina
Lichen,CANL 117823,Varrucaria hydrela,Varrucaria hydrela
Vascular Plant,CAN 46177,Salix hudsonensis f. proleptica,Salix hudsonensis proleptica
Vascular Plant,CAN 46243,Salix anglorum var. antiplasta,Salix anglorum antiplasta
Insect,CMNEN 00011639,Odontotrypes gogona,Odontotrypes gogona
Vascular Plant,CAN 296088,Stellaria laxmanni,Stellaria laxmanni
Vascular Plant,CAN 301967,Stellaria edwardsii towards S. laxmannii,Stellaria edwardsii towards laxmannii
Vascular Plant,CAN 445957,Salix arctica x polaris,Salix arctica × polaris
Lichen,CANL 85089,Buellia stillngiana,Buellia stillngiana
Vascular Plant,CAN 512276,Salix anglorum var. kophophylla,Salix anglorum kophophylla
Fish,CMNFI 1977-1084.1,Coelorhyncus carminatus,Coelorhyncus carminatus
Vascular Plant,CAN 63755,Arabis retrofracta,Arabis retrofracta
Fossil Vertebrate,CMNFV 2911,Lanceosaurus hatcheri,Lanceosaurus hatcheri
Fish,CMNFI 1979-0644.3,Fundulus notti lineolatus,Fundulus notti lineolatus
Fish,CMNFI 1978-0355.3,Gambusia affinis holbrookii,Gambusia affinis holbrookii
Bryophyte,CANM 132494,Barbula subulata,Barbula subulata
Vascular Plant,CAN 46169,Salix hudsonensis f. dalichostyla,Salix hudsonensis dalichostyla
Fish,CMNFI 1976-0468.1,Specimen not kept,Specimen not kept
Vascular Plant,CAN 573822,Salix brachycarpa ssp. niphoclada var. fullertonensis,Salix brachycarpa niphoclada fullertonensis
Vascular Plant,CAN 69211,Amelanchier rotundifolia,Amelanchier rotundifolia
Vascular Plant,CAN 50365,Chenopodium album f. anceolatum (Coss & Germ.) Aellen,Chenopodium album anceolatum
Vascular Plant,CAN 584782,Eragrostis poioides,Eragrostis poioides
Lichen,CANL 53952,Buellia atrara,Buellia atrara
Lichen,CANL 53958,Caloplaca sinopisperma,Caloplaca sinopisperma
Vascular Plant,CAN 584811,Impatiens glandulifera f. albida,Impatiens glandulifera albida
Mollusc,CMNML 093695,Physa winnipegensis,Physa winnipegensis
Lichen,CANL 35515,Cetraria halei,Cetraria halei
Lichen,CANL 53994,Lecidea elata,Lecidea elata
Vascular Plant,CAN 54888,Melandrium affina,Melandrium affina
Vascular Plant,CAN 54892,Lychius furcata,Lychius furcata
Vascular Plant,CAN 46167,Salix anglorum probably v. antiplasta,Salix anglorum probably
Vascular Plant,CAN 46582,Salix arctophila x callicarpaea,Salix arctophila × callicarpaea
Vascular Plant,CAN 237172,Slaix arctophila,Slaix arctophila
Vascular Plant,CAN 565105,Salix brachycarpa ssp. fullertonensis,Salix brachycarpa fullertonensis
Lichen,CANL 31113,Lecidea glomerulosa,Lecidea glomerulosa
Lichen,CANL 31112,Lecidea anthracophila,Lecidea anthracophila
Lichen,CANL 31137,Stereocaulon glaucescens var. caespitosulum,Stereocaulon glaucescens caespitosulum
Lichen,CANL 31134,Rinidina archaea,Rinidina archaea
Lichen,CANL 53948,Alectoria nidulifera,Alectoria nidulifera
Lichen,CANL 53945,Alectroia capillaris,Alectroia capillaris
Fish,CMNFI 1974-0241.6,Damalichthys vacca,Damalichthys vacca
Lichen,CANL 120389,Cornicularia aculeata,Cornicularia aculeata
Vascular Plant,CAN 584940,Phyllodace caerulea,Phyllodace caerulea
Lichen,CANL 54003,Pachyospora mutabilis,Pachyospora mutabilis
Vascular Plant,CAN 54891,Lychium furcata,Lychium furcata
Vascular Plant,CAN 54880,Lychuis affinis,Lychuis affinis
Vascular Plant,CAN 54928,Melandryum affine,Melandryum affine
Vascular Plant,CAN 54887,Lychnis turcata,Lychnis turcata
Lichen,CANL 89835,Cetraria sepincola,Cetraria sepincola
Lichen,CANL 55864,Cetraria platyphylla,Cetraria platyphylla
Lichen,CANL 85440,Cetraria ciliaris v. halei,Cetraria ciliaris
Lichen,CANL 85439,Cetraria canadensis,Cetraria canadensis
Mollusc,CMNML 091877,Triodopsis mulitlineata,Triodopsis mulitlineata
Mollusc,CMNML 015110,Triodopsis multlineata,Triodopsis multlineata
Lichen,CANL 17716,Placodium ferrugineum v. discolor,Placodium ferrugineum
Vascular Plant,CAN 585285,Cyperus schweintzii,Cyperus schweintzii
Vascular Plant,CAN 311340,Nardus strict,Nardus strict
Lichen,CANL 69922,Cetraria islanddica ssp. crispiformis,Cetraria islanddica crispiformis
Fish,CMNFI 1974-0399.2,Roccus americana,Roccus americana
Fish,CMNFI 1976-0174.5,Eucinostomus jonesi,Eucinostomus jonesi
Bryophyte,CANM 231141,Brachythecium diagastrum,Brachythecium diagastrum
Lichen,CANL 50270,Buellia triphragmiodes,Buellia triphragmiodes
Fish,CMNFI 1978-0369.6,Etheostom barratti,Etheostom barratti
Fish,CMNFI 1978-0369.7,Hadropterus uranidea,Hadropterus uranidea
Fish,CMNFI 1979-0604.1,Maynea californica,Maynea californica
Fish,CMNFI 1979-0641.10,Stenotomus aculeatus,Stenotomus aculeatus
Lichen,CANL 66299,Caloplaca deracissima,Caloplaca deracissima
Lichen,CANL 76661,Caloplacacfr.  flavorubescens,Caloplacacfr
Fish,CMNFI 1979-0643.4,Mesogonistius chaetodon,Mesogonistius chaetodon
Vascular Plant,CAN 469656,Nuphar varigatum,Nuphar varigatum
Bryophyte,CANM 186577,Pylaisia revolutifolia,Pylaisia revolutifolia
Bryophyte,CANM 154903,Ulota crispula,Ulota crispula
Bryophyte,CANM 154892,Orthotrichum crispa,Orthotrichum crispa
Bryophyte,CANM 232466,Amblystegiella adnata,Amblystegiella adnata
Bryophyte,CANM 275063,Anomodon rostratum,Anomodon rostratum
Vascular Plant,CAN 459768,Polygonum muhlenbergii,Polygonum muhlenbergii
Vascular Plant,CAN 459592,Comandra richardsiana fern,Comandra richardsiana fern
Vascular Plant,CAN 30259,Muhlenbergia diffusa schreb.,Muhlenbergia diffusa
Vascular Plant,CAN 459927,Holsteum umbellatum,Holsteum umbellatum
Vascular Plant,CAN 46386,Salix arctica x callicarpaea,Salix arctica × callicarpaea
Lichen,CANL 114802,Fuscidea arboricula,Fuscidea arboricula
Bird,CMNAV 87200,Bonasia bonasia,Bonasia bonasia
Lichen,CANL 114836,Leptogium revulare,Leptogium revulare
Lichen,CANL 114852,Ochrolechia abrorea,Ochrolechia abrorea
Lichen,CANL 114767,Dermatcarpon miniatum,Dermatcarpon miniatum
Lichen,CANL 114770,Cladonia margyarica,Cladonia margyarica
Lichen,CANL 114776,Pyrrhospora variana,Pyrrhospora variana
Lichen,CANL 63164,Alectoria subdivergens,Alectoria subdivergens
Bird,CMNAV T420,Catharus bicknellii,Catharus bicknellii
Lichen,CANL 40645,Buellia lactoidea,Buellia lactoidea
Vascular Plant,CAN 577791,Taraxacum erythrosperm,Taraxacum erythrosperm
Vascular Plant,CAN 469687,Ipomea purpurea,Ipomea purpurea
Vascular Plant,CAN 94269,Lithospernum hirtum,Lithospernum hirtum
Vascular Plant,CAN 42341,Quercus rubra var. runcinata,Quercus rubra runcinata
Vascular Plant,CAN 357027,Salix interoir Rowlee,Salix interoir
Vascular Plant,CAN 95918,Lycium vulgare,Lycium vulgare
Vascular Plant,CAN 95918,Lycium halinifolium,Lycium halinifolium
Vascular Plant,CAN 94271,Lithospermum hirtum,Lithospermum hirtum
Vascular Plant,CAN 576264,D. humidusa Raf.,D. humidusa
Fish,CMNFI 1974-0219.4,Lane 1974-01-11 CMNFI 74-0219,Lane
Fish,CMNFI 1984-1110.9,Aspidorphoroides olriki,Aspidorphoroides olriki
Bird,CMNAV T963,Ammospiza leconteii,Ammospiza leconteii
Bird,CMNAV T975,Numenius phaeopus phaeopus,Numenius phaeopus phaeopus
Bird,CMNAV T987,Tetrao lyrurus,Tetrao lyrurus
Vascular Plant,CAN 357086,Salix pulchra or S. Phylicifolia,Salix pulchra or
Vascular Plant,CAN 4784,Spinulum canadense,Spinulum canadense
Mollusc,CMNML 090327,Fesserria,Fesserria
Fossil Vertebrate,CMNFV 51950,Eclipes,Eclipes
Fish,CMNFI 1997-0008.1,Rhigophila dearborni,Rhigophila dearborni
Vascular Plant,CAN 549980,Salix glauca ssp. callicarpeae (=S.cordifolia var. callicarpeae),Salix glauca callicarpeae
Vascular Plant,CAN 47345,Salix callicarpeae,Salix callicarpeae
Vascular Plant,CAN 46278,Salix arctica x glauca,Salix arctica × glauca
Lichen,CANL 85503,XAnthoria parietina,Anthoria parietina
Lichen,CANL 103730,Caldonia squamosa,Caldonia squamosa
Vascular Plant,CAN 215941,Salix pseudocaodata,Salix pseudocaodata
Vascular Plant,CAN 268566,Salix mackenzienana,Salix mackenzienana
Vascular Plant,CAN 268565,Salix mackenziena,Salix mackenziena
Fish,CMNFI 1997-0009.1,Austrolycichthys brachycephalus,Austrolycichthys brachycephalus
Lichen,CANL 118606,Stigonema,Stigonema
Lichen,CANL 38676,Stijonema sp.,Stijonema
Lichen,CANL 114687,"Peltigera fuscocanina Goward, ined",Peltigera fuscocanina
Lichen,CANL 114688,Biadora,Biadora
Lichen,CANL 114691,Phaeocalicium minutissimum,Phaeocalicium minutissimum
Lichen,CANL 114691,Stenocybe minutissimum,Stenocybe minutissimum
Lichen,CANL 114697,Mycocalicium suntile,Mycocalicium suntile
Lichen,CANL 114702,Beullia schaereri,Beullia schaereri
Lichen,CANL 114709,Placynthium flabellum,Placynthium flabellum
Vascular Plant,CAN 223317,Cerastium alpinum ssp. lanatum (Lam.) A & G versus var. arcticum (Lange) (glandulosum),Cerastium alpinum lanatum versus arcticum
Lichen,CANL 114727,Acrocordia biformis,Acrocordia biformis
Lichen,CANL 114731,Anisomerdium biforme,Anisomerdium biforme
Fish,CMNFI 1976-0403.1,Specimen missing,Specimen missing
Vascular Plant,CAN 585001,Spercularia marina,Spercularia marina
Mollusc,CMNML 063024,Lymnaea peregra,Lymnaea peregra
Lichen,CANL 48795,Bryoria navornikiana,Bryoria navornikiana
Lichen,CANL 114739,Fuscidea resensa,Fuscidea resensa
Lichen,CANL 114751,Mycobilimbia microspora,Mycobilimbia microspora
Lichen,CANL 114753,Phaeocalicium compressulon,Phaeocalicium compressulon
Lichen,CANL 114762,Verrucaria muscosa,Verrucaria muscosa
Lichen,CANL 114763,Stigmidium marina,Stigmidium marina
Vascular Plant,CAN 358181,Achilea lanulosa,Achilea lanulosa
Fish,CMNFI 1977-0911.1,Notropis labrosus,Notropis labrosus
Fish,CMNFI 1977-0916.1,Chrosomus oreas,Chrosomus oreas
Lichen,CANL 114671,Cladonia boryii,Cladonia boryii
Lichen,CANL 114683,Styereocaulon grande,Styereocaulon grande
Lichen,CANL 114882,Lecidea gyrophorica ?,Lecidea gyrophorica
Lichen,CANL 114886,Chaenotheca ferriginea,Chaenotheca ferriginea
Bird,CMNAV T146,Lunda cirrhata,Lunda cirrhata
Bird,CMNAV T148,Cyclorrynchus psittacula,Cyclorrynchus psittacula
Vascular Plant,CAN 99247,Thalesia fasciculata,Thalesia fasciculata
Insect,CMNEN 00017476,Ambates sepositus,Ambates sepositus
Vascular Plant,CAN 584990,Scirpussubterminalis,Scirpussubterminalis
Lichen,CANL 54531,Lecidea jurana,Lecidea jurana
Bird,CMNAV T101,Pluvialis dominicus,Pluvialis dominicus
Fossil Vertebrate,CMNFV 40576,Orthaspidotheriumn edwardsi,Orthaspidotheriumn edwardsi
Vascular Plant,CAN 46318,Salix arctica x pulchra,Salix arctica × pulchra
Fish,CMNFI 1996-0014.1,Ichthyomyzon concolor,Ichthyomyzon concolor
Vascular Plant,CAN 204855,Salix cordifolia var. callicarpeaea,Salix cordifolia callicarpeaea
Vascular Plant,CAN 47325,Salix callicarpaea f. automnalis,Salix callicarpaea automnalis
Vascular Plant,CAN 569726,Phippsia langeana,Phippsia langeana
Fossil Vertebrate,CMNFV 41660,Phenacodus primaevus cope,Phenacodus primaevus cope
Lichen,CANL 114906,Lepraria lobificaris,Lepraria lobificaris
Lichen,CANL 114849,Chrysmofulvea,Chrysmofulvea
Crustacea,CMNC 2003-1857,Paramphithoe hystrix canadensis,Paramphithoe hystrix canadensis
Lichen,CANL 118055,Phaeophyscia orbiculsris,Phaeophyscia orbiculsris
Vascular Plant,CAN 279757,Ranunculus pennsylvanicus,Ranunculus pennsylvanicus
Vascular Plant,CAN 261019,Ranunculus septentrionalis ssp. pacificus,Ranunculus septentrionalis pacificus
Vascular Plant,CAN 56251,Ranunculus affinis,Ranunculus affinis
Vascular Plant,CAN 295890,Cardamine nymani,Cardamine nymani
Lichen,CANL 118040,Hypocenomyces scalaris,Hypocenomyces scalaris
Lichen,CANL 118041,Stenocybe puullatula,Stenocybe puullatula
Lichen,CANL 13314,Cetrelia ilovetorum,Cetrelia ilovetorum
Vascular Plant,CAN 562643,Oxyria reniformis,Oxyria reniformis
Vascular Plant,CAN 7112,Colegeton filiformis ssp. alpinus,Colegeton filiformis alpinus
Vascular Plant,CAN 46390,Salix crassijulis x ovalifolia,Salix crassijulis × ovalifolia
Vascular Plant,CAN 96840,Gynandra gmelini,Gynandra gmelini
Vascular Plant,CAN 391176,Arabis brachycarpa,Arabis brachycarpa
Lichen,CANL 118084,Myelochro aurulenta,Myelochro aurulenta
Lichen,CANL 118091,Parmelina caroliniana,Parmelina caroliniana
Lichen,CANL 118091,Canoparmelina caroliniana,Canoparmelina caroliniana
Lichen,CANL 118098,Canoparmelia horrescens,Canoparmelia horrescens
Vascular Plant,CAN 60047,Cochlearia sp. perhaps C. ferrestrata,Cochlearia perhaps ferrestrata
Vascular Plant,CAN 63093,Arabis humifusum v. pubescens,Arabis humifusum
Vascular Plant,CAN 109807,Arnica unalaskensis,Arnica unalaskensis
Crustacea,CMNC 2004-0201,Parapleustes den gp.,Parapleustes den
Vascular Plant,CAN 480239,Nymphaea leibergii,Nymphaea leibergii
Crustacea,CMNC 2004-2405,Pontoporeia inaequispina ?,Pontoporeia inaequispina
Vascular Plant,CAN 267679,Draba groenlandica towards D. cinerea,Draba groenlandica towards cinerea
Vascular Plant,CAN 295506,Draba arctogenus,Draba arctogenus
Vascular Plant,CAN 258733,Draba fladzinensis v. heterotricha,Draba fladzinensis
Crustacea,CMNC 2003-1753,Gammaracanthus spinosus,Gammaracanthus spinosus
Lichen,CANL 31606,Chaenothecopsis pusillum,Chaenothecopsis pusillum
Vascular Plant,CAN 110832,Senecio palustris var. congesta,Senecio palustris congesta
