speckey,scientific_name,collection,rank,ancestors,catalog_count
1136940,Cienfuegosia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxMalvaceae,0
1093014,Circaea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Onagraceae,0
1141704,Circaea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxOnagraceae,0
1093021,Circaea quadrisulcata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Onagraceae | Circaea,2
1141707,Circaea quadrisulcata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxOnagraceae | Circaea,2
1145221,Citrus sinensis,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxRutaceae | Aurantioideae, Citreae | Citrus",1
1095135,Citrus sinensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Rutaceae | Citrus,1
1093986,Claoxylon,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae,1
1140398,Claoxylon,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae,0
1184128,Clavascidium,Botany,GENUS,Chitinous Fungi | Ascomycota | Pezizomycotina | Eurotiomycetes | Chaetothyriomycetidae | Verrucariales | Verrucariaceae,0
1192493,Clavascidium,Botany,GENUS,Chitinous Fungi | Ascomycota | Pezizomycotina | Eurotiomycetes | Chaetothyriomycetidae | Verrucariales | Verrucariaceae,0
1084058,Clusia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | Clusiaceae,0
1137629,Clusia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | xxGuttiferae,0
1113723,Colchicum autumnale,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Colchicum,1
1131882,Colchicum autumnale,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Melanthioideae | Colchicum,1
1080865,Comptonia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Myricales | Myricaceae,0
1138700,Comptonia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxMyricales | xxMyricaceae,0
1095874,Conium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae,0
1145992,Conium,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae,0
1095875,Conium maculatum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae | Conium,2
1145993,Conium maculatum,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae | Conium,3
1113724,Convallaria,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1131975,Convallaria,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae,0
1113725,Convallaria majalis,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Convallaria,6
1131976,Convallaria majalis,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Convallaria,6
1131626,Cooperia,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | Amaryllidaceae,0
1113727,Cooperia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1161418,Cooperia,Zoology,GENUS,Animalia | Nemata | Chromadorea | Chromadoria | Rhabditida | Rhabditina | Rhabditomorpha | Trichostrongyloidea | Cooperiidae | Cooperiinae,0
1084154,Corchorus siliquosus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Tiliaceae | Corchorus,1
1137286,Corchorus siliquosus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Tiliaceae | Corchorus,1
1094049,Croton punctatus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Croton,1
1140447,Croton punctatus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | xxCroton,1
1095880,Cuminum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae,0
1145998,Cuminum,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae,0
1094867,Cupania,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Sapindaceae,0
1145537,Cupania,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Sapindaceae,0
1079098,Cupressus macrocarpa,Botany,SPECIES,Plantae | xxCupressaceae | Cupressus,0
1146889,Cupressus macrocarpa,Botany,SPECIES,Plantae | Coniferophyta | Coniferopsida | Coniferales | Cupressaceae | Cupressus,0
1102452,Cyanea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Campanulales | Campanulaceae,0
1154023,Cyanea,Zoology,GENUS,Animalia | Cnidaria | Scyphozoa | Semaeostomeae | Cyaneidae,2
1082228,Cyathula,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Amaranthaceae,0
1135455,Cyathula,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxCaryophyllidae | xxCaryophyllales | xxAmaranthaceae,0
1102245,Cydista,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Bignoniaceae,0
1134890,Cydista,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxBignoniaceae,0
1110343,Cyperus manimae,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Cyperales | Cyperaceae | Cyperus,0
1196126,Cyperus manimae,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Cyperales | Cyperaceae | Cyperus,0
1081315,Cyphomeris,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Nyctaginaceae,0
1135714,Cyphomeris,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxCaryophyllidae | xxCaryophyllales | xxNyctaginaceae,0
1136406,Cyrilla,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxEricales | xxCyrillaceae,0
1086994,Cyrilla,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Cyrillaceae,0
1147032,Dacrydium,Botany,GENUS,Plantae | Coniferophyta | Coniferopsida | Coniferales | Podocarpaceae,1
1156278,Dacrydium,Zoology,GENUS,Animalia | Mollusca | Bivalvia | Pteriomorphia | Mytiloida | Mytiloidea | Mytilidae,1
1078856,Danaea elliptica,Botany,SPECIES,Plantae | xxMarattiaceae | Danaea,1
1148422,Danaea elliptica,Botany,SPECIES,Plantae | Filicinophyta | Filicopsida | Danaeaceae | Danaea,1
1148424,Danaea nodosa,Botany,SPECIES,Plantae | Filicinophyta | Filicopsida | Danaeaceae | Danaea,2
1078858,Danaea nodosa,Botany,SPECIES,Plantae | xxMarattiaceae | Danaea,2
1092702,Daphne,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Thymeliaceae,0
1141857,Daphne,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Thymelaeaceae,0
1084666,Darlingtonia californica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Nepenthales | Sarraceniaceae | Darlingtonia,1
1137564,Darlingtonia californica,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | Sarraceniales | xxSarraceniaceae | Darlingtonia,1
1091005,Desmanthus illinoensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Desmanthus,1
1143667,Desmanthus illinoensis,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Mimosoideae, Mimoseae | Desmanthus",1
1103497,Diervilla lonicera,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Dipsacales | Caprifoliaceae | Diervilla,103
1133035,Diervilla lonicera,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxDipsacales | xxCaprifoliaceae | Diervilla,102
1102958,Diodia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134333,Diodia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1093491,Dipentodontaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Santalales,0
1144500,Dipentodontaceae,Botany,FAMILY,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxSantalales,0
1167017,Doridoidea,Zoology,SUBORDER,Animalia | Mollusca | Gastropoda | Opisthobranchia | Nudibranchia,0
1167018,Doridoidea,Zoology,SUPERFAMILY,Animalia | Mollusca | Gastropoda | Opisthobranchia | Nudibranchia | Doridoidea,0
1099442,Dracocephalum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lamiaceae,0
1140999,Dracocephalum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | xxLabiatae,0
1094067,Drypetes alba,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Drypetes,1
1140463,Drypetes alba,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Drypetes,1
1084140,Elaeocarpus bifidus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Elaeocarpaceae | Elaeocarpus,1
1136853,Elaeocarpus bifidus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxElaeocarpaceae | Elaeocarpus,1
1133831,Elsholtzia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | xxLabiatae,0
1099446,Elsholtzia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lamiaceae,0
1083221,Emex spinosa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Polygonales | Polygonaceae | Emex,1
1135852,Emex spinosa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Polygonales | Polygonaceae | Emex,1
1114744,Epidendrum difforme,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Orchidales | Orchidaceae | Epidendrum,1
1132323,Epidendrum difforme,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxOrchidales | xxOrchidaceae | Epidendrum,1
1093609,Eremolepis wrightii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Santalales | Eremolepidaceae | Eremolepis,1
1144568,Eremolepis wrightii,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxSantalales | xxLoranthaceae | Eremolepis,1
1146005,Erigenia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae,0
1095931,Erigenia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae,0
1131178,Eriochloa,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCyperales | xxGramineae,0
1111862,Eriochloa,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae,2
1196054,Eriochloa,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae,0
1113768,Erythronium,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1132007,Erythronium,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae,0
1136682,Eschweilera,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Lecythidales | Lecythidaceae,0
1146098,Eschweilera,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Lecythidales | Lecythidaceae,0
1141478,Eucalyptus tereticornis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Eucalyptus,1
1092780,Eucalyptus tereticornis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Eucalyptus,1
1092807,Eugenia procera,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Eugenia,1
1141371,Eugenia procera,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Myrtoideae, Myrteae | Eugenia",1
1023397,Eurythenes gryllus,Zoology,SPECIES,Animalia | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda | Gammaridea | Lysianassoidea | Lysianassidae | Eurythenes,15
1196278,Eurythenes gryllus,Zoology,SPECIES,Animalia | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda | Gammaridea | Lysianassoidea | Lysianassidae | Eurythenes | Eurythenes gryllus,3
1091109,Eysenhardtia polystachya,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Eysenhardtia,1
1143784,Eysenhardtia polystachya,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae | Eysenhardtia,1
1080654,Ficus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | Moraceae,0
1138763,Ficus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | xxMoraceae,0
1157813,Ficus,Zoology,GENUS,Animalia | Mollusca | Gastropoda | Orthogastropoda | Mesogastropoda | Tonnoidea | Ficidae,0
1145366,Flindersia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxRutaceae,0
1145050,Flindersia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Flindersiaceae,0
1080573,Fothergilla major,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Hamamelidales | Hamamelidaceae | Fothergilla,1
1138598,Fothergilla major,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxHamamelidales | xxHamamelidaceae | Fothergilla,1
1100352,Fraxinus nigra,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Oleaceae | Fraxinus,25
1135149,Fraxinus nigra,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxOleaceae | Fraxinus,24
1082232,Froelichia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Amaranthaceae,0
1135457,Froelichia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxCaryophyllidae | xxCaryophyllales | xxAmaranthaceae,0
1110576,Fuirena,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Cyperales | Cyperaceae,0
1131068,Fuirena,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCyperales | xxCyperaceae,0
1103153,Genipa,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134389,Genipa,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1103156,Geophila,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134391,Geophila,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1097688,Gilia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Solanales | Polemoniaceae,2
1134071,Gilia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxPolemoniaceae,0
1092669,Ginoria rohrii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Lythraceae | Ginoria,1
1141213,Ginoria rohrii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxLythraceae | Ginoria,1
1084312,Gossypium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Malvaceae,0
1136956,Gossypium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxMalvaceae,0
1142255,Grevillea robusta,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxProteales | xxProteaceae | Grevilleoideae | Grevillea,4
1092594,Grevillea robusta,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Proteales | Proteaceae | Grevillea,4
1082643,Gypsophila paniculata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Caryophyllaceae | Gypsophila,2
1135553,Gypsophila paniculata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Caryophyllaceae | Gypsophila,2
1174130,Haematomma fenzlianum,Botany,SPECIES,Chitinous Fungi | Ascomycota | Pezizomycotina | Lecanoromycetes | Lecanoromycetidae | Lecanorales | Lecanorineae | Haematommaceae | Haematomma,12
1180150,Haematomma fenzlianum,Botany,SPECIES,Chitinous Fungi | Ascomycota | Pezizomycotina | Lecanoromycetes | Lecanoromycetidae | Lecanorales | Lecanorineae | Haematommaceae | Haematomma,0
1080574,Hamamelis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Hamamelidales | Hamamelidaceae,0
1138599,Hamamelis,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxHamamelidales | xxHamamelidaceae,0
1103220,Hedyotis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134408,Hedyotis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1092670,Heimia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Lythraceae,0
1141214,Heimia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxLythraceae,0
1080017,Hepatica,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Ranunculaceae,0
1139786,Hepatica,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Ranunculaceae,0
1084194,Hermannia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Sterculiaceae,0
1137170,Hermannia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Sterculiaceae,0
1084196,Hermannia texana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Sterculiaceae | Hermannia,1
1137173,Hermannia texana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Sterculiaceae | Hermannia,1
1084334,Hibiscus arnottianus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Malvaceae | Hibiscus,1
1136969,Hibiscus arnottianus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxMalvaceae | Hibiscus,1
1193029,Hispanioryctes,Zoology,,"",0
1193033,Hispanioryctes,Zoology,GENUS,Animalia | Arthropoda | Insecta | Coleoptera | Polyphaga | Scarabaeoidea | Scarabaeidae | Dynastinae | Oryctini,0
1112043,Holcus,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae,0
1131195,Holcus,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCyperales | xxGramineae,0
1080459,Hunnemannia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Papaverales | Papaveraceae,0
1139409,Hunnemannia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Papaverales | Papaveraceae,0
1094168,Hura crepitans,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Hura,2
1140522,Hura crepitans,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Hura,2
1088138,Hydrangea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Saxifragaceae,0
1142876,Hydrangea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Hydrangeaceae,0
1145946,Hydrocotyle umbellata,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | Hydrocotylaceae | Hydrocotyle,1
1096000,Hydrocotyle umbellata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae | Hydrocotyle,1
1148156,Hymenolepis,Botany,GENUS,Plantae | Filicinophyta | Filicopsida | Filicidae | Polypodiales | Polypodiaceae,0
1161630,Hymenolepis,Zoology,GENUS,Animalia | Platyhelminthes | Cestoda | Eucestoda | Cyclophyllidea | Hymenolepididae,24
1099513,Hyptis pectinata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lamiaceae | Hyptis,1
1133844,Hyptis pectinata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | xxLabiatae | Hyptis,1
1112076,Hystrix,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae,1
1122813,Hystrix,Zoology,GENUS,Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Hystricidae,1
1084397,Iliamna rivularis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Malvaceae | Iliamna,1
1136988,Iliamna rivularis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxMalvaceae | Iliamna,1
1091212,Inga,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,1
1143657,Inga,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Mimosoideae, Ingeae",0
1082264,Iresine diffusa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Caryophyllales | Amaranthaceae | Iresine,1
