speckey,scientific_name,collection,rank,ancestors,catalog_count
1100452,Alectra,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae,0
1135219,Alectra,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae,0
1108962,Alocasia macrorrhiza,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Arecidae | Arales | Araceae | Alocasia,2
1130125,Alocasia macrorrhiza,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxArecidae | xxArales | xxAraceae | Alocasia,2
1113548,Aloe,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1131902,Aloe,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae,0
1113550,Alstroemeria,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1131588,Alstroemeria,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | Alstroemeriaceae,0
1085705,Alyssum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Capparales | Brassicaceae,0
1135961,Alyssum,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxCapparales | xxCruciferae,0
1023241,Amaryllis,Zoology,GENUS,Animalia | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Amphipoda | Gammaridea | Lysianassoidea | Lysianassidae,0
1131613,Amaryllis,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | Amaryllidaceae,0
1143709,Amphimas,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1142895,Amphimas,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae,0
1079004,Anemia adiantifolia,Botany,SPECIES,Plantae | xxSchizaeaceae | Anemia,4
1148384,Anemia adiantifolia,Botany,SPECIES,Plantae | Filicinophyta | Filicopsida | Filicidae | Schizaeales | Schizaeaceae | Anemia,4
1079428,Anemopsis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Piperales | Saururaceae,0
1139544,Anemopsis,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxPiperales | xxSaururaceae,0
1192573,Anthoxanthum nitens subsp. nitens,Botany,,"",0
1192575,Anthoxanthum nitens subsp. nitens,Botany,,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Anthoxanthum | Anthoxanthum nitens,1
1100459,Antirrhinum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae,0
1135225,Antirrhinum,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae,0
1100471,Antirrhinum majus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae | Antirrhinum,1
1135226,Antirrhinum majus,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae | Antirrhinum,1
1114597,Apteria,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Orchidales | Burmanniaceae,0
1132248,Apteria,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxOrchidales | xxBurmanniaceae,0
1090069,Arachis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143722,Arachis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1136507,Arbutus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1087029,Arbutus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1087031,Arbutus menziesii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae | Arbutus,3
1136509,Arbutus menziesii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae | Arbutus,3
1080406,Argemone mexicana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Papaverales | Papaveraceae | Argemone,3
1139394,Argemone mexicana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Papaverales | Papaveraceae | Argemone,3
1111074,Arundinaria,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae,0
1131139,Arundinaria,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCyperales | xxGramineae,0
1079590,Asarum canadense,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Aristolochiales | Aristolochiaceae | Asarum,26
1138951,Asarum canadense,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxAristolochiales | xxAristolochiaceae | Asarum,25
1113566,Asphodelus fistulosus,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Asphodelus,1
1131929,Asphodelus fistulosus,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Asphodelus,1
1094692,Aspicarpa hirtella,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Polygalales | Malpighiaceae | Aspicarpa,1
1141958,Aspicarpa hirtella,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Polygalales | Malpighiaceae | Aspicarpa,1
1094318,Auerodendron,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rhamnales | Rhamnaceae,0
1142526,Auerodendron,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxRhamnales | xxRhamnaceae,0
1099105,Avicennia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Verbenaceae,0
1140867,Avicennia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Avicenniaceae,0
1079658,Barclayaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Nymphaeales,0
1139329,Barclayaceae,Botany,FAMILY,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxNymphaeales,0
1139143,Beilschmiedia tawa,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxMagnoliales | xxLauraceae | Beilschmiedia,2
1139132,Beilschmiedia tawa,Botany,SPECIES,"Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxMagnoliales | xxLauraceae | Lauroideae, Perseeae | Beilschmiedia",2
1130874,Billbergia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Zingiberidae | Bromeliales | xxBromeliaceae,0
1113237,Billbergia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Zingiberidae | Bromeliales | Bromeliaceae,0
1130803,Billbergia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Zingiberidae | Bromeliales | xxBromeliaceae | Bromelioideae,0
1113584,Bloomeria,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1131942,Bloomeria,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae,0
1102892,Borreria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134242,Borreria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1102898,Bouvardia ternifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae | Bouvardia,1
1134247,Bouvardia ternifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae | Bouvardia,1
1088011,Boykinia aconitifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Saxifragaceae | Boykinia,1
1144430,Boykinia aconitifolia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxSaxifragaceae | Boykinia,1
1093429,Bruguiera,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rhizophorales | Rhizophoraceae,0
1140153,Bruguiera,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxCornales | xxRhizophoraceae,0
1087823,Bruniaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales,0
1142650,Bruniaceae,Botany,FAMILY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales,0
1142220,Buckinghamia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxProteales | xxProteaceae | Grevilleoideae,0
1142446,Buckinghamia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxProteales | xxProteaceae,0
1100291,Buddleja davidii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Buddlejaceae | Buddleja,1
1134986,Buddleja davidii,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxBuddlejaceae | Buddleja,1
1079664,Cabomba piauhyensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Nymphaeales | Cabombaceae | Cabomba,1
1139338,Cabomba piauhyensis,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxNymphaeales | xxCabombaceae | Cabomba,1
1143210,Caesalpinia mexicana,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae, Caesalpinieae | Caesalpinia",1
1090723,Caesalpinia mexicana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Caesalpinia,1
1090737,Calliandra,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,1
1143655,Calliandra,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Mimosoideae, Ingeae",0
1084292,Callirhoe digitata var. digitata,Botany,VARIETY,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Malvaceae | Callirhoe | Callirhoe digitata,0
1136939,Callirhoe digitata var. digitata,Botany,VARIETY,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxMalvaceae | Callirhoe | Callirhoe digitata,1
1136526,Calluna,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1087161,Calluna,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1079082,Calocedrus,Botany,GENUS,Plantae | xxCupressaceae,0
1146873,Calocedrus,Botany,GENUS,Plantae | Coniferophyta | Coniferopsida | Coniferales | Cupressaceae,0
1093327,Calycogonium squamulosum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Melastomataceae | Calycogonium,2
1141271,Calycogonium squamulosum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Melastomataceae | Calycogonium,2
1113691,Camassia leichtlinii,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Camassia,2
1131961,Camassia leichtlinii,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Camassia,2
1102229,Campsis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Bignoniaceae,0
1134867,Campsis,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxBignoniaceae,0
1081188,Carpinus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Fagales | Betulaceae,0
1138305,Carpinus,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | Carpinaceae,0
1138649,Carya texana,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxJuglandales | xxJuglandaceae | Carya,1
1080850,Carya texana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Juglandales | Juglandaceae | Carya,1
1143244,Cassia reticulata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Cassia,2
1142951,Cassia reticulata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Cassia,2
1080885,Castanea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Fagales | Fagaceae,0
1138332,Castanea,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | xxFagaceae | Castaneoideae,0
1138498,Castanea,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | xxFagaceae,0
1080892,Castanea pumila,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Fagales | Fagaceae | Castanea,1
1138337,Castanea pumila,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | xxFagaceae | Castaneoideae | Castanea,1
1080896,Castanopsis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Fagales | Fagaceae,0
1138338,Castanopsis,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | xxFagaceae | Castaneoideae,0
1138501,Castanopsis,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxFagales | xxFagaceae,0
1080316,Caulophyllum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Berberidaceae,0
1139646,Caulophyllum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Leonticaceae,0
1166883,Chaetophoraceae,Botany,GENUS,Plantae | Chlorophycophyta | Chlorophyceae | Chaetophorales | Chaetophoraceae,0
1166486,Chaetophoraceae,Botany,FAMILY,Plantae | Chlorophycophyta | Chlorophyceae | Chaetophorales,0
1090812,Chamaecrista flexuosa var. texana,Botany,VARIETY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Chamaecrista | Chamaecrista flexuosa,0
1143260,Chamaecrista flexuosa var. texana,Botany,VARIETY,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae, Cassieae | Chamaecrista | Chamaecrista flexuosa",1
1090814,Chamaecrista glandulosa var. glandulosa,Botany,VARIETY,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Chamaecrista | Chamaecrista glandulosa,0
1143262,Chamaecrista glandulosa var. glandulosa,Botany,VARIETY,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae, Cassieae | Chamaecrista | Chamaecrista glandulosa",1
1131766,Chasmanthe,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxIridaceae,0
1114202,Chasmanthe,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Iridaceae,0
1080426,Chelidonium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Papaverales | Papaveraceae,0
1139400,Chelidonium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Papaverales | Papaveraceae,0
1086086,Chorispora,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Capparales | Brassicaceae,0
1135997,Chorispora,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxCapparales | xxCruciferae,0
1087475,Chrysophyllum cainito,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ebenales | Sapotaceae | Chrysophyllum,1
1136271,Chrysophyllum cainito,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ebenales | Sapotaceae | Chrysophyllum,1
1090840,Cicer,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1146143,Cicer,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1095126,Citrus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Rutaceae,0
1145213,Citrus,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxRutaceae | Aurantioideae, Citreae",0
1095129,Citrus grandis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Rutaceae | Citrus,1
1145217,Citrus grandis,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxRutaceae | Aurantioideae, Citreae | Citrus",1
1086993,Cliftonia monophylla,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Cyrillaceae | Cliftonia,3
1136405,Cliftonia monophylla,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxEricales | xxCyrillaceae | Cliftonia,3
1099417,Coleus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lamiaceae,0
1140986,Coleus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | xxLabiatae,0
500796,Coniogramme,Botany,GENUS,Plantae | xxAdiantaceae,0
1077999,Coniogramme,Botany,GENUS,Plantae,0
1148270,Coniogramme,Botany,GENUS,Plantae | Filicinophyta | Filicopsida | xxPteridales | Hemionitidaceae,0
1093418,Conocarpus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Combretaceae,0
1141130,Conocarpus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxCombretaceae,0
1084147,Corchorus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Tiliaceae,0
1137283,Corchorus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Tiliaceae,0
1084149,Corchorus hirsutus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Tiliaceae | Corchorus,1
1137284,Corchorus hirsutus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Tiliaceae | Corchorus,1
1095876,Coriandrum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae,0
1145994,Coriandrum,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae,0
1131774,Crocus vernus,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxIridaceae | Crocus,1
1114212,Crocus vernus,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Iridaceae | Crocus,1
1079279,Cryptomeria,Botany,GENUS,Plantae | Coniferophyta | Coniferopsida | Coniferales | Taxodiaceae,0
1147095,Cryptomeria,Botany,GENUS,Plantae | Coniferophyta | Coniferopsida | Coniferales | Taxodiaceae,0
1147097,Cryptomeria japonica,Botany,SPECIES,Plantae | Coniferophyta | Coniferopsida | Coniferales | Taxodiaceae | Cryptomeria,7
1079280,Cryptomeria japonica,Botany,SPECIES,Plantae | Coniferophyta | Coniferopsida | Coniferales | Taxodiaceae | Cryptomeria,7
1079090,Cupressus arizonica,Botany,SPECIES,Plantae | xxCupressaceae | Cupressus,4
1146883,Cupressus arizonica,Botany,SPECIES,Plantae | Coniferophyta | Coniferopsida | Coniferales | Cupressaceae | Cupressus,4
1134887,Cuspidaria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Bignoniaceae,0
1155730,Cuspidaria,Zoology,GENUS,Animalia | Mollusca | Bivalvia | Anomalodesmata | Pholadomyoida | Poromyoidea | Cuspidariidae,1
1110288,Cyperus eragrostis,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Cyperales | Cyperaceae | Cyperus,1
1131055,Cyperus eragrostis,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCyperales | xxCyperaceae | xxCyperus,1
1110364,Cyperus papyrus,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Cyperales | Cyperaceae | Cyperus,2
1131057,Cyperus papyrus,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxCyperales | xxCyperaceae | xxCyperus,2
1086996,Cyrilla racemiflora,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Cyrillaceae | Cyrilla,4
1136407,Cyrilla racemiflora,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxEricales | xxCyrillaceae | Cyrilla,4
1090891,Cytisus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143764,Cytisus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1143995,Cytisus,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae, Loteae",0
1092706,Daphnopsis americana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Thymeliaceae | Daphnopsis,2
1141867,Daphnopsis americana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Thymelaeaceae | Daphnopsis,2
1084665,Darlingtonia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Nepenthales | Sarraceniaceae,0
1137563,Darlingtonia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | Sarraceniales | xxSarraceniaceae,0
1095928,Daucus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae,0
1146000,Daucus,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae,0
1095634,Dendropanax,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Araliaceae,0
1145853,Dendropanax,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxAraliaceae,0
1095635,Dendropanax arboreus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Araliaceae | Dendropanax,3
1145854,Dendropanax arboreus,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxAraliaceae | Dendropanax,3
1087834,Diamorpha smallii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Crassulaceae | Diamorpha,1
1142705,Diamorpha smallii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Crassulaceae | Diamorpha,1
1100794,Digitalis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Scrophulariaceae,0
1135253,Digitalis,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxScrophulariaceae,0
1113754,Disporum,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1131993,Disporum,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae,0
1087667,Dodecatheon meadia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Primulales | Primulaceae | Dodecatheon,1
1137455,Dodecatheon meadia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Primulales | Primulaceae | Dodecatheon,1
1094066,Drypetes,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae,0
1140462,Drypetes,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae,0
1145141,Dysoxylum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Meliaceae,0
1145093,Dysoxylum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Meliaceae | Melioideae,0
1083219,Emex,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Polygonales | Polygonaceae,0
1135851,Emex,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Polygonales | Polygonaceae,0
1114760,Epipactis,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Orchidales | Orchidaceae,1
1132339,Epipactis,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxOrchidales | xxOrchidaceae,1
1132342,Epipactis helleborine,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxOrchidales | xxOrchidaceae | Epipactis,82
1114762,Epipactis helleborine,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Orchidales | Orchidaceae | Epipactis,84
1087189,Erica,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1136536,Erica,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1087190,Erica cinerea,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae | Erica,1
1136538,Erica cinerea,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae | Erica,1
1087191,Erica lusitanica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae | Erica,1
1136539,Erica lusitanica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae | Erica,1
1098177,Eriodictyon angustifolium,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Solanales | Hydrophyllaceae | Eriodictyon,1
1134028,Eriodictyon angustifolium,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxHydrophyllaceae | Eriodictyon,1
1083227,Eriogonum alatum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Caryophyllidae | Polygonales | Polygonaceae | Eriogonum,1
