Engelmannis Spike-rush
Epiactis fecunda
Etheostoma exile
Etropus crossotus
Etrumeus acuminatus
Etrumeus sadina
European Giant File Clam
European Starling
Evening Grosbeak
False Buffalo-Grass
Few-flowered Rush
Filiform Pondweed
Fire-Cracked Rock
Fish Dart
Fish Hook
Flake
Flake (Primary)
Flake (Secondary)
Flake Fragment
Flake Fragments
Flake and Flake Fragment
Flake and Flake Fragments
Flakes
Flakes and Flake Fragment
Flakes and Flake Fragments
"Flakes, Flake Fragments, and Large Pieces of Lithic Debris"
"Flakes, Flake Fragments, and Shatter"
"Flakes, Flake Fragments, and Shatter(?)"
Flat-topped Goldenrod
Flowering Quillwort
Fluffweed
Forcipiger longirostris
Fox Sparrow
Frostweed
Galaxias maculatus
Galeorhinus zyopterus
Gambusia geiseri
Gasterosteus aculeatus
Giant File Clam
Glabrous Rabbit Brush
Glass Fragment
Glaucous Grass-of-Parnassus
Gold Mines
Golden-winged Warbler
Grasshopper Sparrow
Gray Partridge
Gray-cheeked Thrush
Greater Yellowlegs
Gun Cartridge
Gymnura australis
Gymnura micrura
Hairy Prairie Clover
Hairy Woodpecker
Halichoeres dispilus
Harengula jaguana
Harengula thrissina
Harlequin Duck
Harpoon Foreshaft
Harpoon Head
Hart's tongue fern
Helobdella stagnali
Hemp
Herklotsichthys ovalis
Himantura uarnak
Hippoglossoides elassodon
Holacanthus passer
House Wren
Humerus
Humerus; Metatarsal; Tooth
Humerus; Phalanx; Tooth; Longbone Fragments; Unidentifiable Fragments
Hydrothyria venosa
Hylidae?
Ichthyomyzon
Ichthyomyzon fossor
Ichthyomyzon unicuspis
Ictalurus lupus
Inconnu
Indian Grass
Innominate
Innominate Fragment; Phalanx; Metapodials
Innominate; Tooth; Tibia; Phalanx; and Longbone Fragment
Jack Pine
Jenkinsia
"Jiménez-Ruiz, F. Agustín"
Juncus arcticus Willd. var. alaskanus (Hultén) S.L. Welsh
Juncus castaneus subsp. leucochlamys
Kayak (Deck Beam; Qaraujaq)
Kayak (Ribs; Tikpik)
Kayak (cross piece; Ajaq)
Kayak (side stringer; Hianik)
Kelseys' Cryptanthe
Knife
Lady-fem
Lake Whitefish
Least Bittern
Least Flycatcher
Lecanora hagenii
Left Mandible
Lepomis auritus
Lepomis macrochirus
Lepomis megalotis
Leptocottus armatus
Leptodeira annulata
Lesser Golden Plover
Lesser Scaup
Lethenteron appendix
Lethrinus genivittatus
Leucoraja erinacea
Leucoraja ocellata
Leymus mollis subsp. villosissimus
Lile stolifera
Linnaea borealis
Liparis fabricii
Lithic Burin
Liza abu
Liza aurata
Long Bone Fragment
Long-fruited Anemone.
Longhorn sculpin
Low Lartespur
Loxodon macrorhinus
Luzula arcuata subsp. unalaschkensis
Luzula confusa
Lycengraulis grossidens
Macrorhamphosodes platycheilus
Malacoraja senta
"Mandible, Tooth, Innominate Fragment, Metatarsal"
Mandible; Rib; Femur; Unknown Skeletal Elements
Maple-leaved Goosefoot
Marsh Muhly
Maximilian's Sunflower
Megalops atlanticus
Membranipora serrulata
Metapodial Fragments; Phalanx
Metapodial Fragments; Unknown Skeletal Elements
Metapodial; Phalanx
Metapodial; Teeth
Metapodial; Unknown Skeletal Element
Mew Gull
Microblade
Micropterus salmoides
Minuartia dawsonensis
Molar
Monotropa uniflora
Moose
Mourning Dove
Muellerella lichenicola
Mugil curema
Muskox
Mustelus
Mustelus lunulatus
Mustelus mustelus
Myliobatis australis
Myliobatis californica
Myliobatis peruvianus
Myoxocephalus aenaeus
Naked-nape Pachycara
Napu Fragments
Narcine brasiliensis
Narrow-leaved Collomia
Narrow-leaved Meadowsweet
Narrow-leaved Milk Vetch
Narrow-leaved Stenotus
Narrow-leaved Wire-lettuce
Nation of Harmony
Naviculocuboid
Neotrygon kuhlii
"North America: Canada, Yukon Territory, Alaska Highway (YT)"
Northern Gannet
Northern Hawk-owl
Northern Saw-Whet Owl
Northern Water-Horehound
Northwest Atlantic Giant File Clam
Notemigonus crysoleucas
Notropis buchanani
Notropis stramineus
Notropis volucellus
Nucula (Pronucula) benguelana
Odobenus rosmarus
Odontognathus mucronatus
Oldsquaw
Oncorhynchus gorbuscha
One-spiked Oat-grass
Opisthonema berlangai
Opisthonema libertate
Opisthonema medirastre
Opisthopterus dovi
Orconectes rusticus
Oreohelix cooperi
Oreohelix strigosa cooperi
Owl's Clover
Parry's Sedge
Passerella iliaca
Pellona harroweri
Peltigera hydrothyria
Peregrine Falcon
Periotic
Petasites frigidus subsp. frigidus
Petasites frigidus subsp. palmatus
Petromyzon marinus
Phalanger carmelitae?
Phalanx
Phalanx (Distal)
Phalanx (Proximal)
Physcia dubia
Piscicola milneri
Pisidium casertanum
Plant Remains (Wood)
Plant pressing of Adiantum pedatum
Plant pressing of Convolvulus sp.
Plant pressing of Convolvulus spithameus
Plant pressing of Dryopteris carthusiana
Plant pressing of Dryopteris marginalis
Plant pressing of Linnaea borealis
Plant pressing of Monotropa uniflora
Plant pressing of Ptilota plumosa and Polysiphonia violacea
Pleuronectes glacialis
Point
Ponticola constructor
Porcupine
Prairie Muhly
Preform
Prickly Milk Vetch
Prionotus longispinosus
Prognichthys occidentalis
Projectile Point
Pronucula benguelana
Prosopium cylindraceum
Psephurus gladius
Psephutus gladius
Pterothrissus gissu
Puccinellia angustata
Puccinellia vaginata
Puccinellia vahliana
Pussy-toes
Pycnogonida
Pygmy-weed
Quill
Rabbit Brush
Rain
Raja
Raja rhina
Raja stellulata
Rajella fyllae
Rana pipiens
Red-and-green Macaw
Red-throated Loon
Red-throated loon
Retouched Flake
Retouched Flake Fragment
Retrorse Sedge
Rex sole
Rhinchobatus djiddensis
Rhinichthys cataractae
Rhinobatos parcellens
Rhizomnium magnifolium
Rhizoprionodon longurio
Rhizoprionodon taylori
Rhizoprionodon terraenovae
Rib
Rib Fragment; Unknown Skeletal Elements
Rib; Unknown Skeletal Element
Rice Cut-grass
Ring-billed Gull
Rock Ptarmigan
Rock Rose; Frostweed
Ross' Goose
Rough Fescue
Ruth Koch-Schultes & Eglee Barrios-Sanchez were two volunteers that assisted with the scanning of the botany specimens.Ruth Koch-Schultes & Eglee Barrios-Sanchez were two volunteers that assisted with the scanning of the botany specimens.Ruth Koch-Schultes & Eglee Barrios-Sanchez were two volunteers that assisted with the scanning of the botany specimens.Ruth Koch-Schultes & Eglee Barrios-Sanchez were two volunteers that assisted with the scanning of the botany specimens.
Salix alba
Salix commutata
Sand-spurrey-like Knotweed
Sand-spurry
Sandwort
Sardinella
Sardinella gibbosa
Sardinops sagax
Scapania nemorea
Scapania subalfrina
Scapula Fragment; Tooth Fragment; Vertebrae Fragment; Rib Fragment; Unknown Skeletal Elements
Scapula; Unidentifiable Fragment
Scapula; Unknown Skeletal Element
Scapula; Unknown Skeletal Elements
Scarlet Tanager
Schweinitz' Cyperus
Scraper
Sebastes caurinus
Sebastes nigrocinctus
Sebastes nigrocinctus?
Sebastes wilsoni
Seiurus aurocapillus
Setipinna taty
Setipinna tenuifilis
Shatter
Short-stalked Chickweed
Shorthorn Sculpin
Shorthorn sculpin
Showy Loco-weed
Six-week's Fescue
Small Enchanter's Nightshade
Small-leaved Alum Root
Smooth Blue Aster
Sneezeweed
Snowknife
Soil Sample
Solitary Sandpiper
Spatulate Bladder-pod
Sphaerostigma
Sphagnum warnstorfii
Sphyrna lewini
Sphyrna zygaena
Spiked Lobelia
Spinulose-bracted
Sprattus fuegensis
Stichtoptychus coactus
Sticky Purple Geranium
Stinkgrass
Stolephorus waitei
Storage Vessel
Sun
Surf Scoter
Swamp Sparrow
Syngnathus abaster
Tall Pussy-toes Everlasting
Talus
Teeth
Temporal (Tympanic Bulla)
Thamnophis elegans vagrans
Thamnophis sirtalis fitchi
Thayer's Gull
"The Countess of Dalhousie, Herbarium"
Thick-billed Murre
Thinning Flake
Thryssa setirostris
Tibia
Trachythyone nina
Tree Swallow
Triakis maculatus
Triangle Mussel
Trichocolea tomentella
Tufted Hymenopappus
Twin Flower
Ulna
Unclassifiable Object
Unidentifed
Unidentifiable Bone Fragment
Unidentified Artifact
Unidentified amphibian
Unidentified amphibian/reptile
Unidentified eggmass
Unidentified eggs
Unidentified frog
Unidentified frogs
Unidentified larva
Unidentified larvae
Unidentified lizard
Unidentified lizards
Unidentified reptile
Unidentified salamanders
Unidentified snake
Unidentified snakes
Unidentified tadpole
Unidentified tadpoles
Unidentified treefrog
Unidentified turtle
Unknown Skeletal Element
Unknown Skeletal Element; Teeth
Unknown Skeletal Elements
Unknown Skeletal Elements; Ribs
Urobatis halleri
Urolophus halleri
Urotrygon ?
Urotrygon chilensis?
Urotrygon munda
Utilized Flake
Utilized Flake Fragment
Vertebrae (Lumbar)
Viscum album
Waste Flake
Waste Flakes
Wate Flakes
Weberian apparatus
Western Porcupine Grass
Whetstone
White Prairie Clover
White nacre
White-breasted Nuthatch
White-winged Crossbill
Whooping Crane
Wild lettuce
Willow Ptarmigan
Wolly Cinquefoil
Wood Thrush
Wooly-heads
Worked Wood
Xyrichtys novacula
Yellow Foxtail
Yellow Rattle
Yellow Warbler
Zearaja chilensis
"Zoology Accessions Ledger, Vol. 1, 1858 - 1903"
"Zoology Accessions Ledger, Vol. 2, 1903 - 1919"
"Zoology Accessions Ledger, Vol. 3, 1919 - 1931"
"Zoology Accessions Ledger, Vol. 4, 1931 - 1943"
"Zoology Accessions Ledger, Vol. 4, 1943 - 1953"
"Zoology Accessions Ledger, Vol. 5, 1943 - 1953"
\
a
acetabulum
angular
angular; articular
antler
antler; braincase
antler; frontal
articular
articular; dentary
astragalus
astragalus; calcaneum
astragalus; calcaneum; tibia
astragalus; tibia
auditory meatus
bacculum
baleen
basi-occipital
basi-occipital; condyle
basi-occipital; occipital condyle
beaver-cut sticks
beaver-gnawed wood
braincase
braincase; horncore
branchial plate
branchial plate; scale
bulla
burrow fill
butterfly agama?
calcaneum
calcaneum; astragalus; phalanx; jaw
canine
canine; incisor
carapace
carapace; costal
carapace; plastron
carpal
carpal or; tarsal
carpal; metacarpal
carpal; tarsal
carpal?
carpometacarpal
caudal
caudal (tail club)
chevron
clavicle
claw
claw; scapula
cleithrum
coccyx
condyle
condyle; basi-occipital
cone
cone?
coprolite
coracoid
coracoid; scapula
coral
coronoid
costal
cranium
cranium; antler
cranium; horn
cranium; horncore
cranium; horncore; vertebra
cranium; jaw
cranium; mandible
cranium; mandible; humerus; innominate; rib
cranium; mandible; vertebra
cranium; maxilla
cranium; phalanx
cranium; quadrate
cranium; tooth
cranium; vertebra
crest
cuboid
cuneiform
cuniform
dentary
dentary; horncore
dentary; humerus
dentary; maxilla
dentary; tooth
diastema
dingo
doral shield
dorsal shield
dorsal shield; ventral shield
dorsal shield; ventral shield; branchial plate
dorsal shield; ventral shield?
droppings
ectopterygoid
egg
egg shells
eggshell
epoccipital
f
feather
femur
femur; incisor
femur; pelvis; vertebra
femur; sternum; rib; tibia
femur; tibia; astragalus; calcaneum; metatarsal; phalanx
fibula
fin
fin ray
fin ray; scale
fin rays
foot print
fossil insect impression
fossil tree and leaf impressions
frill
frill; epoccipital
frontal
frontal; antler
frontal; horncore
frontal; parietal; antler
furculum
gastrolith
hair sample
head
horn
horncore
horncore; braincase
horncore; cranium
horncore; frontal
horncore; horn
horncore; horn; frontal
horncore?
humerus
humerus; calcaneum
humerus; femur; phalanx; rib
humerus; metatarsal
humerus; radius; ulna
humerus; radius; ulna; phalanx
humerus; ulna
humerus?; femur?
hyloplastron
hyoid
hyomandibular
hypoplastron
ilium
incisor
innominate
innominate; vertebra
ischium
jaw
jaw; fin ray
jaw; maxilla
jaw; maxilla; tooth
jaw; molar
jaw; scale
jaw; scapula
jaw; skull
jaw; tooth
jaw; vertebra
jugal
jugal; quadratojugal
leaf
limb bone
log
lunate
magnum
magnum (carpal)
mandible
mandible; dentary
mandible; incisor
mandible; incisor; molar
mandible; maxilla
mandible; maxilla; tooth
mandible; molar
mandible; molar; premolar
mandible; palate
mandible; skeleton
mandible; skull
mandible; tooth
mandible; vertebra
mandibles
manus
marginal plate
maxilla
maxilla; cranium
maxilla; dentary
maxilla; incisor
maxilla; jaw; tooth
maxilla; mandible
maxilla; mandible; tooth
maxilla; molar
maxilla; nasal
maxilla; palate
maxilla; palate; molar
maxilla; premaxilla
maxilla; premaxilla; tooth
maxilla; premolar
maxilla; premolar; molar
maxilla; tooth
maxilla; tusk
metacarpal
metacarpal; magnum
metapodial
metapodial; calcaneum; ulna; rib; tibia
metapodial; phalanx
metapodial; phalanx; ulna; cranium; tooth; vertebra
metapodial; vertebra
metapodial?; ulna?
metatarsal
metatarsal; cuneiform
metatarsal; femur; fibula; tibia; pes; vertebra
metatarsal; femur; tibia; ischium; pubis
metatarsal; metacarpal
metatarsal; phalanx
metatarsal; tibia
molar
molar; incisor
molar; premolar
molar; premolar; astragalus
multangular
mummified carcass
n/a
nasal
nasal; horncore
nasal; tooth
navicular
navicular; cuboid
naviculocuboid
neural
neural arch
neural plate
neural plates
neural spine
newly transformed toads?
northern gannet
occipital
occipital condyle
occipital condyle; frill
occipital condyle; horncore
olitary Sandpiper
operculum
operculum; suboperculum
orbital
orbital; horncore
ossicle
ossicles
otic capsule
otolith
palate
palate; maxilla
palate; maxilla; premaxilla
palate; molar
palate; tooth
palatine
parietal
parietal crest
patella
pectoral spine
pededn%
pelvis
pelvis; innominate
pelvis; sacrum; vertebra
pelvis; scapula
pelvis; vertebra
periotic
periotic bone
"periotic, otic capsule"
periotic; otic capsule
peripheral
pes
pes; vertebra
phalanx
phalanx 
phalanx; astragalus
phalanx; calcaneum
phalanx; incisor
phalanx; tibiotarsus; tarsometatarsal
phalanx; tooth
phalanx?
pisiform
plastron
plastron; carapace
plate
plate; scale
plate; scapula; coracoid
plates
podial
podial?
postorbital
predentary
prefrontal
premaxilla
premaxilla; dentary; tooth
premaxilla; nasal; dentary; quadratojugal; surangular
premolar
premolar; canine
premolar; molar
premolar; molar; jaw
preoperculum
pubis
pubis; ischium
q
quadrate
quadrate; jaw; maxilla
quadratojugal
radius
radius; ulna
radius;ulna
radius?
ramus
ramus; molar
ramus; premolar; molar
ramus; tooth
red-throated loon
retroarticular process
rib
rib; fin ray
rib; vertebra
rib?
right metacarpal
rostral
rostrum
sacrum
sacrum; molar
scale
scale; cranium
scale; dorsal shield
scale; fin ray
scale; tooth
scale; vertebra
scale; vertebra; tooth
scaphoid
scapula
scapula; coracoid; mandible
scapula; coracoid; vertebra; femur
scapula; rib
scapula; tooth
scapula; vertebra
scat
scute
scute; cranium
scute; tooth
scute; vertebra
seed
sesamoid
shark
shell
shield
skeleton
skeleton (2 halves)
skeleton (Part and counterpart)
skeleton; carapace
skeleton; jaw
skeleton; mandible
skeleton; skull
skeleton; skull; skin impression
skeleton; skull; tusk
skeleton;partial
skin impression
skull
skull; coracoid; sternum
skull; horn
skull; horncore
skull; humerus
skull; jaw
skull; jaw; tusk
skull; mandible
skull; mandible; skeleton
skull; mandible; tusk
skull; mandible; vertebra
skull; metatarsal; astragalus; neural spine; phalanx
skull; neural spine
skull; pes; vertebra
skull; rib; vertebra
skull; scale
skull; scapula
skull; scute
skull; skeleton
skull; tibia
skull; tusk
skull; vertebra
skull; vertebra; humerus; radius; ulna
spine
spine; jaw; tooth
spine; scale
splenial
sponge
squamosal
squamosal; parietal
sternum
sticks
stone
suboperculum
supraoccipital
supraorbital
surangular
tadpole
tadpoles
tail club
tarsal
tarsal?
tarsals
tarsometatarsal
teeth
telson
thorax
tibia
tibia; astragalus
tibia; astragalus; caudal
tibia; femur
tibia; fibula
tibia; incisor
tibia; phalanx
tibia; tarsal; metatarsal; phalanx
tibiotarsus
tooth
tooth; astragalus; jaw; scapula
tooth; astragalus; phalanx
tooth; astragalus; vertebra
tooth; calcaneum
tooth; incisor
tooth; mandible
tooth; maxilla
tooth; ramus
tooth; scale
tooth; scute
tooth; skeleton
trackway
trackway?
trapezoid
tree trunk fragment
tusk
twig
tympanic bulla
ulna
ulna; radius
ulna?
unciform
undet.
ungual
unidentified
unidentified amphibian
unidentified amphibian/reptile
unidentified egg mass
unidentified eggs
unidentified frog
unidentified frogs
unidentified geckos
unidentified iguana
unidentified larva
unidentified lizard
unidentified lizards
unidentified reptile
unidentified salamander
unidentified snake
unidentified tadpole
unidentified tadpoles
unidentified tree frog
unidentified treefrog
unidentified treefrogs
unidentified turtle eggshells
ventral shield
vertebra
vertebra; carpal; phalanx
vertebra; caudal
vertebra; coracoid
vertebra; femur; humerus
vertebra; fin ray
vertebra; ilium
vertebra; jaw
vertebra; metacarpal
vertebra; metapodial
vertebra; occipital condyle
vertebra; pes
vertebra; phalanx
vertebra; phalanx; humerus
vertebra; phalanx; rib
vertebra; quadrate; tooth
vertebra; rib
vertebra; sacrum
vertebra; scale
vertebra; skull
vertebra; tibia; sacrum; pelvis; femur
vertebra; tooth
vertebrae
vomer
wood
zygomatic
zygomatic arch
