mkey,Collection,ID Number
457539,Vascular Plant,CAN 393579
459177,Vascular Plant,CAN 36781
459188,Amphibian and Reptile,CMNAR 33388
460568,Vascular Plant,CAN 571336
461445,Crustacea,CMNC 1991-2009
463213,Vascular Plant,CAN 310750
463216,Vascular Plant,CAN 310749
464888,Amphibian and Reptile,CMNAR 32809
465324,Bird,CMNAV E5835
466134,Vascular Plant,CAN 281153
466140,Crustacea,CMNC 1989-0240
466441,Bird,CMNAV E5000
466605,Crustacea,CMNC 1989-0313
466889,Crustacea,CMNC 1989-0417
467277,Fish,CMNFI 1971-0367.1
467663,Crustacea,CMNC 1989-0590
468905,Crustacea,CMNC 1996-0004
469759,Vascular Plant,CAN 268405
471380,Vascular Plant,CAN 151925
472259,Crustacea,CMNC 1986-1093
472772,Crustacea,CMNC 1995-0115
473224,Gem,CMNGE 21643
473845,Fish,CMNFI 1967-0387.1
473858,Fish,CMNFI 1967-0441.1
474116,Vascular Plant,CAN 582452
475693,Vascular Plant,CAN 557169
475694,Vascular Plant,CAN 23464
476251,Fish,CMNFI 1971-0148.1
476562,Vascular Plant,CAN 584578
478050,Vascular Plant,CAN 584599
478066,Vascular Plant,CAN 584627
478218,Vascular Plant,CAN 330625
478254,Vascular Plant,CAN 437723
479079,Vascular Plant,CAN 268041
479130,Vascular Plant,CAN 41299
479136,Vascular Plant,CAN 573702
479505,Vascular Plant,CAN 235478
479533,Vascular Plant,CAN 48503
479640,Crustacea,CMNC 1995-0200
480040,Vascular Plant,CAN 473174
481970,Mollusc,CMNML 018082
482770,Vascular Plant,CAN 48505
482903,Vascular Plant,CAN 395475
483271,Vascular Plant,CAN 585353
484043,Vascular Plant,CAN 271637
485175,Crustacea,CMNC 1995-1949
485237,Crustacea,CMNC 1995-1998
486774,Vascular Plant,CAN 52396
487480,Vascular Plant,CAN 349339
487481,Vascular Plant,CAN 349340
487486,Vascular Plant,CAN 349337
487631,Fish,CMNFI 1975-0405.1
487647,Vascular Plant,CAN 211365
489252,Vascular Plant,CAN 349351
489741,Vascular Plant,CAN 223303
491003,Mollusc,CMNML 093675
491032,Mollusc,CMNML 090664
492323,Fossil Vertebrate,CMNFV 41759
494653,Fish,CMNFI 1991-0147.1
494678,Vascular Plant,CAN 582531
495170,Fossil Vertebrate,CMNFV 40602
495980,Fossil Vertebrate,CMNFV 40909
496044,Vascular Plant,CAN 584781
496389,Vascular Plant,CAN 584870
496972,Fossil Vertebrate,CMNFV 40732
497048,Vascular Plant,CAN 584966
497321,Vascular Plant,CAN 360894
498395,Fossil Vertebrate,CMNFV 40823
498400,Fossil Vertebrate,CMNFV 40761
498402,Fossil Vertebrate,CMNFV 40763
498403,Fossil Vertebrate,CMNFV 40764
498404,Fossil Vertebrate,CMNFV 40765
498405,Fossil Vertebrate,CMNFV 40766
498406,Fossil Vertebrate,CMNFV 40767
498407,Fossil Vertebrate,CMNFV 40768
498412,Fossil Vertebrate,CMNFV 40815
498414,Fossil Vertebrate,CMNFV 40816
498415,Fossil Vertebrate,CMNFV 40817
498417,Fossil Vertebrate,CMNFV 40818
498419,Fossil Vertebrate,CMNFV 40819
498421,Fossil Vertebrate,CMNFV 40821
498431,Fossil Vertebrate,CMNFV 40827
498444,Fossil Vertebrate,CMNFV 41065
498476,Vascular Plant,CAN 47242
498494,Fossil Vertebrate,CMNFV 41069
498509,Fossil Vertebrate,CMNFV 41081
498510,Fossil Vertebrate,CMNFV 41082
498619,Fossil Vertebrate,CMNFV 41625
499095,Vascular Plant,CAN 468931
499293,Fossil Vertebrate,CMNFV 32595
499295,Fossil Vertebrate,CMNFV 32596
499303,Fossil Vertebrate,CMNFV 32597
499304,Fossil Vertebrate,CMNFV 32598
499305,Fossil Vertebrate,CMNFV 32599
499306,Fossil Vertebrate,CMNFV 32600
499307,Fossil Vertebrate,CMNFV 32601
499308,Fossil Vertebrate,CMNFV 32602
499309,Fossil Vertebrate,CMNFV 32603
499310,Fossil Vertebrate,CMNFV 32604
499311,Fossil Vertebrate,CMNFV 32605
499312,Fossil Vertebrate,CMNFV 32606
499313,Fossil Vertebrate,CMNFV 32607
499314,Fossil Vertebrate,CMNFV 32608
499315,Fossil Vertebrate,CMNFV 32609
499316,Fossil Vertebrate,CMNFV 29447
499317,Fossil Vertebrate,CMNFV 29448
499318,Fossil Vertebrate,CMNFV 29449
499319,Fossil Vertebrate,CMNFV 29450
499320,Fossil Vertebrate,CMNFV 29451
499321,Fossil Vertebrate,CMNFV 29452
499322,Fossil Vertebrate,CMNFV 29453
499325,Fossil Vertebrate,CMNFV 29460
499375,Vascular Plant,CAN 573743
499434,Vascular Plant,CAN 415754
499532,Vascular Plant,CAN 47525
499608,Vascular Plant,CAN 46761
500184,Vascular Plant,CAN 51976
500268,Vascular Plant,CAN 459498
500471,Vascular Plant,CAN 469705
500492,Vascular Plant,CAN 500518
500528,Vascular Plant,CAN 100591
500619,Vascular Plant,CAN 94269
500662,Vascular Plant,CAN 69210
502227,Vascular Plant,CAN 258699
502757,Amphibian and Reptile,CMNAR 30740
503099,Vascular Plant,CAN 351587
503342,Fossil Vertebrate,CMNFV 47676
505281,Vascular Plant,CAN 368199
505301,Vascular Plant,CAN 331447
512319,Fossil Vertebrate,CMNFV 18225
512320,Fossil Vertebrate,CMNFV 18226
512321,Fossil Vertebrate,CMNFV 18227
512322,Fossil Vertebrate,CMNFV 18228
512323,Fossil Vertebrate,CMNFV 18229
512964,Crustacea,CMNC 2003-0886
513237,Vascular Plant,CAN 585464
513901,Vascular Plant,CAN 56311
515255,Vascular Plant,CAN 273369
518529,Vascular Plant,CAN 107792
518530,Vascular Plant,CAN 107791
518531,Vascular Plant,CAN 107786
518533,Vascular Plant,CAN 108419
518534,Vascular Plant,CAN 108420
519109,Fossil Vertebrate,CMNFV 43181
519417,Fossil Vertebrate,CMNFV 43744
519733,Vascular Plant,CAN 329943
520578,Fossil Vertebrate,CMNFV 43476
520605,Amphibian and Reptile,CMNAR 26930
521286,Crustacea,CMNC 2004-0246
522160,Vascular Plant,CAN 342869
522179,Vascular Plant,CAN 270678
525410,Vascular Plant,CAN 126088
525631,Vascular Plant,CAN 459138
525965,Vascular Plant,CAN 388832
525988,Vascular Plant,CAN 573131
527326,Vascular Plant,CAN 273776
532931,Fossil Vertebrate,CMNFV 22610
532932,Fossil Vertebrate,CMNFV 22611
532933,Fossil Vertebrate,CMNFV 22612
532934,Fossil Vertebrate,CMNFV 22613
532935,Fossil Vertebrate,CMNFV 22614
532936,Fossil Vertebrate,CMNFV 22615
532937,Fossil Vertebrate,CMNFV 22616
532939,Fossil Vertebrate,CMNFV 22617
532940,Fossil Vertebrate,CMNFV 22618
532941,Fossil Vertebrate,CMNFV 22620
532942,Fossil Vertebrate,CMNFV 22621
532943,Fossil Vertebrate,CMNFV 22622
532944,Fossil Vertebrate,CMNFV 22623
532945,Fossil Vertebrate,CMNFV 22624
532946,Fossil Vertebrate,CMNFV 22625
532947,Fossil Vertebrate,CMNFV 22626
532948,Fossil Vertebrate,CMNFV 22627
532949,Fossil Vertebrate,CMNFV 22628
532951,Fossil Vertebrate,CMNFV 22629
532952,Fossil Vertebrate,CMNFV 22630
532954,Fossil Vertebrate,CMNFV 22631
532955,Fossil Vertebrate,CMNFV 22632
532956,Fossil Vertebrate,CMNFV 22633
532957,Fossil Vertebrate,CMNFV 22634
532958,Fossil Vertebrate,CMNFV 22635
532960,Fossil Vertebrate,CMNFV 22636
532961,Fossil Vertebrate,CMNFV 22637
532963,Fossil Vertebrate,CMNFV 22638
532964,Fossil Vertebrate,CMNFV 22639
532966,Fossil Vertebrate,CMNFV 22640
532967,Fossil Vertebrate,CMNFV 22641
532968,Fossil Vertebrate,CMNFV 22642
532969,Fossil Vertebrate,CMNFV 22643
532970,Fossil Vertebrate,CMNFV 22644
532971,Fossil Vertebrate,CMNFV 22645
532973,Fossil Vertebrate,CMNFV 22646
532974,Fossil Vertebrate,CMNFV 22647
532975,Fossil Vertebrate,CMNFV 22648
532977,Fossil Vertebrate,CMNFV 22649
532978,Fossil Vertebrate,CMNFV 22650
532979,Fossil Vertebrate,CMNFV 22651
532980,Fossil Vertebrate,CMNFV 22652
532982,Fossil Vertebrate,CMNFV 22653
532983,Fossil Vertebrate,CMNFV 22654
532984,Fossil Vertebrate,CMNFV 22655
532985,Fossil Vertebrate,CMNFV 22656
532986,Fossil Vertebrate,CMNFV 22657
532987,Fossil Vertebrate,CMNFV 22658
532988,Fossil Vertebrate,CMNFV 22659
532989,Fossil Vertebrate,CMNFV 22660
532990,Fossil Vertebrate,CMNFV 22661
532991,Fossil Vertebrate,CMNFV 22662
532992,Fossil Vertebrate,CMNFV 22663
532993,Fossil Vertebrate,CMNFV 22664
532994,Fossil Vertebrate,CMNFV 22665
532995,Fossil Vertebrate,CMNFV 22666
532996,Fossil Vertebrate,CMNFV 22667
532997,Fossil Vertebrate,CMNFV 22668
532998,Fossil Vertebrate,CMNFV 22669
533010,Fossil Vertebrate,CMNFV 22670
533012,Fossil Vertebrate,CMNFV 22671
533014,Fossil Vertebrate,CMNFV 22672
533015,Fossil Vertebrate,CMNFV 22673
533016,Fossil Vertebrate,CMNFV 22674
533017,Fossil Vertebrate,CMNFV 22675
533018,Fossil Vertebrate,CMNFV 22676
533019,Fossil Vertebrate,CMNFV 22677
533020,Fossil Vertebrate,CMNFV 22678
533021,Fossil Vertebrate,CMNFV 22679
533023,Fossil Vertebrate,CMNFV 22680
533024,Fossil Vertebrate,CMNFV 22681
533025,Fossil Vertebrate,CMNFV 22682
533026,Fossil Vertebrate,CMNFV 22683
533027,Fossil Vertebrate,CMNFV 22684
533028,Fossil Vertebrate,CMNFV 22685
533029,Fossil Vertebrate,CMNFV 22686
533031,Fossil Vertebrate,CMNFV 22687
533032,Fossil Vertebrate,CMNFV 22688
533033,Fossil Vertebrate,CMNFV 22689
533034,Fossil Vertebrate,CMNFV 22690
533035,Fossil Vertebrate,CMNFV 22691
533036,Fossil Vertebrate,CMNFV 22692
533037,Fossil Vertebrate,CMNFV 22693
533038,Fossil Vertebrate,CMNFV 22694
533040,Fossil Vertebrate,CMNFV 22695
533041,Fossil Vertebrate,CMNFV 22696
533042,Fossil Vertebrate,CMNFV 22697
533043,Fossil Vertebrate,CMNFV 22698
533044,Fossil Vertebrate,CMNFV 22699
537917,Fossil Vertebrate,CMNFV 23444
537918,Fossil Vertebrate,CMNFV 23504
539419,Amphibian and Reptile,CMNAR 28366
539564,Lichen,CANL 30368
540237,Fossil Vertebrate,CMNFV 30881
540240,Fossil Vertebrate,CMNFV 30884
540265,Fossil Vertebrate,CMNFV 30892
540266,Fossil Vertebrate,CMNFV 30893
540267,Fossil Vertebrate,CMNFV 30894
540269,Fossil Vertebrate,CMNFV 30896
540270,Fossil Vertebrate,CMNFV 30897
540272,Fossil Vertebrate,CMNFV 30899
540273,Fossil Vertebrate,CMNFV 30900
540274,Fossil Vertebrate,CMNFV 30901
540278,Fossil Vertebrate,CMNFV 30905
540280,Fossil Vertebrate,CMNFV 30907
540281,Fossil Vertebrate,CMNFV 30908
540286,Fossil Vertebrate,CMNFV 30912
540289,Fossil Vertebrate,CMNFV 30915
540290,Fossil Vertebrate,CMNFV 30916
540295,Fossil Vertebrate,CMNFV 30920
540296,Fossil Vertebrate,CMNFV 30921
540298,Fossil Vertebrate,CMNFV 30923
540301,Fossil Vertebrate,CMNFV 30926
540308,Fossil Vertebrate,CMNFV 30929
540311,Fossil Vertebrate,CMNFV 30932
540313,Fossil Vertebrate,CMNFV 30934
540314,Fossil Vertebrate,CMNFV 30935
540351,Fossil Vertebrate,CMNFV 30963
540376,Fossil Vertebrate,CMNFV 30980
540377,Fossil Vertebrate,CMNFV 30981
542123,Fossil Vertebrate,CMNFV 47933
545487,Amphibian and Reptile,CMNAR 30875
548078,Vascular Plant,CAN 587203
548395,Vascular Plant,CAN 50343
548396,Vascular Plant,CAN 50406
548399,Fossil Vertebrate,CMNFV 52688
549082,Amphibian and Reptile,CMNAR 31350
549265,Vascular Plant,CAN 156928
549718,Gem,CMNGE 21654
549720,Gem,CMNGE 21655
549722,Gem,CMNGE 21656
549723,Gem,CMNGE 21657
549724,Gem,CMNGE 21658
549726,Crustacea,CMNC 2006-0160
550018,Lichen,CANL 95617
550121,Crustacea,CMNC 2006-0239
550265,Crustacea,CMNC 2006-0276
550705,Insect,CMNEN 00007307
551562,Fish,CMNFI 1968-0249.7
551563,Fish,CMNFI 1968-0249.8
552191,Crustacea,CMNC 2006-0549
552252,Lichen,CANL 120497
552491,Fish,CMNFI 1970-0348.2
552610,Fish,CMNFI 1971-0187.3
553836,Crustacea,CMNC 2003-0200
554453,Bryophyte,CANM 188114
554476,Bryophyte,CANM 325442
555458,Crustacea,CMNC 2006-0763
555905,Lichen,CANL 105213
557198,Vascular Plant,CAN 84021
557199,Vascular Plant,CAN 303675
557200,Vascular Plant,CAN 84068
557201,Vascular Plant,CAN 208718
557202,Vascular Plant,CAN 84070
557203,Vascular Plant,CAN 270023
557204,Vascular Plant,CAN 364854
557205,Vascular Plant,CAN 208719
557206,Vascular Plant,CAN 84069
557207,Vascular Plant,CAN 281063
557208,Vascular Plant,CAN 281064
557209,Vascular Plant,CAN 303677
557210,Vascular Plant,CAN 84015
557211,Vascular Plant,CAN 277455
557212,Vascular Plant,CAN 312451
557213,Vascular Plant,CAN 312454
557214,Vascular Plant,CAN 318781
557215,Vascular Plant,CAN 303676
557216,Vascular Plant,CAN 270024
557217,Vascular Plant,CAN 84016
557218,Vascular Plant,CAN 489982
557220,Vascular Plant,CAN 550377
557221,Vascular Plant,CAN 83947
557222,Vascular Plant,CAN 237684
557223,Vascular Plant,CAN 418078
557224,Vascular Plant,CAN 83946
557225,Vascular Plant,CAN 234847
557226,Vascular Plant,CAN 254616
557227,Vascular Plant,CAN 545767
557228,Vascular Plant,CAN 545768
557229,Vascular Plant,CAN 545769
557230,Vascular Plant,CAN 545770
557231,Vascular Plant,CAN 545771
557232,Vascular Plant,CAN 545772
557234,Vascular Plant,CAN 83945
557235,Vascular Plant,CAN 83943
557236,Vascular Plant,CAN 564193
557237,Vascular Plant,CAN 564194
557238,Vascular Plant,CAN 564698
557239,Vascular Plant,CAN 546576
557240,Vascular Plant,CAN 545223
557241,Vascular Plant,CAN 545309
557242,Vascular Plant,CAN 385682
557244,Vascular Plant,CAN 394505
557245,Vascular Plant,CAN 529134
557246,Vascular Plant,CAN 522842
557247,Vascular Plant,CAN 522843
557248,Vascular Plant,CAN 511684
557249,Vascular Plant,CAN 511694
557250,Vascular Plant,CAN 83951
557251,Vascular Plant,CAN 450363
557252,Vascular Plant,CAN 83955
557253,Vascular Plant,CAN 302732
557255,Vascular Plant,CAN 538589
557256,Vascular Plant,CAN 457900
557257,Vascular Plant,CAN 537861
557258,Vascular Plant,CAN 394423
557259,Vascular Plant,CAN 233503
557260,Vascular Plant,CAN 83922
557261,Vascular Plant,CAN 402097
557262,Vascular Plant,CAN 394422
557263,Vascular Plant,CAN 223007
557264,Vascular Plant,CAN 83948
557265,Vascular Plant,CAN 467604
557266,Vascular Plant,CAN 264750
557267,Vascular Plant,CAN 83949
557268,Vascular Plant,CAN 83957
557269,Vascular Plant,CAN 83954
557270,Vascular Plant,CAN 83956
557271,Vascular Plant,CAN 389258
557272,Vascular Plant,CAN 375254
557273,Vascular Plant,CAN 333207
557274,Vascular Plant,CAN 467606
557275,Vascular Plant,CAN 374967
557280,Vascular Plant,CAN 487178
557281,Vascular Plant,CAN 119351
557282,Vascular Plant,CAN 119352
557283,Vascular Plant,CAN 480359
557284,Vascular Plant,CAN 227499
557285,Vascular Plant,CAN 227500
557286,Vascular Plant,CAN 83965
557287,Vascular Plant,CAN 414118
557288,Vascular Plant,CAN 414706
557289,Vascular Plant,CAN 400560
557290,Vascular Plant,CAN 379657
557291,Vascular Plant,CAN 233504
557292,Vascular Plant,CAN 379666
557293,Vascular Plant,CAN 417385
557295,Vascular Plant,CAN 414439
557296,Vascular Plant,CAN 363689
557297,Vascular Plant,CAN 338872
557298,Vascular Plant,CAN 336915
557299,Vascular Plant,CAN 278607
557300,Vascular Plant,CAN 244385
557301,Vascular Plant,CAN 405970
557302,Vascular Plant,CAN 125096
557303,Vascular Plant,CAN 469199
557304,Vascular Plant,CAN 580524
557305,Vascular Plant,CAN 319691
557306,Vascular Plant,CAN 335512
557308,Vascular Plant,CAN 83966
557309,Vascular Plant,CAN 83963
557311,Vascular Plant,CAN 278608
557320,Vascular Plant,CAN 154823
557321,Vascular Plant,CAN 83960
557322,Vascular Plant,CAN 119350
557323,Vascular Plant,CAN 83959
557324,Vascular Plant,CAN 228602
557325,Vascular Plant,CAN 406242
557326,Vascular Plant,CAN 336913
557329,Vascular Plant,CAN 83964
557330,Vascular Plant,CAN 478760
557331,Vascular Plant,CAN 406334
557332,Vascular Plant,CAN 83969
557333,Vascular Plant,CAN 389291
557336,Vascular Plant,CAN 247721
557337,Vascular Plant,CAN 468055
557339,Vascular Plant,CAN 119348
557340,Vascular Plant,CAN 395793
557341,Vascular Plant,CAN 223001
557342,Vascular Plant,CAN 576338
557343,Vascular Plant,CAN 481825
557345,Vascular Plant,CAN 518696
557346,Vascular Plant,CAN 511689
557347,Vascular Plant,CAN 511696
557348,Vascular Plant,CAN 516509
557349,Vascular Plant,CAN 500500
557350,Vascular Plant,CAN 500501
557351,Vascular Plant,CAN 500060
557352,Vascular Plant,CAN 500178
557353,Vascular Plant,CAN 494523
557354,Vascular Plant,CAN 317800
557355,Vascular Plant,CAN 395096
557356,Vascular Plant,CAN 468385
557357,Vascular Plant,CAN 223005
557358,Vascular Plant,CAN 223006
557359,Vascular Plant,CAN 231898
557360,Vascular Plant,CAN 576345
557361,Vascular Plant,CAN 319103
557362,Vascular Plant,CAN 223008
557363,Vascular Plant,CAN 228603
557364,Vascular Plant,CAN 515832
557366,Vascular Plant,CAN 375120
557367,Vascular Plant,CAN 371364
557368,Vascular Plant,CAN 260651
557369,Vascular Plant,CAN 212258
557370,Vascular Plant,CAN 343982
557371,Vascular Plant,CAN 341026
557372,Vascular Plant,CAN 317798
557373,Vascular Plant,CAN 212256
557375,Vascular Plant,CAN 83931
557377,Vascular Plant,CAN 287089
557378,Vascular Plant,CAN 260652
557380,Vascular Plant,CAN 494524
557381,Vascular Plant,CAN 488757
557382,Vascular Plant,CAN 83962
557384,Vascular Plant,CAN 260650
557385,Vascular Plant,CAN 83970
557386,Vascular Plant,CAN 119346
557387,Vascular Plant,CAN 474063
557388,Vascular Plant,CAN 325454
557390,Vascular Plant,CAN 516392
557391,Vascular Plant,CAN 576346
557394,Vascular Plant,CAN 210083
557395,Vascular Plant,CAN 156198
557396,Vascular Plant,CAN 381303
557397,Vascular Plant,CAN 247390
557398,Vascular Plant,CAN 380869
557409,Vascular Plant,CAN 114394
557410,Vascular Plant,CAN 83972
557411,Vascular Plant,CAN 114391
557412,Vascular Plant,CAN 348148
557413,Vascular Plant,CAN 210084
557414,Vascular Plant,CAN 263379
557415,Vascular Plant,CAN 114389
557416,Vascular Plant,CAN 156199
557417,Vascular Plant,CAN 83971
557418,Vascular Plant,CAN 83973
557419,Vascular Plant,CAN 114388
557420,Vascular Plant,CAN 156201
557421,Vascular Plant,CAN 156197
557422,Vascular Plant,CAN 281241
557423,Vascular Plant,CAN 156200
557426,Vascular Plant,CAN 83978
557427,Vascular Plant,CAN 281240
557428,Vascular Plant,CAN 579584
557430,Vascular Plant,CAN 444543
557431,Vascular Plant,CAN 489072
557432,Vascular Plant,CAN 490055
557434,Vascular Plant,CAN 83975
557435,Vascular Plant,CAN 344635
557436,Vascular Plant,CAN 83974
557437,Vascular Plant,CAN 364857
557438,Vascular Plant,CAN 281239
557439,Vascular Plant,CAN 580437
557440,Vascular Plant,CAN 580357
557441,Vascular Plant,CAN 83979
557442,Vascular Plant,CAN 83980
557443,Vascular Plant,CAN 83981
557444,Vascular Plant,CAN 290782
557445,Vascular Plant,CAN 83988
557446,Vascular Plant,CAN 340167
557447,Vascular Plant,CAN 444538
557448,Vascular Plant,CAN 368958
557449,Vascular Plant,CAN 346426
557450,Vascular Plant,CAN 83992
557451,Vascular Plant,CAN 83991
557452,Vascular Plant,CAN 477634
557453,Vascular Plant,CAN 477633
557454,Vascular Plant,CAN 292286
557455,Vascular Plant,CAN 83982
557456,Vascular Plant,CAN 83985
557457,Vascular Plant,CAN 83987
557458,Vascular Plant,CAN 83986
557459,Vascular Plant,CAN 83984
557460,Vascular Plant,CAN 84003
557461,Vascular Plant,CAN 84005
557462,Vascular Plant,CAN 346423
557463,Vascular Plant,CAN 346422
557464,Vascular Plant,CAN 290783
557465,Vascular Plant,CAN 84002
557468,Lichen,CANL 12849
557473,Vascular Plant,CAN 83934
557474,Vascular Plant,CAN 84010
557475,Vascular Plant,CAN 84006
557476,Vascular Plant,CAN 343419
557477,Vascular Plant,CAN 392649
557478,Vascular Plant,CAN 84014
557479,Vascular Plant,CAN 84012
557480,Vascular Plant,CAN 84036
557482,Vascular Plant,CAN 576352
557483,Vascular Plant,CAN 576351
557485,Vascular Plant,CAN 496081
557488,Vascular Plant,CAN 336914
557489,Vascular Plant,CAN 389351
557490,Vascular Plant,CAN 320487
557491,Vascular Plant,CAN 321720
557492,Vascular Plant,CAN 264749
557493,Vascular Plant,CAN 321782
557494,Vascular Plant,CAN 325038
557495,Vascular Plant,CAN 321781
557496,Vascular Plant,CAN 402136
557497,Vascular Plant,CAN 321780
557498,Vascular Plant,CAN 443920
557499,Vascular Plant,CAN 226522
557500,Vascular Plant,CAN 388549
557502,Vascular Plant,CAN 576353
557503,Vascular Plant,CAN 538588
557504,Vascular Plant,CAN 538587
557505,Vascular Plant,CAN 84027
557507,Vascular Plant,CAN 250349
557508,Vascular Plant,CAN 250348
557509,Vascular Plant,CAN 234848
557510,Vascular Plant,CAN 545432
557511,Vascular Plant,CAN 562950
557512,Vascular Plant,CAN 83939
557515,Vascular Plant,CAN 561120
557519,Vascular Plant,CAN 406235
557520,Vascular Plant,CAN 488698
557521,Vascular Plant,CAN 484835
557523,Vascular Plant,CAN 576347
557524,Vascular Plant,CAN 576348
557525,Vascular Plant,CAN 576349
557526,Vascular Plant,CAN 576350
557527,Vascular Plant,CAN 494525
557528,Vascular Plant,CAN 229570
557529,Vascular Plant,CAN 550367
557530,Vascular Plant,CAN 542800
557533,Vascular Plant,CAN 532858
557534,Vascular Plant,CAN 320438
557535,Vascular Plant,CAN 304425
557536,Vascular Plant,CAN 84028
557538,Vascular Plant,CAN 515984
557539,Vascular Plant,CAN 234849
557540,Vascular Plant,CAN 84039
557541,Vascular Plant,CAN 84038
557543,Vascular Plant,CAN 236948
557544,Vascular Plant,CAN 234851
557545,Vascular Plant,CAN 234850
557687,Vascular Plant,CAN 412792
557705,Vascular Plant,CAN 567933
557718,Vascular Plant,CAN 494943
557719,Vascular Plant,CAN 182275
557720,Vascular Plant,CAN 372818
557721,Vascular Plant,CAN 182274
557722,Vascular Plant,CAN 182273
557723,Vascular Plant,CAN 182277
557724,Vascular Plant,CAN 182276
557743,Vascular Plant,CAN 528728
557744,Vascular Plant,CAN 182262
557745,Vascular Plant,CAN 182263
557746,Vascular Plant,CAN 182265
557747,Vascular Plant,CAN 182264
557748,Vascular Plant,CAN 182272
557749,Vascular Plant,CAN 182270
557750,Vascular Plant,CAN 182267
557751,Vascular Plant,CAN 376242
557752,Vascular Plant,CAN 458184
557753,Vascular Plant,CAN 182269
557754,Vascular Plant,CAN 182268
557771,Vascular Plant,CAN 310315
557830,Vascular Plant,CAN 543715
557833,Vascular Plant,CAN 579982
557834,Vascular Plant,CAN 549243
557836,Vascular Plant,CAN 549244
557838,Vascular Plant,CAN 531027
557839,Vascular Plant,CAN 530730
557840,Vascular Plant,CAN 531028
557841,Vascular Plant,CAN 531026
557842,Vascular Plant,CAN 490845
557843,Vascular Plant,CAN 490846
557844,Vascular Plant,CAN 182280
557845,Vascular Plant,CAN 182282
557846,Vascular Plant,CAN 182281
557847,Vascular Plant,CAN 182279
557848,Vascular Plant,CAN 182266
557849,Vascular Plant,CAN 182278
557850,Vascular Plant,CAN 238096
557851,Vascular Plant,CAN 544400
557852,Vascular Plant,CAN 462143
557853,Vascular Plant,CAN 182260
557854,Vascular Plant,CAN 84091
557942,Vascular Plant,CAN 182294
557943,Vascular Plant,CAN 310629
557944,Vascular Plant,CAN 511681
557945,Vascular Plant,CAN 511683
557946,Vascular Plant,CAN 311535
557947,Vascular Plant,CAN 83910
557948,Vascular Plant,CAN 154274
557949,Vascular Plant,CAN 154273
557950,Vascular Plant,CAN 271086
557951,Vascular Plant,CAN 154272
557952,Vascular Plant,CAN 282568
557953,Vascular Plant,CAN 208520
557954,Vascular Plant,CAN 83909
557955,Vascular Plant,CAN 154271
557956,Vascular Plant,CAN 432164
557959,Vascular Plant,CAN 511685
557960,Vascular Plant,CAN 511686
557961,Vascular Plant,CAN 511687
557962,Vascular Plant,CAN 511688
557963,Vascular Plant,CAN 83940
557964,Vascular Plant,CAN 462310
557965,Vascular Plant,CAN 315926
557966,Vascular Plant,CAN 83942
557967,Vascular Plant,CAN 83941
557968,Vascular Plant,CAN 315927
557969,Vascular Plant,CAN 154270
558516,Lichen,CANL 111272
559381,Fossil Vertebrate,CMNFV 48098
559508,Lichen,CANL 7369
559605,Lichen,CANL 39847
560029,Fossil Vertebrate,CMNFV 42120
560119,Lichen,CANL 53210
560363,Lichen,CANL 35720
560633,Lichen,CANL 46399
561453,Bryophyte,CANM 15622
561454,Bryophyte,CANM 15623
561635,Bryophyte,CANM 249351
561858,Bryophyte,CANM 317360
561958,Bryophyte,CANM 251356
563392,Bryophyte,CANM 102485
564030,Bryophyte,CANM 330400
564031,Bryophyte,CANM 330401
564033,Bryophyte,CANM 330403
564034,Bryophyte,CANM 330404
564050,Bryophyte,CANM 330419
565959,Lichen,CANL 111218
566001,Lichen,CANL 90339
566119,Vascular Plant,CAN 588979
566700,Vascular Plant,CAN 204241
566966,Insect,CMNEN 00009151
566979,Insect,CMNEN 00009158
566980,Insect,CMNEN 00009159
566981,Insect,CMNEN 00009160
566982,Insect,CMNEN 00009161
566983,Insect,CMNEN 00009162
566984,Insect,CMNEN 00009163
566985,Insect,CMNEN 00009164
566986,Insect,CMNEN 00009165
566987,Insect,CMNEN 00009166
569036,Crustacea,CMNC 2007-0737
569504,Fossil Vertebrate,CMNFV 45393
570551,Fossil Vertebrate,CMNFV 45448
570679,Vascular Plant,CAN 246875
570692,Vascular Plant,CAN 525158
570693,Vascular Plant,CAN 246876
570695,Vascular Plant,CAN 146191
570696,Vascular Plant,CAN 146192
570697,Vascular Plant,CAN 146193
570698,Vascular Plant,CAN 146194
570699,Vascular Plant,CAN 146184
570700,Vascular Plant,CAN 146185
570701,Vascular Plant,CAN 283246
570702,Vascular Plant,CAN 276908
570704,Vascular Plant,CAN 208393
570705,Vascular Plant,CAN 394012
570706,Vascular Plant,CAN 87695
570707,Vascular Plant,CAN 392798
570708,Vascular Plant,CAN 318163
570709,Vascular Plant,CAN 311562
570710,Vascular Plant,CAN 87520
570711,Vascular Plant,CAN 87524
570712,Vascular Plant,CAN 274986
570713,Vascular Plant,CAN 282575
570716,Vascular Plant,CAN 87697
570717,Vascular Plant,CAN 87696
570718,Vascular Plant,CAN 154228
570719,Vascular Plant,CAN 154227
570720,Vascular Plant,CAN 291614
570721,Vascular Plant,CAN 87698
570722,Vascular Plant,CAN 87719
570723,Vascular Plant,CAN 87721
570724,Vascular Plant,CAN 549957
570725,Vascular Plant,CAN 475925
570726,Vascular Plant,CAN 87705
570727,Vascular Plant,CAN 578527
570728,Vascular Plant,CAN 282165
570729,Vascular Plant,CAN 87741
570730,Vascular Plant,CAN 258813
