mkey,Collection,ID Number
8085,Annelid,CMNA 1989-0680
8086,Annelid,CMNA 1989-0681
8087,Annelid,CMNA 1989-0682
8088,Annelid,CMNA 1989-0683
8089,Annelid,CMNA 1989-0684
8090,Annelid,CMNA 1989-0685
8091,Annelid,CMNA 1989-0686
8092,Annelid,CMNA 1989-0687
8093,Annelid,CMNA 1989-0688
8094,Annelid,CMNA 1989-0689
8095,Annelid,CMNA 1989-0690
8096,Annelid,CMNA 1989-0691
8097,Annelid,CMNA 1989-0692
8098,Annelid,CMNA 1989-0693
8099,Annelid,CMNA 1989-0694
8100,Annelid,CMNA 1989-0695
8101,Annelid,CMNA 1989-0696
8102,Annelid,CMNA 1989-0697
8103,Annelid,CMNA 1989-0698
8104,Annelid,CMNA 1989-0699
11713,Crustacea,CMNC 1981-0551
17384,Bryophyte,CANM 303303 [dup2]
18482,Bryophyte,CANM 197502 [dup1]
18490,Bryophyte,CANM 197508
18636,Bryophyte,CANM 124628
18643,Bryophyte,CANM 197620
18652,Bryophyte,CANM 197643A
18658,Bryophyte,CANM 197589A
18697,Bryophyte,CANM 197662 [dup1]
18776,Bryophyte,CANM 197719
19036,Bryophyte,CANM 198043 [dup1]
19366,Bryophyte,CANM 6417
19369,Bryophyte,CANM 17046
19398,Bryophyte,CANM 10532
19403,Bryophyte,CANM 10522
20540,Bryophyte,CANM 21460
20557,Bryophyte,CANM 288925 [dup1]
20811,Bryophyte,CANM 21495
21778,Bryophyte,CANM 305548
22242,Bryophyte,CANM 296675
23866,Bryophyte,CANM 230009
25755,Bryophyte,CANM 308616
25757,Bryophyte,CANM 308618
25758,Bryophyte,CANM 308619
25760,Bryophyte,CANM 308621
25763,Bryophyte,CANM 308623
25767,Bryophyte,CANM 308626
25771,Bryophyte,CANM 308630
25772,Bryophyte,CANM 308631
25773,Bryophyte,CANM 308632
25775,Bryophyte,CANM 308634
25778,Bryophyte,CANM 308636
25779,Bryophyte,CANM 308637
25780,Bryophyte,CANM 308638
25782,Bryophyte,CANM 308640
25783,Bryophyte,CANM 308641
25784,Bryophyte,CANM 308642
25789,Bryophyte,CANM 308647
25796,Bryophyte,CANM 308654
25806,Bryophyte,CANM 308664
25812,Bryophyte,CANM 308670
25857,Bryophyte,CANM 308713
25872,Bryophyte,CANM 308728
25875,Bryophyte,CANM 308731
25876,Bryophyte,CANM 308732
25881,Bryophyte,CANM 308737
25886,Bryophyte,CANM 308742
25889,Bryophyte,CANM 308745
25890,Bryophyte,CANM 308746
25891,Bryophyte,CANM 308747
25894,Bryophyte,CANM 308750
25906,Bryophyte,CANM 308762
25907,Bryophyte,CANM 308763
25908,Bryophyte,CANM 308764
25914,Bryophyte,CANM 308770
25920,Bryophyte,CANM 308776
25929,Bryophyte,CANM 308785
25934,Bryophyte,CANM 308790
25941,Bryophyte,CANM 308797
25942,Bryophyte,CANM 308798
25943,Bryophyte,CANM 308799
25944,Bryophyte,CANM 308800
25946,Bryophyte,CANM 308802
25948,Bryophyte,CANM 308804
25958,Bryophyte,CANM 308814
25960,Bryophyte,CANM 308816
25963,Bryophyte,CANM 308819
25964,Bryophyte,CANM 308820
25969,Bryophyte,CANM 308824
25970,Bryophyte,CANM 308825
25971,Bryophyte,CANM 308826
25980,Bryophyte,CANM 308835
25983,Bryophyte,CANM 308838
25989,Bryophyte,CANM 308844
25993,Bryophyte,CANM 24517
25999,Bryophyte,CANM 24523
26022,Bryophyte,CANM 24546
26058,Bryophyte,CANM 24580
26059,Bryophyte,CANM 24581
28853,Bryophyte,CANM 287097
32092,Bryophyte,CANM 266117
33439,Fish,CMNFI 1983-0683.2
33601,Fish,CMNFI 1983-0875
37692,Fish,CMNFI 1983-0190.1
40991,Fish,CMNFI 1988-0014
43990,Fish,CMNFI 1986-0419.1
43992,Fish,CMNFI 1986-0419.3
44675,Fish,CMNFI 1981-0471.1
44871,Fish,CMNFI 1990-0001.1
56950,Fish,CMNFI 1977-1367.8
58692,Lichen,CANL 25283
58731,Lichen,CANL 30880
59391,Lichen,CANL 94615
59392,Lichen,CANL 94616
59446,Lichen,CANL 1398
59704,Lichen,CANL 94930
59746,Lichen,CANL 94974
61047,Lichen,CANL 80402
61057,Lichen,CANL 80412
61058,Lichen,CANL 80413
61140,Lichen,CANL 80495
61142,Lichen,CANL 80497
61143,Lichen,CANL 80498
61144,Lichen,CANL 80499
61148,Lichen,CANL 80503
61149,Lichen,CANL 80504
61151,Lichen,CANL 80506
61168,Lichen,CANL 80523
61186,Lichen,CANL 80541
61192,Lichen,CANL 80547
61198,Lichen,CANL 80553
61226,Lichen,CANL 80580
61232,Lichen,CANL 80586
61243,Lichen,CANL 80597
61256,Lichen,CANL 80610
61258,Lichen,CANL 80612
61315,Lichen,CANL 80671
61337,Lichen,CANL 80693
61349,Lichen,CANL 80705
61373,Lichen,CANL 80729
61374,Lichen,CANL 80730
61375,Lichen,CANL 80731
61376,Lichen,CANL 80732
61380,Lichen,CANL 80737
61384,Lichen,CANL 80741
61388,Lichen,CANL 80745
61433,Lichen,CANL 80789
61460,Lichen,CANL 80816
61514,Lichen,CANL 80870
61569,Lichen,CANL 80934
61617,Lichen,CANL 80981
61667,Lichen,CANL 81029
61672,Lichen,CANL 81034
61701,Lichen,CANL 81063
61716,Lichen,CANL 81076
61720,Lichen,CANL 81080
61721,Lichen,CANL 81081
61725,Lichen,CANL 81085
61726,Lichen,CANL 81086
61732,Lichen,CANL 81092
61785,Lichen,CANL 81145
61786,Lichen,CANL 81146
61792,Lichen,CANL 81152
61796,Lichen,CANL 81156
61797,Lichen,CANL 81157
61805,Lichen,CANL 81165
61812,Lichen,CANL 81172
61815,Lichen,CANL 81175
61829,Lichen,CANL 81188
61833,Lichen,CANL 81191
61834,Lichen,CANL 81192
61838,Lichen,CANL 81196
61839,Lichen,CANL 81197
61840,Lichen,CANL 81198
61857,Lichen,CANL 81215
61868,Lichen,CANL 81225
61926,Lichen,CANL 81279
61933,Lichen,CANL 81286
61950,Lichen,CANL 81303
61961,Lichen,CANL 81314
61972,Lichen,CANL 81325
61977,Lichen,CANL 81330
62011,Lichen,CANL 81363
62030,Lichen,CANL 96077
62037,Lichen,CANL 80471
62042,Lichen,CANL 80595
62045,Lichen,CANL 80687
62046,Lichen,CANL 80736
62054,Lichen,CANL 81522
62056,Lichen,CANL 81524
62065,Lichen,CANL 81533
62068,Lichen,CANL 81535
62069,Lichen,CANL 81536
62071,Lichen,CANL 81537
62079,Lichen,CANL 81544
62091,Lichen,CANL 81555
62134,Lichen,CANL 81598
62201,Lichen,CANL 81665
62218,Lichen,CANL 81682
62221,Lichen,CANL 81685
62224,Lichen,CANL 81688
62225,Lichen,CANL 81689
62227,Lichen,CANL 81691
62233,Lichen,CANL 81697
62241,Lichen,CANL 81705
62244,Lichen,CANL 81708
62248,Lichen,CANL 81712
62249,Lichen,CANL 81713
62251,Lichen,CANL 81715
62252,Lichen,CANL 81716
62254,Lichen,CANL 81718
62255,Lichen,CANL 81719
62256,Lichen,CANL 81720
62258,Lichen,CANL 81722
62262,Lichen,CANL 81726
62265,Lichen,CANL 81729
62267,Lichen,CANL 81731
62303,Lichen,CANL 81767
62335,Lichen,CANL 81797
62374,Lichen,CANL 81835
62380,Lichen,CANL 81841
62387,Lichen,CANL 81848
62388,Lichen,CANL 81849
62400,Lichen,CANL 81861
62401,Lichen,CANL 81862
62408,Lichen,CANL 81869
62422,Lichen,CANL 81881
62448,Lichen,CANL 81905
62457,Lichen,CANL 81914
62459,Lichen,CANL 81916
62465,Lichen,CANL 81922
62469,Lichen,CANL 81926
62470,Lichen,CANL 81927
62506,Lichen,CANL 81962
62520,Lichen,CANL 81976
62528,Lichen,CANL 81984
62550,Lichen,CANL 82006
62558,Lichen,CANL 82014
62573,Lichen,CANL 69401
62599,Lichen,CANL 82153
62612,Lichen,CANL 82166
62613,Lichen,CANL 82167
62614,Lichen,CANL 82168
62618,Lichen,CANL 82172
62621,Lichen,CANL 82175
62625,Lichen,CANL 82179
62633,Lichen,CANL 82187
62635,Lichen,CANL 82189
62642,Lichen,CANL 82196
62645,Lichen,CANL 82199
62647,Lichen,CANL 82201
62656,Lichen,CANL 82210
62657,Lichen,CANL 82211
62660,Lichen,CANL 82214
62663,Lichen,CANL 82217
62665,Lichen,CANL 82219
62666,Lichen,CANL 82220
62668,Lichen,CANL 82222
62683,Lichen,CANL 82237
62684,Lichen,CANL 82238
62687,Lichen,CANL 82241
62691,Lichen,CANL 82245
62703,Lichen,CANL 82256
62704,Lichen,CANL 82257
62711,Lichen,CANL 82263
62712,Lichen,CANL 82264
62713,Lichen,CANL 82265
62715,Lichen,CANL 82267
62736,Lichen,CANL 82287
62738,Lichen,CANL 82289
62739,Lichen,CANL 82290
62742,Lichen,CANL 82293
62747,Lichen,CANL 82298
62753,Lichen,CANL 82303
62756,Lichen,CANL 82306
62776,Lichen,CANL 82325
62826,Lichen,CANL 82375
62867,Lichen,CANL 82416
62886,Lichen,CANL 82434
62894,Lichen,CANL 82442
62899,Lichen,CANL 82447
62902,Lichen,CANL 82450
62903,Lichen,CANL 82451
62904,Lichen,CANL 82452
62905,Lichen,CANL 82453
62906,Lichen,CANL 82454
62908,Lichen,CANL 82456
62909,Lichen,CANL 82457
62910,Lichen,CANL 82458
62912,Lichen,CANL 82460
62914,Lichen,CANL 82462
62917,Lichen,CANL 82465
62918,Lichen,CANL 82466
62919,Lichen,CANL 82467
62925,Lichen,CANL 82473
62931,Lichen,CANL 82479
62935,Lichen,CANL 82483
62936,Lichen,CANL 82484
62943,Lichen,CANL 82491
62946,Lichen,CANL 82494
62961,Lichen,CANL 82509
62963,Lichen,CANL 82511
62964,Lichen,CANL 82512
62965,Lichen,CANL 82513
62980,Lichen,CANL 82528
62987,Lichen,CANL 82535
62988,Lichen,CANL 82536
62989,Lichen,CANL 82537
63013,Lichen,CANL 82561
63036,Lichen,CANL 82584
63065,Lichen,CANL 82613
63071,Lichen,CANL 82619
63080,Lichen,CANL 82628
63091,Lichen,CANL 82639
63101,Lichen,CANL 82649
63105,Lichen,CANL 82653
63131,Lichen,CANL 82678
63141,Lichen,CANL 82687
63185,Lichen,CANL 82729
63186,Lichen,CANL 82730
63198,Lichen,CANL 82741
63222,Lichen,CANL 82764
63238,Lichen,CANL 82780
63245,Lichen,CANL 82787
63261,Lichen,CANL 83103
63265,Lichen,CANL 83107
63269,Lichen,CANL 83111
63279,Lichen,CANL 83120
63287,Lichen,CANL 82795
63299,Lichen,CANL 82807
63301,Lichen,CANL 82809
63328,Lichen,CANL 82835
63331,Lichen,CANL 82838
63332,Lichen,CANL 82839
63340,Lichen,CANL 82847
63342,Lichen,CANL 82849
63349,Lichen,CANL 82856
63351,Lichen,CANL 82858
63352,Lichen,CANL 82859
63365,Lichen,CANL 82872
63367,Lichen,CANL 82874
63368,Lichen,CANL 82875
63372,Lichen,CANL 82879
63382,Lichen,CANL 82889
63384,Lichen,CANL 82891
63385,Lichen,CANL 82892
63386,Lichen,CANL 82893
63387,Lichen,CANL 82894
63388,Lichen,CANL 82895
63391,Lichen,CANL 82898
63397,Lichen,CANL 82903
63402,Lichen,CANL 82908
63407,Lichen,CANL 82913
63408,Lichen,CANL 82914
63409,Lichen,CANL 82915
63410,Lichen,CANL 82916
63416,Lichen,CANL 82921
63421,Lichen,CANL 82926
63427,Lichen,CANL 82931
63436,Lichen,CANL 82940
63442,Lichen,CANL 82946
63443,Lichen,CANL 82947
63450,Lichen,CANL 82954
63456,Lichen,CANL 82960
63461,Lichen,CANL 82965
63465,Lichen,CANL 82969
63472,Lichen,CANL 82976
63473,Lichen,CANL 82977
63474,Lichen,CANL 82978
63476,Lichen,CANL 82980
63478,Lichen,CANL 82982
63479,Lichen,CANL 82983
63480,Lichen,CANL 82984
63481,Lichen,CANL 82985
63486,Lichen,CANL 82990
63487,Lichen,CANL 82991
63488,Lichen,CANL 82992
63491,Lichen,CANL 82995
63492,Lichen,CANL 82996
63493,Lichen,CANL 82997
63500,Lichen,CANL 83003
63505,Lichen,CANL 83008
63517,Lichen,CANL 83021
63518,Lichen,CANL 83022
63521,Lichen,CANL 83025
63522,Lichen,CANL 83026
63525,Lichen,CANL 83029
63526,Lichen,CANL 83030
63527,Lichen,CANL 83031
63528,Lichen,CANL 83032
63530,Lichen,CANL 83034
63531,Lichen,CANL 83035
63539,Lichen,CANL 83043
63541,Lichen,CANL 83045
63546,Lichen,CANL 83050
63547,Lichen,CANL 83051
63549,Lichen,CANL 83053
63551,Lichen,CANL 83055
63556,Lichen,CANL 83060
63557,Lichen,CANL 83061
63560,Lichen,CANL 83064
63561,Lichen,CANL 83065
63563,Lichen,CANL 83067
63571,Lichen,CANL 83075
63575,Lichen,CANL 83078
63579,Lichen,CANL 83082
63592,Lichen,CANL 83128
63621,Lichen,CANL 83280
63623,Lichen,CANL 83282
63633,Lichen,CANL 83292
63640,Lichen,CANL 83299
63655,Lichen,CANL 83313
63662,Lichen,CANL 83320
63670,Lichen,CANL 83328
63673,Lichen,CANL 83331
63683,Lichen,CANL 83341
63692,Lichen,CANL 83350
63697,Lichen,CANL 83355
63698,Lichen,CANL 83356
63736,Lichen,CANL 83391
63745,Lichen,CANL 83400
63749,Lichen,CANL 83404
63756,Lichen,CANL 83410
63805,Lichen,CANL 83458
63815,Lichen,CANL 83468
63842,Lichen,CANL 83494
63843,Lichen,CANL 83495
63844,Lichen,CANL 83496
63846,Lichen,CANL 83498
63848,Lichen,CANL 83500
63854,Lichen,CANL 83506
63857,Lichen,CANL 83509
63858,Lichen,CANL 83510
63862,Lichen,CANL 83514
63863,Lichen,CANL 83515
63864,Lichen,CANL 83516
63867,Lichen,CANL 83519
63876,Lichen,CANL 83528
63878,Lichen,CANL 83530
63880,Lichen,CANL 83532
63895,Lichen,CANL 83547
63916,Lichen,CANL 83568
63931,Lichen,CANL 83583
63932,Lichen,CANL 83584
63933,Lichen,CANL 83585
63934,Lichen,CANL 83586
63944,Lichen,CANL 83596
63957,Lichen,CANL 83609
63984,Lichen,CANL 83635
63995,Lichen,CANL 83645
63996,Lichen,CANL 83646
64004,Lichen,CANL 83653
64005,Lichen,CANL 83654
64008,Lichen,CANL 83656
64024,Lichen,CANL 83672
64036,Lichen,CANL 83684
64041,Lichen,CANL 83689
64047,Lichen,CANL 83694
64051,Lichen,CANL 83698
64053,Lichen,CANL 83700
64054,Lichen,CANL 83701
64057,Lichen,CANL 83704
64058,Lichen,CANL 83705
64059,Lichen,CANL 83706
64060,Lichen,CANL 83707
66841,Lichen,CANL 86355
67412,Lichen,CANL 0084910A
68865,Lichen,CANL 0089948A
69993,Lichen,CANL 3199
70693,Lichen,CANL 97446
70694,Lichen,CANL 97447
70699,Lichen,CANL 97452
70704,Lichen,CANL 97457
70706,Lichen,CANL 97459
70708,Lichen,CANL 97461
70709,Lichen,CANL 97462
70714,Lichen,CANL 97551
70718,Lichen,CANL 97470
72187,Lichen,CANL 10074
73959,Amphibian and Reptile,CMNAR 10181
76430,Amphibian and Reptile,CMNAR 12401
78062,Amphibian and Reptile,CMNAR 13871
78330,Amphibian and Reptile,CMNAR 14111
78334,Amphibian and Reptile,CMNAR 14115
78342,Amphibian and Reptile,CMNAR 14122
78600,Amphibian and Reptile,CMNAR 14355
80220,Amphibian and Reptile,CMNAR 15836
93817,Amphibian and Reptile,CMNAR 5700
100747,Vascular Plant,CAN 194833
101804,Vascular Plant,CAN 182984
102075,Vascular Plant,CAN 165464
102171,Vascular Plant,CAN 182398
106779,Vascular Plant,CAN 79639
107003,Vascular Plant,CAN 254023
107548,Vascular Plant,CAN 84316
108252,Vascular Plant,CAN 278560
112674,Vascular Plant,CAN 410875
112887,Vascular Plant,CAN 411126
118062,Vascular Plant,CAN 319430
118065,Vascular Plant,CAN 315317
118619,Vascular Plant,CAN 300398
123826,Vascular Plant,CAN 439958
123903,Vascular Plant,CAN 443477
124132,Vascular Plant,CAN 435883
125482,Vascular Plant,CAN 453874
130095,Vascular Plant,CAN 458308
130595,Vascular Plant,CAN 464322
130757,Vascular Plant,CAN 464485
130819,Vascular Plant,CAN 464547
132512,Vascular Plant,CAN 452115
132799,Vascular Plant,CAN 453513
133054,Vascular Plant,CAN 456297
133056,Vascular Plant,CAN 456295
133236,Vascular Plant,CAN 457556
133280,Vascular Plant,CAN 457600
133411,Vascular Plant,CAN 448964
133414,Vascular Plant,CAN 448944
133654,Vascular Plant,CAN 440329
133658,Vascular Plant,CAN 440331
133662,Vascular Plant,CAN 440338
133663,Vascular Plant,CAN 440337
133664,Vascular Plant,CAN 440339
133666,Vascular Plant,CAN 440340
133668,Vascular Plant,CAN 440344
133669,Vascular Plant,CAN 440345
133670,Vascular Plant,CAN 440346
133672,Vascular Plant,CAN 440348
133674,Vascular Plant,CAN 440351
133676,Vascular Plant,CAN 440353
133680,Vascular Plant,CAN 440357
133683,Vascular Plant,CAN 440361
135711,Vascular Plant,CAN 440327
135724,Vascular Plant,CAN 440320
135725,Vascular Plant,CAN 440360
135726,Vascular Plant,CAN 0440335A
135862,Vascular Plant,CAN 430872
136439,Vascular Plant,CAN 436890
136784,Vascular Plant,CAN 436600
137156,Vascular Plant,CAN 0433405B
137658,Vascular Plant,CAN 0456297A
137718,Vascular Plant,CAN 0456295A
141065,Vascular Plant,CAN 469782
142768,Vascular Plant,CAN 465255
144547,Vascular Plant,CAN 485705
144641,Vascular Plant,CAN 485800
144687,Vascular Plant,CAN 485847
145816,Vascular Plant,CAN 493149
146493,Vascular Plant,CAN 476066
146624,Vascular Plant,CAN 476556
146625,Vascular Plant,CAN 476557
149166,Vascular Plant,CAN 547524
150100,Vascular Plant,CAN 501600
154264,Vascular Plant,CAN 521639
155160,Vascular Plant,CAN 522507
155354,Vascular Plant,CAN 523675
155521,Vascular Plant,CAN 523915
155571,Vascular Plant,CAN 523967
155574,Vascular Plant,CAN 523970
155580,Vascular Plant,CAN 523976
155601,Vascular Plant,CAN 523997
156670,Vascular Plant,CAN 525698
157710,Vascular Plant,CAN 526662
157765,Vascular Plant,CAN 526719
157766,Vascular Plant,CAN 526720
157776,Vascular Plant,CAN 526730
157797,Vascular Plant,CAN 526751
157799,Vascular Plant,CAN 526752
157800,Vascular Plant,CAN 526753
157822,Vascular Plant,CAN 526773
157843,Vascular Plant,CAN 526794
157844,Vascular Plant,CAN 526795
157893,Vascular Plant,CAN 526848
157942,Vascular Plant,CAN 526870
157943,Vascular Plant,CAN 526871
157944,Vascular Plant,CAN 526872
157945,Vascular Plant,CAN 526873
157986,Vascular Plant,CAN 526879
162247,Vascular Plant,CAN 533305
162484,Vascular Plant,CAN 534324
321932,Fossil Vertebrate,CMNFV 16054
321996,Fossil Vertebrate,CMNFV 16078
322069,Fossil Vertebrate,CMNFV 16151
322088,Fossil Vertebrate,CMNFV 16170
322121,Fossil Vertebrate,CMNFV 16203
322244,Fossil Vertebrate,CMNFV 16326
322249,Fossil Vertebrate,CMNFV 16331
322251,Fossil Vertebrate,CMNFV 16333
322295,Fossil Vertebrate,CMNFV 16377
322328,Fossil Vertebrate,CMNFV 16410
322339,Fossil Vertebrate,CMNFV 16421
322380,Fossil Vertebrate,CMNFV 16462
322431,Fossil Vertebrate,CMNFV 16513
322443,Fossil Vertebrate,CMNFV 16525
322500,Fossil Vertebrate,CMNFV 16582
322538,Fossil Vertebrate,CMNFV 16620
322565,Fossil Vertebrate,CMNFV 16647
322600,Fossil Vertebrate,CMNFV 16682
322625,Fossil Vertebrate,CMNFV 16707
322634,Fossil Vertebrate,CMNFV 16716
322638,Fossil Vertebrate,CMNFV 16720
322648,Fossil Vertebrate,CMNFV 16730
322681,Fossil Vertebrate,CMNFV 16763
322688,Fossil Vertebrate,CMNFV 16770
322692,Fossil Vertebrate,CMNFV 16774
322710,Fossil Vertebrate,CMNFV 16792
322762,Fossil Vertebrate,CMNFV 16844
322782,Fossil Vertebrate,CMNFV 16864
322816,Fossil Vertebrate,CMNFV 16898
322822,Fossil Vertebrate,CMNFV 16904
322825,Fossil Vertebrate,CMNFV 16907
322855,Fossil Vertebrate,CMNFV 16937
322866,Fossil Vertebrate,CMNFV 16948
322928,Fossil Vertebrate,CMNFV 17011
322955,Fossil Vertebrate,CMNFV 17038
322963,Fossil Vertebrate,CMNFV 17046
322993,Fossil Vertebrate,CMNFV 17076
323021,Fossil Vertebrate,CMNFV 17104
323041,Fossil Vertebrate,CMNFV 17124
323066,Fossil Vertebrate,CMNFV 17150
323085,Fossil Vertebrate,CMNFV 17169(DELETED
323103,Fossil Vertebrate,CMNFV 17187
323147,Fossil Vertebrate,CMNFV 17231
323169,Fossil Vertebrate,CMNFV 17253
323250,Fossil Vertebrate,CMNFV 17334
323253,Fossil Vertebrate,CMNFV 17337
323373,Fossil Vertebrate,CMNFV 17548
323374,Fossil Vertebrate,CMNFV 17549
323522,Fossil Vertebrate,CMNFV 17698
323523,Fossil Vertebrate,CMNFV 17699
323668,Fossil Vertebrate,CMNFV 17844
323721,Fossil Vertebrate,CMNFV 17897
323788,Fossil Vertebrate,CMNFV 17964
323790,Fossil Vertebrate,CMNFV 17966
323791,Fossil Vertebrate,CMNFV 17967
323805,Fossil Vertebrate,CMNFV 17981
323860,Fossil Vertebrate,CMNFV 18036
323863,Fossil Vertebrate,CMNFV 18039
323883,Fossil Vertebrate,CMNFV 18059
323905,Fossil Vertebrate,CMNFV 18081
323925,Fossil Vertebrate,CMNFV 18101
324006,Fossil Vertebrate,CMNFV 18182
324021,Fossil Vertebrate,CMNFV 18197
324023,Fossil Vertebrate,CMNFV 18199
324287,Fossil Vertebrate,CMNFV 18480
324552,Fossil Vertebrate,CMNFV 18494
324623,Fossil Vertebrate,CMNFV 18567
324706,Fossil Vertebrate,CMNFV 18649
324747,Fossil Vertebrate,CMNFV 18691
324810,Fossil Vertebrate,CMNFV 18754
324963,Fossil Vertebrate,CMNFV 18909
324990,Fossil Vertebrate,CMNFV 18936
325006,Fossil Vertebrate,CMNFV 18952
325065,Fossil Vertebrate,CMNFV 19011
325104,Fossil Vertebrate,CMNFV 19051
325117,Fossil Vertebrate,CMNFV 19064
325160,Fossil Vertebrate,CMNFV 19107
325195,Fossil Vertebrate,CMNFV 19142
325263,Fossil Vertebrate,CMNFV 19210
325289,Fossil Vertebrate,CMNFV 19236
325302,Fossil Vertebrate,CMNFV 19249
325359,Fossil Vertebrate,CMNFV 19307
325406,Fossil Vertebrate,CMNFV 19353
325482,Fossil Vertebrate,CMNFV 19429
325492,Fossil Vertebrate,CMNFV 19439
325500,Fossil Vertebrate,CMNFV 19447
325541,Fossil Vertebrate,CMNFV 19488
325548,Fossil Vertebrate,CMNFV 19495
325682,Fossil Vertebrate,CMNFV 20138
325735,Fossil Vertebrate,CMNFV 20191
325771,Fossil Vertebrate,CMNFV 20227
325832,Fossil Vertebrate,CMNFV 20288
325849,Fossil Vertebrate,CMNFV 20305
325861,Fossil Vertebrate,CMNFV 20317
325956,Fossil Vertebrate,CMNFV 19582
325963,Fossil Vertebrate,CMNFV 19589
325964,Fossil Vertebrate,CMNFV 19590
325965,Fossil Vertebrate,CMNFV 19591
325972,Fossil Vertebrate,CMNFV 19598
325983,Fossil Vertebrate,CMNFV 19600
325985,Fossil Vertebrate,CMNFV 19602
325996,Fossil Vertebrate,CMNFV 19613
326014,Fossil Vertebrate,CMNFV 19631
326035,Fossil Vertebrate,CMNFV 19652
326036,Fossil Vertebrate,CMNFV 19653
326043,Fossil Vertebrate,CMNFV 19660
326044,Fossil Vertebrate,CMNFV 19661
326053,Fossil Vertebrate,CMNFV 19670
326057,Fossil Vertebrate,CMNFV 19674
326071,Fossil Vertebrate,CMNFV 19688
326076,Fossil Vertebrate,CMNFV 19693
326077,Fossil Vertebrate,CMNFV 19694
326078,Fossil Vertebrate,CMNFV 19695
326079,Fossil Vertebrate,CMNFV 19696
326080,Fossil Vertebrate,CMNFV 19697
326081,Fossil Vertebrate,CMNFV 19698
326082,Fossil Vertebrate,CMNFV 19699
326123,Fossil Vertebrate,CMNFV 19740
326149,Fossil Vertebrate,CMNFV 19766
326159,Fossil Vertebrate,CMNFV 19776
326227,Fossil Vertebrate,CMNFV 19844
326228,Fossil Vertebrate,CMNFV 19845
326229,Fossil Vertebrate,CMNFV 19846
326281,Fossil Vertebrate,CMNFV 19898
326293,Fossil Vertebrate,CMNFV 19910
326299,Fossil Vertebrate,CMNFV 19916
326320,Fossil Vertebrate,CMNFV 19937
326321,Fossil Vertebrate,CMNFV 19938
326322,Fossil Vertebrate,CMNFV 19939
326323,Fossil Vertebrate,CMNFV 19940
326324,Fossil Vertebrate,CMNFV 19941
326325,Fossil Vertebrate,CMNFV 19942
326326,Fossil Vertebrate,CMNFV 19943
326327,Fossil Vertebrate,CMNFV 19944
326328,Fossil Vertebrate,CMNFV 19945
326434,Fossil Vertebrate,CMNFV 20384
326484,Fossil Vertebrate,CMNFV 20434
326558,Fossil Vertebrate,CMNFV 20508
326598,Fossil Vertebrate,CMNFV 20548
326626,Fossil Vertebrate,CMNFV 20576
326682,Fossil Vertebrate,CMNFV 20632
326732,Fossil Vertebrate,CMNFV 20682
326767,Fossil Vertebrate,CMNFV 20718
326838,Fossil Vertebrate,CMNFV 20789
326857,Fossil Vertebrate,CMNFV 20808
326891,Fossil Vertebrate,CMNFV 20843
326904,Fossil Vertebrate,CMNFV 20856
326925,Fossil Vertebrate,CMNFV 20877
327060,Fossil Vertebrate,CMNFV 2
327061,Fossil Vertebrate,CMNFV 3
327062,Fossil Vertebrate,CMNFV 4
327063,Fossil Vertebrate,CMNFV 5
327064,Fossil Vertebrate,CMNFV 6
327065,Fossil Vertebrate,CMNFV 7
327076,Fossil Vertebrate,CMNFV 21009
327133,Fossil Vertebrate,CMNFV 21066
327176,Fossil Vertebrate,CMNFV 21310
327177,Fossil Vertebrate,CMNFV 21311
327313,Fossil Vertebrate,CMNFV 22138
327780,Fossil Vertebrate,CMNFV 22255
328094,Fossil Vertebrate,CMNFV 22553
328133,Fossil Vertebrate,CMNFV 22592
328316,Fossil Vertebrate,CMNFV 23028
328317,Fossil Vertebrate,CMNFV 23029
328318,Fossil Vertebrate,CMNFV 23030
328435,Fossil Vertebrate,CMNFV 23143
328447,Fossil Vertebrate,CMNFV 23135
328459,Fossil Vertebrate,CMNFV 23157
328545,Fossil Vertebrate,CMNFV 23212
328576,Fossil Vertebrate,CMNFV 23243
328665,Fossil Vertebrate,CMNFV 23332
328783,Fossil Vertebrate,CMNFV 5824
328921,Fossil Vertebrate,CMNFV 23556
329033,Fossil Vertebrate,CMNFV 23633
329558,Fossil Vertebrate,CMNFV 23813
329807,Fossil Vertebrate,CMNFV 24020
329837,Fossil Vertebrate,CMNFV 24050
329849,Fossil Vertebrate,CMNFV 24065
329860,Fossil Vertebrate,CMNFV 24078
329888,Fossil Vertebrate,CMNFV 24101
329914,Fossil Vertebrate,CMNFV 24127
329986,Fossil Vertebrate,CMNFV 24200
330028,Fossil Vertebrate,CMNFV 24240
330040,Fossil Vertebrate,CMNFV 24252
330059,Fossil Vertebrate,CMNFV 24272
330094,Fossil Vertebrate,CMNFV 24303
330152,Fossil Vertebrate,CMNFV 24364
330171,Fossil Vertebrate,CMNFV 24383
330637,Fossil Vertebrate,CMNFV 24851
330638,Fossil Vertebrate,CMNFV 24852
330689,Fossil Vertebrate,CMNFV 24904
330774,Fossil Vertebrate,CMNFV 24989
330825,Fossil Vertebrate,CMNFV 25045
330975,Fossil Vertebrate,CMNFV 25195
330979,Fossil Vertebrate,CMNFV 25199
330980,Fossil Vertebrate,CMNFV 25200
331076,Fossil Vertebrate,CMNFV 8706
331191,Fossil Vertebrate,CMNFV 13816
331220,Fossil Vertebrate,CMNFV 13845
331345,Fossil Vertebrate,CMNFV 8807
