ID Number,OtherNumber,Type
CAN 45706,9.153,collector no./field no.
CAN 45707,9.390,collector no./field no.
CAN 45708,667,collector no./field no.
CAN 457101,8,collector no./field no.
CAN 457102,12,collector no./field no.
CAN 457104,16,collector no./field no.
CAN 457106,24,collector no./field no.
CAN 457107,25,collector no./field no.
CAN 457108,30,collector no./field no.
CAN 457109,42,collector no./field no.
CAN 45711,26,collector no./field no.
CAN 457110,48,collector no./field no.
CAN 457111,50,collector no./field no.
CAN 457112,51,collector no./field no.
CAN 457114,61,collector no./field no.
CAN 457115,62,collector no./field no.
CAN 457117,70,collector no./field no.
CAN 457118,71,collector no./field no.
CAN 457119,90,collector no./field no.
CAN 45712,222,collector no./field no.
CAN 457120,93,collector no./field no.
CAN 457121,95,collector no./field no.
CAN 457122,96,collector no./field no.
CAN 457123,101,collector no./field no.
CAN 457124,102,collector no./field no.
CAN 457126,105,collector no./field no.
CAN 45713,377,collector no./field no.
CAN 457130,128,collector no./field no.
CAN 457131,132,collector no./field no.
CAN 457132,133,collector no./field no.
CAN 457133,138,collector no./field no.
CAN 457135,141,collector no./field no.
CAN 457136,143,collector no./field no.
CAN 457137,144,collector no./field no.
CAN 457138,147,collector no./field no.
CAN 457139,149,collector no./field no.
CAN 45714,"54,407",collector no./field no.
CAN 457140,150,collector no./field no.
CAN 457143,153,collector no./field no.
CAN 457144,155,collector no./field no.
CAN 457146,157,collector no./field no.
CAN 457147,158,collector no./field no.
CAN 457148,159,collector no./field no.
CAN 457149,160,collector no./field no.
CAN 45715,"18,848",collector no./field no.
CAN 457150,162,collector no./field no.
CAN 457151,164,collector no./field no.
CAN 457152,231,collector no./field no.
CAN 457153,236,collector no./field no.
CAN 457154,238,collector no./field no.
CAN 457155,239,collector no./field no.
CAN 457156,240,collector no./field no.
CAN 457157,241,collector no./field no.
CAN 457158,242,collector no./field no.
CAN 457159,243,collector no./field no.
CAN 45716,"81,631",collector no./field no.
CAN 457160,245,collector no./field no.
CAN 457163,248,collector no./field no.
CAN 457164,249,collector no./field no.
CAN 457166,251,collector no./field no.
CAN 457167,252,collector no./field no.
CAN 457168,253,collector no./field no.
CAN 45717,30,collector no./field no.
CAN 457170,256,collector no./field no.
CAN 457171,257,collector no./field no.
CAN 457173,259,collector no./field no.
CAN 457174,260,collector no./field no.
CAN 457175,263,collector no./field no.
CAN 457176,264,collector no./field no.
CAN 457177,265,collector no./field no.
CAN 457179,282,collector no./field no.
CAN 45718,17,collector no./field no.
CAN 457181,284,collector no./field no.
CAN 457182,285,collector no./field no.
CAN 457183,286,collector no./field no.
CAN 457184,287,collector no./field no.
CAN 457185,289,collector no./field no.
CAN 457187,291,collector no./field no.
CAN 457188,292,collector no./field no.
CAN 457189,293,collector no./field no.
CAN 45719,237,collector no./field no.
CAN 457190,296,collector no./field no.
CAN 457191,297,collector no./field no.
CAN 457192,300,collector no./field no.
CAN 457193,302,collector no./field no.
CAN 457194,303,collector no./field no.
CAN 457195,304,collector no./field no.
CAN 457196,306,collector no./field no.
CAN 457197,307,collector no./field no.
CAN 457198,311,collector no./field no.
CAN 45720,9311,collector no./field no.
CAN 457200,314,collector no./field no.
CAN 457201,317,collector no./field no.
CAN 457202,322,collector no./field no.
CAN 457203,328,collector no./field no.
CAN 457204,333,collector no./field no.
CAN 457205,334,collector no./field no.
CAN 457206,335,collector no./field no.
CAN 457207,341,collector no./field no.
CAN 457208,345,collector no./field no.
CAN 457209,347,collector no./field no.
CAN 45721,376,collector no./field no.
CAN 457210,348,collector no./field no.
CAN 457211,355,collector no./field no.
CAN 457212,356,collector no./field no.
CAN 457213,364,collector no./field no.
CAN 457214,365,collector no./field no.
CAN 457215,366,collector no./field no.
CAN 457216,367,collector no./field no.
CAN 457217,368,collector no./field no.
CAN 457218,369,collector no./field no.
CAN 457219,374,collector no./field no.
CAN 457220,375,collector no./field no.
CAN 457221,376,collector no./field no.
CAN 457222,378,collector no./field no.
CAN 457223,381,collector no./field no.
CAN 457224,382,collector no./field no.
CAN 457225,383,collector no./field no.
CAN 457226,384,collector no./field no.
CAN 457227,385,collector no./field no.
CAN 457228,386,collector no./field no.
CAN 457229,387,collector no./field no.
CAN 457230,389,collector no./field no.
CAN 457231,392,collector no./field no.
CAN 457232,393,collector no./field no.
CAN 457233,337,collector no./field no.
CAN 457234,686,collector no./field no.
CAN 457235,687,collector no./field no.
CAN 457236,688,collector no./field no.
CAN 457237,689,collector no./field no.
CAN 457238,690,collector no./field no.
CAN 457239,691,collector no./field no.
CAN 457240,692,collector no./field no.
CAN 457241,693,collector no./field no.
CAN 457242,694,collector no./field no.
CAN 457243,696,collector no./field no.
CAN 457244,697,collector no./field no.
CAN 457245,698,collector no./field no.
CAN 457246,699,collector no./field no.
CAN 457247,700,collector no./field no.
CAN 457248,701,collector no./field no.
CAN 457249,702,collector no./field no.
CAN 457250,703,collector no./field no.
CAN 457251,704,collector no./field no.
CAN 457252,705,collector no./field no.
CAN 457253,706,collector no./field no.
CAN 457254,707,collector no./field no.
CAN 457255,708,collector no./field no.
CAN 457256,709,collector no./field no.
CAN 457257,710,collector no./field no.
CAN 457258,711,collector no./field no.
CAN 457259,712,collector no./field no.
CAN 457260,713,collector no./field no.
CAN 457261,714,collector no./field no.
CAN 457262,716,collector no./field no.
CAN 457263,717,collector no./field no.
CAN 457264,718,collector no./field no.
CAN 457265,719,collector no./field no.
CAN 457266,720,collector no./field no.
CAN 457267,721,collector no./field no.
CAN 457268,722,collector no./field no.
CAN 457269,723,collector no./field no.
CAN 457270,724,collector no./field no.
CAN 457271,725,collector no./field no.
CAN 457272,726,collector no./field no.
CAN 457273,727,collector no./field no.
CAN 457274,728,collector no./field no.
CAN 457275,730,collector no./field no.
CAN 457276,731,collector no./field no.
CAN 457277,732,collector no./field no.
CAN 457278,733,collector no./field no.
CAN 457279,734,collector no./field no.
CAN 457280,735,collector no./field no.
CAN 457281,736,collector no./field no.
CAN 457282,737,collector no./field no.
CAN 457283,738,collector no./field no.
CAN 457284,739,collector no./field no.
CAN 457285,740,collector no./field no.
CAN 457286,741,collector no./field no.
CAN 457287,748,collector no./field no.
CAN 457288,749,collector no./field no.
CAN 457289,750,collector no./field no.
CAN 457290,751,collector no./field no.
CAN 457291,752,collector no./field no.
CAN 457292,753,collector no./field no.
CAN 457293,754,collector no./field no.
CAN 457294,755,collector no./field no.
CAN 457295,756,collector no./field no.
CAN 457296,757,collector no./field no.
CAN 457297,763,collector no./field no.
CAN 457298,769,collector no./field no.
CAN 457299,770,collector no./field no.
CAN 457300,771,collector no./field no.
CAN 457301,773,collector no./field no.
CAN 457302,774,collector no./field no.
CAN 457303,775,collector no./field no.
CAN 457304,777,collector no./field no.
CAN 457305,778,collector no./field no.
CAN 457306,779,collector no./field no.
CAN 457307,780,collector no./field no.
CAN 457308,781,collector no./field no.
CAN 457309,782,collector no./field no.
CAN 457310,783,collector no./field no.
CAN 457311,784,collector no./field no.
CAN 457312,785,collector no./field no.
CAN 457313,786,collector no./field no.
CAN 457314,787,collector no./field no.
CAN 457315,788,collector no./field no.
CAN 457316,789,collector no./field no.
CAN 457317,790,collector no./field no.
CAN 457318,791,collector no./field no.
CAN 457319,792,collector no./field no.
CAN 457320,793,collector no./field no.
CAN 457321,794,collector no./field no.
CAN 457322,796,collector no./field no.
CAN 457323,797,collector no./field no.
CAN 457324,801,collector no./field no.
CAN 457325,803,collector no./field no.
CAN 457326,805,collector no./field no.
CAN 457327,807,collector no./field no.
CAN 457328,808,collector no./field no.
CAN 457329,809,collector no./field no.
CAN 457330,810,collector no./field no.
CAN 457331,811,collector no./field no.
CAN 457332,812,collector no./field no.
CAN 457333,815,collector no./field no.
CAN 457334,816,collector no./field no.
CAN 457335,817,collector no./field no.
CAN 457336,819,collector no./field no.
CAN 457337,820,collector no./field no.
CAN 457338,821,collector no./field no.
CAN 457339,822,collector no./field no.
CAN 457340,823,collector no./field no.
CAN 457341,824,collector no./field no.
CAN 457342,825,collector no./field no.
CAN 457343,826,collector no./field no.
CAN 457344,827,collector no./field no.
CAN 457345,828,collector no./field no.
CAN 457346,829,collector no./field no.
CAN 457347,830,collector no./field no.
CAN 457348,831,collector no./field no.
CAN 457349,832,collector no./field no.
CAN 457350,833,collector no./field no.
CAN 457351,834,collector no./field no.
CAN 457352,835,collector no./field no.
CAN 457353,836,collector no./field no.
CAN 457354,837,collector no./field no.
CAN 457355,838,collector no./field no.
CAN 457356,839,collector no./field no.
CAN 457357,841,collector no./field no.
CAN 457358,842,collector no./field no.
CAN 457359,844,collector no./field no.
CAN 457360,845,collector no./field no.
CAN 457361,846,collector no./field no.
CAN 457362,847,collector no./field no.
CAN 457363,848,collector no./field no.
CAN 457364,849,collector no./field no.
CAN 457365,850,collector no./field no.
CAN 457366,851,collector no./field no.
CAN 457367,852,collector no./field no.
CAN 457368,853,collector no./field no.
CAN 457369,1150 M,collector no./field no.
CAN 457370,855,collector no./field no.
CAN 457371,856,collector no./field no.
CAN 457372,857,collector no./field no.
CAN 457373,858,collector no./field no.
CAN 457374,859,collector no./field no.
CAN 457375,860,collector no./field no.
CAN 457376,861,collector no./field no.
CAN 457377,862,collector no./field no.
CAN 457378,863,collector no./field no.
CAN 457379,864,collector no./field no.
CAN 457380,865,collector no./field no.
CAN 457381,866,collector no./field no.
CAN 457382,867,collector no./field no.
CAN 457383,869,collector no./field no.
CAN 457384,870,collector no./field no.
CAN 457385,871,collector no./field no.
CAN 457386,872,collector no./field no.
CAN 457387,874,collector no./field no.
CAN 457388,875,collector no./field no.
CAN 457389,876,collector no./field no.
CAN 457390,877,collector no./field no.
CAN 457391,878,collector no./field no.
CAN 457392,879,collector no./field no.
CAN 457393,880,collector no./field no.
CAN 457394,882,collector no./field no.
CAN 457395,883,collector no./field no.
CAN 457396,884,collector no./field no.
CAN 457397,886,collector no./field no.
CAN 457398,887,collector no./field no.
CAN 457399,888,collector no./field no.
CAN 457400,890,collector no./field no.
CAN 457401,891,collector no./field no.
CAN 457402,889,collector no./field no.
CAN 457403,892,collector no./field no.
CAN 457404,893,collector no./field no.
CAN 457405,897,collector no./field no.
CAN 457406,898,collector no./field no.
CAN 457407,900,collector no./field no.
CAN 457408,901,collector no./field no.
CAN 45895,93299,collector no./field no.
CAN 45897,10.985,collector no./field no.
CAN 45898,11.925,collector no./field no.
CAN 45899,11.926,collector no./field no.
CAN 45900,9.389,collector no./field no.
CAN 45901,10.057,collector no./field no.
CAN 45902,10.122,collector no./field no.
CAN 45903,9.918,collector no./field no.
CAN 45907,11.607,collector no./field no.
CAN 45909,10.989,collector no./field no.
CAN 45910,12105,collector no./field no.
CAN 45912,666,collector no./field no.
CAN 45913,25,collector no./field no.
CAN 45914,668,collector no./field no.
CAN 46079,"81,630",collector no./field no.
CAN 462521,1928,collector no./field no.
CAN 462523,1947,collector no./field no.
CAN 462527,1950,collector no./field no.
CAN 462533,1956,collector no./field no.
CAN 462541,1967,collector no./field no.
CAN 462542,1969,collector no./field no.
CAN 462545,1970,collector no./field no.
CAN 462546,1973,collector no./field no.
CAN 462547,1974,collector no./field no.
CAN 462558,1920,collector no./field no.
CAN 462562,1917,collector no./field no.
CAN 462563,1918,collector no./field no.
CAN 462565,1929,collector no./field no.
CAN 462568,1930,collector no./field no.
CAN 463160,5493,collector no./field no.
CAN 463162,6650,collector no./field no.
CAN 463177,7094,collector no./field no.
CAN 463180,6597,collector no./field no.
CAN 463187,6213,collector no./field no.
CAN 463203,7168,collector no./field no.
CAN 463210,MAPPED SJD,previous number
CAN 463212,6968,collector no./field no.
CAN 463215,6682,collector no./field no.
CAN 463217,6478,collector no./field no.
CAN 463219,MAPPED SJD,previous number
CAN 463220,6651,collector no./field no.
CAN 463222,7179,collector no./field no.
CAN 463223,no data,collector no./field no.
CAN 463228,MAPPED SJD,previous number
CAN 463234,6875,collector no./field no.
CAN 463235,7300,collector no./field no.
CAN 463236,5529,collector no./field no.
CAN 463237,5527,collector no./field no.
CAN 463238,5813,collector no./field no.
CAN 463246,,
CAN 46325,7092,collector no./field no.
CAN 463255,5530,collector no./field no.
CAN 463256,7028,collector no./field no.
CAN 463257,5908,collector no./field no.
CAN 463258,6193,collector no./field no.
CAN 463259,6801,collector no./field no.
CAN 463260,7104,collector no./field no.
CAN 463263,7093,collector no./field no.
CAN 463265,6496,collector no./field no.
CAN 463270,5502,collector no./field no.
CAN 463271,6916,collector no./field no.
CAN 463275,6820,collector no./field no.
CAN 463280,6459,collector no./field no.
CAN 463281,no data,collector no./field no.
CAN 463284,5565,collector no./field no.
CAN 46329,7133,collector no./field no.
CAN 463310,5861,collector no./field no.
CAN 463311,MAPPED SJD,previous number
CAN 463323,6874,collector no./field no.
CAN 463329,7175,collector no./field no.
CAN 463330,6901,collector no./field no.
CAN 463331,5593,collector no./field no.
CAN 463332,7015,collector no./field no.
CAN 463333,7016,collector no./field no.
CAN 463334,5825,collector no./field no.
CAN 463335,5954,collector no./field no.
CAN 463353,6583,collector no./field no.
CAN 463354,5871,collector no./field no.
CAN 463355,no data,collector no./field no.
CAN 463356,7035,collector no./field no.
CAN 463357,5624,collector no./field no.
CAN 463358,7270,collector no./field no.
CAN 463359,6847,collector no./field no.
CAN 46453,217,collector no./field no.
CAN 46571,7091,collector no./field no.
CAN 46736,9379,collector no./field no.
CAN 46764,9716,collector no./field no.
CAN 473182,5396,collector no./field no.
CAN 473185,5354,collector no./field no.
CAN 473186,5330,collector no./field no.
CAN 473188,5395,collector no./field no.
CAN 473190,5297,collector no./field no.
CAN 473191,5349,collector no./field no.
CAN 473193,5273,collector no./field no.
CAN 473201,5304,collector no./field no.
CAN 473202,5362,collector no./field no.
CAN 473203,5359,collector no./field no.
CAN 473206,5331,collector no./field no.
CAN 473207,5399,collector no./field no.
CAN 473208,5323,collector no./field no.
CAN 473439,5266,collector no./field no.
CAN 47528,7173,collector no./field no.
CAN 47605,10662,collector no./field no.
CAN 47606,9.155,collector no./field no.
CAN 47607,9.886,collector no./field no.
CAN 476415,997,collector no./field no.
CAN 476416,1011,collector no./field no.
CAN 476417,1020,collector no./field no.
CAN 476418,1025,collector no./field no.
CAN 476419,1027,collector no./field no.
CAN 476420,1033,collector no./field no.
CAN 476496,1034,collector no./field no.
CAN 476497,1036,collector no./field no.
CAN 476498,1041,collector no./field no.
CAN 476499,1053,collector no./field no.
CAN 476500,1058,collector no./field no.
CAN 476501,1060,collector no./field no.
CAN 476502,1061,collector no./field no.
CAN 476503,1064,collector no./field no.
CAN 476504,1078,collector no./field no.
CAN 476505,1079,collector no./field no.
CAN 476506,1085,collector no./field no.
CAN 476507,1103,collector no./field no.
CAN 476508,1124,collector no./field no.
CAN 476509,1155,collector no./field no.
CAN 476510,1179,collector no./field no.
CAN 476511,1192,collector no./field no.
CAN 476512,1202,collector no./field no.
CAN 476513,1209,collector no./field no.
CAN 476514,1218,collector no./field no.
CAN 476515,1219,collector no./field no.
CAN 476516,1221,collector no./field no.
CAN 476517,1234,collector no./field no.
CAN 476518,1260,collector no./field no.
CAN 476519,1263,collector no./field no.
CAN 476520,1264,collector no./field no.
CAN 476521,1265,collector no./field no.
CAN 476522,1266,collector no./field no.
CAN 476523,1269,collector no./field no.
CAN 476524,1274,collector no./field no.
CAN 476525,1275,collector no./field no.
CAN 476526,1278,collector no./field no.
CAN 476527,1281,collector no./field no.
CAN 476528,1284,collector no./field no.
CAN 476529,1285,collector no./field no.
CAN 476530,1286,collector no./field no.
CAN 476531,1289,collector no./field no.
CAN 476532,1291,collector no./field no.
CAN 476533,1295,collector no./field no.
CAN 476534,1298,collector no./field no.
CAN 476535,1299,collector no./field no.
CAN 476536,1303,collector no./field no.
CAN 476537,1304,collector no./field no.
CAN 476538,1310,collector no./field no.
CAN 476539,1312,collector no./field no.
CAN 476540,1319,collector no./field no.
CAN 476541,1321,collector no./field no.
CAN 476542,1323,collector no./field no.
CAN 476543,1325,collector no./field no.
CAN 476544,1333,collector no./field no.
CAN 476545,1336,collector no./field no.
CAN 476546,1337,collector no./field no.
CAN 476547,1345,collector no./field no.
CAN 476548,1350,collector no./field no.
CAN 476549,1351,collector no./field no.
CAN 476550,1352,collector no./field no.
CAN 476551,1356,collector no./field no.
CAN 476552,1357,collector no./field no.
CAN 476553,1360,collector no./field no.
CAN 476554,1363,collector no./field no.
CAN 476555,1365,collector no./field no.
CAN 476556,1381,collector no./field no.
CAN 476557,1382,collector no./field no.
CAN 476558,1407,collector no./field no.
CAN 476559,1416,collector no./field no.
CAN 476560,1420,collector no./field no.
CAN 476561,1425,collector no./field no.
CAN 476562,1446,collector no./field no.
CAN 476563,1451,collector no./field no.
CAN 476564,1465,collector no./field no.
CAN 476565,1473,collector no./field no.
CAN 476566,1474,collector no./field no.
CAN 476567,1484,collector no./field no.
CAN 477856,2,collector no./field no.
CAN 477857,1,collector no./field no.
CAN 477858,3,collector no./field no.
CAN 477859,4,collector no./field no.
CAN 477860,6,collector no./field no.
CAN 477861,8,collector no./field no.
CAN 477862,9,collector no./field no.
CAN 477864,11,collector no./field no.
CAN 477865,13,collector no./field no.
CAN 477866,14,collector no./field no.
CAN 477867,15,collector no./field no.
CAN 477868,16,collector no./field no.
CAN 477869,MAPPED SJD,previous number
CAN 477870,20,collector no./field no.
CAN 477871,21,collector no./field no.
CAN 477872,22,collector no./field no.
CAN 477873,23,collector no./field no.
CAN 477874,24,collector no./field no.
CAN 477875,25,collector no./field no.
CAN 477876,26,collector no./field no.
CAN 477877,27A,collector no./field no.
CAN 477878,28,collector no./field no.
CAN 477879,29,collector no./field no.
CAN 477880,30,collector no./field no.
CAN 477881,32,collector no./field no.
CAN 477882,33,collector no./field no.
CAN 477883,35,collector no./field no.
CAN 477884,37,collector no./field no.
CAN 477886,39,collector no./field no.
CAN 477887,40,collector no./field no.
CAN 477888,41,collector no./field no.
CAN 477889,42,collector no./field no.
CAN 477890,43,collector no./field no.
CAN 477891,45,collector no./field no.
CAN 477892,46,collector no./field no.
CAN 477893,47,collector no./field no.
CAN 477894,48,collector no./field no.
CAN 477895,49,collector no./field no.
CAN 477896,50,collector no./field no.
CAN 477897,51,collector no./field no.
CAN 477898,54,collector no./field no.
CAN 477899,55,collector no./field no.
CAN 477900,56,collector no./field no.
CAN 477901,57,collector no./field no.
CAN 477902,59,collector no./field no.
CAN 477903,60,collector no./field no.
CAN 477904,61,collector no./field no.
CAN 477905,62,collector no./field no.
CAN 477906,63,collector no./field no.
CAN 477907,64,collector no./field no.
CAN 477908,65,collector no./field no.
CAN 477909,66,collector no./field no.
CAN 477910,67,collector no./field no.
CAN 477911,68,collector no./field no.
CAN 477912,70,collector no./field no.
CAN 477913,71,collector no./field no.
CAN 477914,72,collector no./field no.
CAN 477915,73,collector no./field no.
CAN 477916,52,collector no./field no.
CAN 477917,5,collector no./field no.
CAN 477918,31,collector no./field no.
CAN 477919,69,collector no./field no.
CAN 477920,58A,collector no./field no.
CAN 477921,58b,collector no./field no.
CAN 477922,34,collector no./field no.
CAN 477923,18,collector no./field no.
CAN 477924,MAPPED SJD,previous number
CAN 477925,17,collector no./field no.
CAN 478027,7,collector no./field no.
CAN 4783,"78,309",collector no./field no.
CAN 4784,CAN 4784,entry number
CAN 47891,11222,collector no./field no.
CAN 47989,10.475,collector no./field no.
CAN 482305,5762,collector no./field no.
CAN 482306,5764,collector no./field no.
CAN 482307,5774,collector no./field no.
CAN 482314,5865,collector no./field no.
CAN 482315,5875,collector no./field no.
CAN 482316,5876,collector no./field no.
CAN 482317,5877,collector no./field no.
CAN 482318,5898,collector no./field no.
CAN 482319,5913,collector no./field no.
CAN 482320,5915,collector no./field no.
CAN 482321,5930,collector no./field no.
CAN 482322,5934,collector no./field no.
CAN 482323,5934,collector no./field no.
CAN 482324,5959,collector no./field no.
CAN 482325,5962,collector no./field no.
CAN 482326,5963,collector no./field no.
CAN 482327,5965,collector no./field no.
CAN 482328,5966,collector no./field no.
CAN 482329,5967,collector no./field no.
CAN 482330,5973,collector no./field no.
CAN 482331,5974,collector no./field no.
CAN 482332,5980,collector no./field no.
CAN 482333,5981,collector no./field no.
CAN 482334,5983,collector no./field no.
CAN 482335,5989,collector no./field no.
CAN 482336,5995,collector no./field no.
CAN 482337,6000,collector no./field no.
CAN 482338,6009,collector no./field no.
CAN 482339,6013,collector no./field no.
CAN 482340,6014,collector no./field no.
CAN 482341,6017,collector no./field no.
CAN 482342,6018,collector no./field no.
CAN 482343,6018,collector no./field no.
CAN 482344,6089,collector no./field no.
CAN 482345,6022,collector no./field no.
CAN 482346,6025,collector no./field no.
CAN 482347,6026,collector no./field no.
CAN 482348,6028,collector no./field no.
CAN 482349,6029,collector no./field no.
CAN 482350,6034,collector no./field no.
CAN 482351,6036,collector no./field no.
CAN 482352,6038,collector no./field no.
CAN 482353,6041,collector no./field no.
CAN 482354,6042,collector no./field no.
CAN 482355,6046,collector no./field no.
CAN 482356,6048,collector no./field no.
CAN 482357,6051,collector no./field no.
CAN 482358,6054,collector no./field no.
CAN 482359,6064,collector no./field no.
CAN 482360,6071,collector no./field no.
CAN 482361,6076,collector no./field no.
CAN 482362,6078,collector no./field no.
CAN 482363,6083,collector no./field no.
CAN 482364,6084,collector no./field no.
CAN 482365,6086,collector no./field no.
CAN 482366,6087,collector no./field no.
CAN 482527,1872,collector no./field no.
CAN 482528,1873,collector no./field no.
CAN 482529,1874,collector no./field no.
CAN 482530,1875,collector no./field no.
CAN 482531,1876,collector no./field no.
CAN 482532,1877,collector no./field no.
CAN 482533,1878,collector no./field no.
CAN 482534,1879,collector no./field no.
CAN 482535,1880,collector no./field no.
CAN 482536,1881,collector no./field no.
CAN 482537,1882,collector no./field no.
CAN 482538,1883,collector no./field no.
CAN 482539,1885,collector no./field no.
CAN 482540,1884,collector no./field no.
CAN 482541,1886,collector no./field no.
CAN 482542,1887,collector no./field no.
CAN 482543,1888,collector no./field no.
CAN 482544,1889,collector no./field no.
CAN 482545,1890,collector no./field no.
CAN 482546,1892,collector no./field no.
CAN 482547,1893,collector no./field no.
CAN 482548,1894,collector no./field no.
CAN 482549,1895,collector no./field no.
CAN 482550,1896,collector no./field no.
CAN 482551,1897,collector no./field no.
CAN 482552,1898,collector no./field no.
CAN 482553,1899,collector no./field no.
CAN 482554,1900,collector no./field no.
CAN 482555,1901,collector no./field no.
CAN 482556,1902,collector no./field no.
CAN 482557,1903,collector no./field no.
CAN 482558,1904,collector no./field no.
CAN 482559,1905,collector no./field no.
CAN 482560,1906,collector no./field no.
CAN 482561,1907,collector no./field no.
CAN 482562,1908,collector no./field no.
CAN 482563,1909,collector no./field no.
CAN 482564,1910,collector no./field no.
CAN 482565,1911,collector no./field no.
CAN 482566,1912,collector no./field no.
CAN 48283,209,collector no./field no.
CAN 48293,11073,collector no./field no.
CAN 48294,11061,collector no./field no.
CAN 48295,9.267,collector no./field no.
CAN 48296,9460,collector no./field no.
CAN 48297,9292,collector no./field no.
CAN 48298,9.300,unknown source
CAN 48299,10561,collector no./field no.
CAN 48300,10166,collector no./field no.
CAN 48301,10274,collector no./field no.
CAN 48302,10273,collector no./field no.
CAN 48307,9315,collector no./field no.
CAN 48308,no data,collector no./field no.
CAN 48309,710,collector no./field no.
CAN 48310,384,collector no./field no.
CAN 48311,709,collector no./field no.
CAN 48312,385,collector no./field no.
CAN 48426,9293,collector no./field no.
CAN 48427,11899,collector no./field no.
CAN 48428,10.563,collector no./field no.
CAN 48429,10362,collector no./field no.
CAN 48430,11386,collector no./field no.
CAN 48431,11037,collector no./field no.
CAN 48433,10272,collector no./field no.
CAN 485916,726,collector no./field no.
CAN 485917,727,collector no./field no.
CAN 485918,728,collector no./field no.
CAN 485919,729,collector no./field no.
CAN 485920,730,collector no./field no.
CAN 485921,731,collector no./field no.
CAN 485922,732,collector no./field no.
CAN 485923,733,collector no./field no.
CAN 485924,734,collector no./field no.
CAN 485925,735,collector no./field no.
CAN 485926,736,collector no./field no.
CAN 485927,737,collector no./field no.
CAN 485928,738,collector no./field no.
CAN 485929,739,collector no./field no.
CAN 485930,740,collector no./field no.
CAN 485931,741,collector no./field no.
CAN 485932,742,collector no./field no.
CAN 485933,743,collector no./field no.
CAN 485934,744,collector no./field no.
CAN 485935,745,collector no./field no.
CAN 485936,746,collector no./field no.
CAN 485937,747,collector no./field no.
CAN 485938,748,collector no./field no.
CAN 485939,749,collector no./field no.
CAN 485940,750,collector no./field no.
CAN 485941,751,collector no./field no.
CAN 485942,752,collector no./field no.
CAN 485943,753,collector no./field no.
CAN 485944,754,collector no./field no.
CAN 485945,755,collector no./field no.
CAN 485946,756,collector no./field no.
CAN 485947,757,collector no./field no.
CAN 485948,758,collector no./field no.
CAN 485949,759,collector no./field no.
CAN 485950,760,collector no./field no.
CAN 485951,761,collector no./field no.
CAN 485952,762,collector no./field no.
CAN 485953,763,collector no./field no.
CAN 485954,764,collector no./field no.
CAN 485955,765,collector no./field no.
CAN 485956,766,collector no./field no.
CAN 485957,767,collector no./field no.
CAN 485958,768,collector no./field no.
CAN 485959,769,collector no./field no.
CAN 485960,MAPPED SJD,previous number
CAN 485961,771,collector no./field no.
CAN 485962,772,collector no./field no.
CAN 485963,773,collector no./field no.
CAN 485964,774,collector no./field no.
CAN 485965,775,collector no./field no.
CAN 485966,776,collector no./field no.
CAN 485967,777,collector no./field no.
CAN 485968,778,collector no./field no.
CAN 485969,779,collector no./field no.
CAN 485970,780,collector no./field no.
CAN 485971,781,collector no./field no.
CAN 485972,782,collector no./field no.
CAN 485973,783,collector no./field no.
CAN 485974,784,collector no./field no.
CAN 485975,785,collector no./field no.
CAN 485976,786,collector no./field no.
CAN 485977,787,collector no./field no.
CAN 485978,788,collector no./field no.
CAN 485979,789,collector no./field no.
CAN 485980,790,collector no./field no.
CAN 485981,791,collector no./field no.
CAN 485982,792,collector no./field no.
CAN 485983,793,collector no./field no.
CAN 485984,794,collector no./field no.
CAN 485985,795,collector no./field no.
CAN 485986,796,collector no./field no.
CAN 485987,797,collector no./field no.
CAN 485988,798,collector no./field no.
CAN 485989,799,collector no./field no.
CAN 485990,800,collector no./field no.
CAN 485991,801,collector no./field no.
CAN 485992,802,collector no./field no.
CAN 485993,803,collector no./field no.
CAN 485994,804,collector no./field no.
CAN 485995,805,collector no./field no.
CAN 485996,806,collector no./field no.
CAN 485997,807,collector no./field no.
CAN 485998,808,collector no./field no.
CAN 485999,809,collector no./field no.
CAN 486000,810,collector no./field no.
CAN 486001,811,collector no./field no.
CAN 486002,812,collector no./field no.
CAN 486003,813,collector no./field no.
CAN 486004,814,collector no./field no.
CAN 486005,815,collector no./field no.
CAN 486006,816,collector no./field no.
CAN 486007,817,collector no./field no.
CAN 486008,818,collector no./field no.
CAN 486009,819,collector no./field no.
CAN 486010,820,collector no./field no.
CAN 486011,821,collector no./field no.
CAN 486012,822,collector no./field no.
CAN 486013,823,collector no./field no.
CAN 486014,824,collector no./field no.
CAN 486015,825,collector no./field no.
CAN 486016,826,collector no./field no.
CAN 486017,827,collector no./field no.
CAN 486018,828,collector no./field no.
CAN 486019,829,collector no./field no.
CAN 486020,830,collector no./field no.
CAN 486021,831,collector no./field no.
CAN 486022,832,collector no./field no.
CAN 486023,833,collector no./field no.
CAN 486024,834,collector no./field no.
CAN 486025,835,collector no./field no.
CAN 486026,836,collector no./field no.
CAN 486027,837,collector no./field no.
CAN 486028,838,collector no./field no.
CAN 486029,839,collector no./field no.
CAN 486030,840,collector no./field no.
CAN 486031,841,collector no./field no.
CAN 486032,842,collector no./field no.
CAN 486033,843,collector no./field no.
CAN 486034,844,collector no./field no.
CAN 486035,845,collector no./field no.
CAN 486036,846,collector no./field no.
CAN 486037,847,collector no./field no.
CAN 486038,848,collector no./field no.
CAN 486039,849,collector no./field no.
CAN 486040,850,collector no./field no.
