speckey,scientific_name,authority,rank,hierarchy,total,CA-US_total,CA-US_breakdown
1152319,Sphyrapicus thyroideus,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Sphyrapicus,22,22,"{:nil=>22, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152320,Sphyrapicus varius,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Sphyrapicus,440,438,"{:nil=>382, :B=>2, :E=>7, :S=>28, :T=>19, :Z=>0}"
1152309,Colaptes rivolii,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Colaptes,1,0,
1152273,Colaptes auratus,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Colaptes,655,645,"{:nil=>552, :B=>4, :E=>42, :S=>34, :T=>13, :Z=>0}"
1152274,Colaptes campestris,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Colaptes,4,0,
1152275,Colaptes melanochloros,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Colaptes,7,0,
1152276,Colaptes punctigula,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Colaptes,1,0,
1152278,Dendrocopos major,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Dendrocopos,8,0,
1152279,Dendrocopos minor,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Dendrocopos,5,0,
1151968,Thamnophilus palliatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Thamnophilus,3,0,
1151969,Thamnophilus pelzelni,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Thamnophilus,20,0,
1151970,Thamnophilus stictocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Thamnophilus,1,0,
1151472,Formicarius colma,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Formicariidae; Formicarius,1,0,
1151474,Grallaria ruficapilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Formicariidae; Grallaria,1,0,
1151955,Phlegopsis nigromaculata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Phlegopsis,4,0,
1151957,Pyriglena leuconota,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Pyriglena,3,0,
1151959,Sakesphorus luctuosus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Sakesphorus,8,0,
1151961,Taraba major,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Taraba,12,0,
1151963,Thamnomanes caesius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Thamnomanes,10,0,
1151965,Thamnophilus amazonicus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Thamnophilus,2,0,
1151966,Thamnophilus bridgesi,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Thamnophilus,1,0,
1151967,Thamnophilus doliatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thamnophilidae; Thamnophilus,11,0,
1151264,Conopophaga aurita,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Conopophagidae; Conopophaga,1,0,
1151894,Melanopareia torquata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Rhinocryptidae; Melanopareia,2,0,
1151515,Anumbius annumbi,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Anumbius,1,0,
1151517,Automolus rufipileatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Automolus,2,0,
1151519,Certhiaxis mustelinus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Certhiaxis,2,0,
1151522,Furnarius figulus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Furnarius,1,0,
1151523,Furnarius rufus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Furnarius,15,0,
1151525,Philydor erythropterum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Philydor,1,0,
1152201,Tyrannus albogularis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Tyrannus,1,0,
1152202,Tyrannus caudifasciatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Tyrannus,6,0,
1152203,Tyrannus couchii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Tyrannus,1,0,
1152204,Tyrannus dominicensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Tyrannus,7,6,"{:nil=>1, :B=>0, :E=>5, :S=>0, :T=>0, :Z=>0}"
1152205,Tyrannus forficatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Tyrannus,10,10,"{:nil=>6, :B=>0, :E=>4, :S=>0, :T=>0, :Z=>0}"
1152206,Tyrannus melancholicus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Tyrannus,22,0,
1152207,Tyrannus savana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Tyrannus,18,0,
1152208,Tyrannus tyrannus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Tyrannus,310,302,"{:nil=>234, :B=>1, :E=>39, :S=>23, :T=>4, :Z=>1}"
1152209,Tyrannus verticalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Tyrannus,72,68,"{:nil=>62, :B=>1, :E=>5, :S=>0, :T=>0, :Z=>0}"
1151318,Campylorhamphus trochilirostris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Campylorhamphus,1,0,
1151331,Dendroplex picus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Dendroplex,1,0,
1151520,Cranioleuca vulpina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Cranioleuca,4,0,
1151324,Nasica longirostris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Nasica,1,0,
1151326,Sittasomus griseicapillus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Sittasomus,8,0,
1151328,Xiphocolaptes albicollis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Xiphocolaptes,1,0,
1151330,Xiphorhynchus guttatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Xiphorhynchus,3,0,
1151332,Xiphorhynchus spixii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Xiphorhynchus,1,0,
1151527,Synallaxis azarae,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Synallaxis,2,0,
1151528,Synallaxis frontalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Synallaxis,14,0,
1151529,Synallaxis rutilans,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Synallaxis,1,0,
1151530,Synallaxis scutata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Synallaxis,2,0,
1151532,Xenops minutus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Xenops,3,0,
1151533,Xenops rutilans,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Xenops,6,0,
1151320,Dendrocolaptes platyrostris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Dendrocolaptes,7,0,
1151322,Lepidocolaptes angustirostris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Furnariidae; Lepidocolaptes,4,0,
1151470,Eurylaimus javanicus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Eurylaimidae; Eurylaimus,1,0,
1151624,Menura novaehollandiae,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Menuridae; Menura,1,0,
1151871,Ptilonorhynchus violaceus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Ptilonorhynchidae; Ptilonorhynchus,2,0,
1151873,Sericulus chrysocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Ptilonorhynchidae; Sericulus,2,0,
1151601,Malurus melanocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Maluridae; Malurus,1,0,
1151603,Acanthorhynchus tenuirostris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Acanthorhynchus,2,0,
1151605,Entomyzon cyanotis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Entomyzon,1,0,
1151607,Lichenostomus chrysops,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Lichenostomus,1,0,
1151608,Lichenostomus frenatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Lichenostomus,1,0,
1151609,Lichenostomus melanops,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Lichenostomus,2,0,
1168188,Lichenostomus virescens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Lichenostomus,1,0,
1151611,Manorina melanocephala,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Manorina,1,0,
1151612,Manorina melanophrys,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Manorina,1,0,
1151614,Melipotes gymnops,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Melipotes,1,0,
1151616,Melithreptus lunatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Melithreptus,1,0,
1151618,Melitograis gilolensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Melitograis,1,0,
1151620,Myzomela sanguinolenta,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Myzomela,1,0,
1168187,Myzomela cardinalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Myzomela,1,0,
1151622,Phylidonyris novaehollandiae,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Phylidonyris,2,0,
1168191,Anthochaera carunculata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Meliphagidae; Anthochaera,1,0,
1151742,Pardalotus punctatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Pardalotidae; Pardalotus,1,0,
1151743,Pardalotus striatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Pardalotidae; Pardalotus,3,0,
1151210,Gerygone dorsalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acanthizidae; Gerygone,1,0,
1168196,Acanthiza chrysorrhoa,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acanthizidae; Acanthiza,1,0,
1151824,Eopsaltria australis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Petroicidae; Eopsaltria,4,0,
1168198,Microeca fascinans,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Petroicidae; Microeca,1,0,
1168201,Petroica phoenicea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Petroicidae; Petroica,2,0,
1168202,Petroica rosea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Petroicidae; Petroica,1,0,
1151267,Aphelocoma californica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Aphelocoma,9,9,"{:nil=>6, :B=>0, :E=>3, :S=>0, :T=>0, :Z=>0}"
1151268,Aphelocoma coerulescens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Aphelocoma,3,2,"{:nil=>2, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151282,Cyanocorax chrysops,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Cyanocorax,5,0,
1151283,Cyanocorax cristatellus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Cyanocorax,1,0,
1151284,Cyanocorax yncas,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Cyanocorax,3,0,
1151723,Orthonyx spaldingii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Orthonychidae; Orthonyx,3,0,
1168210,Pomatostomus temporalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Pomatostomidae; Pomatostomus,2,0,
1168211,Eurocephalus anguitimens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Eurocephalus,2,0,
1151592,Lanius minor,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Lanius,1,0,
1151593,Lanius senator,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Lanius,2,0,
1151588,Lanius collurio,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Lanius,7,0,
1151589,Lanius cristatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Lanius,3,0,
1151590,Lanius excubitor,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Lanius,139,137,"{:nil=>128, :B=>2, :E=>1, :S=>5, :T=>1, :Z=>0}"
1151591,Lanius ludovicianus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Lanius,162,161,"{:nil=>116, :B=>2, :E=>40, :S=>0, :T=>3, :Z=>0}"
1168212,Lanius isabellinus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Lanius,1,0,
1168213,Lanius schach,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Lanius,1,0,
1168215,Lanius collaris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Lanius,10,0,
1168216,Urolestes melanoleucus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Laniidae; Urolestes,1,0,
1152216,Cyclarhis gujanensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Cyclarhis,17,0,
1152304,Picoides pubescens,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Picoides,459,456,"{:nil=>418, :B=>1, :E=>13, :S=>21, :T=>3, :Z=>0}"
1152305,Picoides scalaris,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Picoides,3,3,"{:nil=>3, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152306,Picoides dorsalis,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Picoides,155,155,"{:nil=>150, :B=>1, :E=>3, :S=>1, :T=>0, :Z=>0}"
1152307,Picoides villosus,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Picoides,526,526,"{:nil=>496, :B=>2, :E=>3, :S=>14, :T=>11, :Z=>0}"
1152299,Picoides albolarvatus,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Picoides,2,2,"{:nil=>2, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152300,Picoides arcticus,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Picoides,185,185,"{:nil=>180, :B=>2, :E=>0, :S=>2, :T=>1, :Z=>0}"
1152301,Picoides borealis,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Picoides,3,3,"{:nil=>3, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152302,Picoides lignarius,,species,Animalia; Chordata; Vertebrata; Aves; Piciformes; Picidae; Picoides,1,0,
1124795,Empidonax wrightii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Empidonax,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1152107,Empidonax alnorum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Empidonax,339,339,"{:nil=>244, :B=>0, :E=>30, :S=>64, :T=>1, :Z=>0}"
1152109,Empidonax difficilis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Empidonax,46,46,"{:nil=>41, :B=>0, :E=>5, :S=>0, :T=>0, :Z=>0}"
1152111,Empidonax flaviventris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Empidonax,331,330,"{:nil=>279, :B=>0, :E=>19, :S=>30, :T=>2, :Z=>0}"
1152112,Empidonax hammondii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Empidonax,122,122,"{:nil=>120, :B=>0, :E=>1, :S=>0, :T=>1, :Z=>0}"
1152114,Empidonax minimus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Empidonax,401,401,"{:nil=>359, :B=>1, :E=>26, :S=>14, :T=>1, :Z=>0}"
1152115,Empidonax oberholseri,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Empidonax,53,53,"{:nil=>53, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152117,Empidonax occidentalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tyrannidae; Empidonax,2,2,"{:nil=>1, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151290,Pica nuttalli,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Pica,4,4,"{:nil=>2, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1151291,Pica hudsonia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Pica,98,97,"{:nil=>82, :B=>1, :E=>6, :S=>3, :T=>5, :Z=>0}"
1168238,Pica pica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Pica,15,0,
1151287,Nucifraga caryocatactes,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Nucifraga,3,0,
1151288,Nucifraga columbiana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Nucifraga,57,56,"{:nil=>48, :B=>2, :E=>0, :S=>5, :T=>1, :Z=>0}"
1151293,Pyrrhocorax graculus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Pyrrhocorax,4,0,
1168240,Pyrrhocorax pyrrhocorax,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Pyrrhocorax,1,0,
1151292,Ptilostomus afer,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Ptilostomus,2,0,
1152229,Vireo philadelphicus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,223,223,"{:nil=>191, :B=>0, :E=>5, :S=>24, :T=>3, :Z=>0}"
1152231,Vireo plumbeus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152232,Vireo solitarius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,200,200,"{:nil=>181, :B=>1, :E=>4, :S=>13, :T=>1, :Z=>0}"
1152217,Hylophilus pectoralis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Hylophilus,3,0,
1152218,Hylophilus semicinereus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Hylophilus,2,0,
1168242,Corvus bennetti,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,1,0,
1168243,Corvus pectoralis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,2,0,
1168244,Corvus albus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,1,0,
1151733,Cinnurus magnificus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Paradisaeidae; Cinnurus,1,0,
1151735,Paradigalla carunculata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Paradisaeidae; Paradigalla,1,0,
1151737,Paradisaea apoda,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Paradisaeidae; Paradisaea,2,0,
1151738,Paradisaea guilielmi,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Paradisaeidae; Paradisaea,1,0,
1151262,Cinclosoma punctatum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cinclosomatidae; Cinclosoma,1,0,
1151266,Corcorax melanorhamphos,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corcoracidae; Corcorax,1,0,
1151727,Colluricincla harmonica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Pachycephalidae; Colluricincla,1,0,
1151731,Pachycephala pectoralis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Pachycephalidae; Pachycephala,3,0,
1168226,Pachycephala schlegelii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Pachycephalidae; Pachycephala,1,0,
1151286,Gymnorhinus cyanocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Gymnorhinus,6,6,"{:nil=>4, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1151280,Cyanocitta cristata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Cyanocitta,334,328,"{:nil=>272, :B=>1, :E=>17, :S=>25, :T=>11, :Z=>2}"
1151281,Cyanocitta stelleri,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Cyanocitta,170,168,"{:nil=>159, :B=>1, :E=>4, :S=>1, :T=>3, :Z=>0}"
1151227,Artamus cyanopterus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Artamidae; Artamus,1,0,
1151228,Artamus superciliosus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Artamidae; Artamus,1,0,
1151312,Cracticus cassicus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Artamidae; Cracticus,2,0,
1151313,Cracticus nigrogularis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Artamidae; Cracticus,1,0,
1151314,Cracticus torquatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Artamidae; Cracticus,1,0,
1151316,Gymnorhina tibicen,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Artamidae; Gymnorhina,2,0,
1151716,Oriolus flavocinctus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Oriolidae; Oriolus,1,0,
1151717,Oriolus oriolus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Oriolidae; Oriolus,7,0,
1168258,Oriolus brachyrhynchus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Oriolidae; Oriolus,2,0,
1168259,Oriolus larvatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Oriolidae; Oriolus,11,0,
1151720,Sphecotheres vieilloti flaviventris,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Oriolidae; Sphecotheres; Sphecotheres vieilloti,3,0,
1151233,Coracina novaehollandiae,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Campephagidae; Coracina,2,0,
1168260,Coracina pectoralis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Campephagidae; Coracina,3,0,
1168261,Coracina caesia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Campephagidae; Coracina,2,0,
1168267,Campephaga flava,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Campephagidae; Campephaga,4,0,
1168269,Rhipidura leucophrys,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Rhipiduridae; Rhipidura,1,0,
1151336,Dicrurus adsimilis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Dicruridae; Dicrurus,15,0,
1151337,Dicrurus bracteatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Dicruridae; Dicrurus,1,0,
1151338,Dicrurus macrocercus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Dicruridae; Dicrurus,2,0,
1168271,Dicrurus ludwigii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Dicruridae; Dicrurus,3,0,
1151535,Grallina cyanoleuca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Monarchidae; Grallina,1,0,
1151633,Arses kaupi,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Monarchidae; Arses,1,0,
1151635,Monarcha guttula,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Monarchidae; Monarcha,1,0,
1151637,Myiagra alecto,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Monarchidae; Myiagra,1,0,
1168296,Myiagra oceanica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Monarchidae; Myiagra,1,0,
1151639,Terpsiphone viridis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Monarchidae; Terpsiphone,10,0,
1168295,Terpsiphone rufocinerea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Monarchidae; Terpsiphone,1,0,
1168275,Trochocercus cyanomelas,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Monarchidae; Trochocercus,3,0,
1151217,Aegithina tiphia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Aegithinidae; Aegithina,1,0,
1151837,Dyaphorophyia castanea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Dyaphorophyia,1,0,
1168299,Batis diops,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Batis,1,0,
1168300,Batis mixta,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Batis,2,0,
1168301,Batis capensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Batis,3,0,
1168302,Batis molitor,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Batis,5,0,
1168303,Batis soror,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Batis,2,0,
1168304,Batis minor,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Batis,5,0,
1168305,Batis minulla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Batis,1,0,
1168307,Platysteira cyanea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Platysteira,5,0,
1168308,Platysteira peltata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Platysteiridae; Platysteira,2,0,
1168318,Tchagra tchagra,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Tchagra,1,0,
1168311,Nilaus afer,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Nilaus,3,0,
1168313,Dryoscopus gambensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Dryoscopus,6,0,
1168316,Dryoscopus cubla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Dryoscopus,17,0,
1168329,Chlorophoneus bocagei,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Chlorophoneus,1,0,
1168330,Chlorophoneus sulfureopectus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Chlorophoneus,8,0,
1168331,Chlorophoneus olivaceus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Chlorophoneus,4,0,
1151864,Prionops plumatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vangidae; Prionops,6,0,
