speckey,scientific_name,authority,rank,hierarchy,total,CA-US_total,CA-US_breakdown
1168335,Prionops retzii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vangidae; Prionops,1,0,
1151595,Laniarius funebris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Laniarius,18,0,
1168321,Laniarius ferrugineus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Laniarius,11,0,
1168323,Laniarius barbarus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Laniarius,1,0,
1168324,Laniarius atrococcineus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Laniarius,3,0,
1168325,Laniarius leucorhynchus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Laniarius,5,0,
1151597,Malaconotus blanchoti,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Malaconotus,5,0,
1151599,Tchagra australis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Tchagra,11,0,
1168317,Tchagra senegalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Malaconotidae; Tchagra,7,0,
1168358,Myioparus plumbeus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Myioparus,3,0,
1151666,Ficedula hypoleuca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Ficedula,8,0,
1168360,Cercotrichas leucophrys,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cercotrichas,16,0,
1168361,Cercotrichas quadrivirgata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cercotrichas,1,0,
1168363,Cercotrichas signata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cercotrichas,4,0,
1168364,Pogonocichla stellata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Pogonocichla,4,0,
1151665,Erithacus rubecula,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Erithacus,14,0,
1151668,Luscinia calliope,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Luscinia,4,0,
1151669,Luscinia megarhynchos,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Luscinia,4,0,
1168373,Cichladusa arquata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cichladusa,1,0,
1168374,Cichladusa ruficauda,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cichladusa,5,0,
1168375,Cichladusa guttata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cichladusa,4,0,
1168376,Copsychus saularis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Copsychus,1,0,
1168891,Copsychus malabaricus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Copsychus,1,0,
1151680,Phoenicurus caeruleocephala,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Phoenicurus,2,0,
1151681,Phoenicurus erythrogastrus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Phoenicurus,1,0,
1151682,Phoenicurus erythronotus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Phoenicurus,1,0,
1151683,Phoenicurus ochruros,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Phoenicurus,4,0,
1151684,Phoenicurus phoenicurus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Phoenicurus,8,0,
1151670,Luscinia svecica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Luscinia,3,0,
1168366,Luscinia luscinia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Luscinia,5,0,
1151664,Cossypha natalensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cossypha,14,0,
1168369,Cossypha caffra,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cossypha,21,0,
1168370,Cossypha heuglini,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cossypha,21,0,
1168371,Cossypha dichroa,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cossypha,4,0,
1168372,Cossypha niveicapilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Cossypha,5,0,
1151269,Corvus brachyrhynchos,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,316,286,"{:nil=>220, :B=>1, :E=>47, :S=>17, :T=>1, :Z=>0}"
1151271,Corvus caurinus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,21,21,"{:nil=>17, :B=>0, :E=>3, :S=>1, :T=>0, :Z=>0}"
1151272,Corvus corax,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,150,137,"{:nil=>113, :B=>1, :E=>8, :S=>14, :T=>1, :Z=>0}"
1151273,Corvus corone,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,10,0,
1151274,Corvus corone cornix,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus; Corvus corone,6,0,
1151275,Corvus coronoides,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,1,0,
1151276,Corvus cryptoleucus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,3,3,"{:nil=>1, :B=>0, :E=>1, :S=>1, :T=>0, :Z=>0}"
1151277,Corvus frugilegus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,10,0,
1151278,Corvus monedula,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,16,6,"{:nil=>3, :B=>0, :E=>0, :S=>3, :T=>0, :Z=>0}"
1151279,Corvus ossifragus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Corvus,3,3,"{:nil=>2, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1168381,Oenanthe isabellina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Oenanthe,1,0,
1151676,Myrmecocichla aethiops,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Myrmecocichla,1,0,
1168383,Myrmecocichla arnotti,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Myrmecocichla,2,0,
1168382,Myrmecocichla nigra,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Myrmecocichla,2,0,
1151655,Alethe poliocephala,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Alethe,1,0,
1151671,Monticola solitarius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Monticola,1,0,
1168384,Monticola saxatilis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Monticola,2,0,
1151675,Myophonus caeruleus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Myophonus,4,0,
1168350,Bradornis pallidus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Bradornis,6,0,
1168351,Bradornis mariquensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Bradornis,3,0,
1168377,Phoenicurus auroreus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Phoenicurus,1,0,
1151663,Chaimarrornis leucocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Chaimarrornis,1,0,
1151685,Saxicola rubetra,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Saxicola,5,0,
1151686,Saxicola torquatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Saxicola,8,0,
1151677,Oenanthe hispanica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Oenanthe,2,0,
1151678,Oenanthe oenanthe,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Oenanthe,40,29,"{:nil=>25, :B=>0, :E=>2, :S=>2, :T=>0, :Z=>0}"
1151679,Oenanthe picata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Oenanthe,4,0,
1168378,Oenanthe leucura,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Oenanthe,1,0,
1168379,Oenanthe deserti,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Oenanthe,1,0,
1168380,Oenanthe pileata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Oenanthe,1,0,
1151903,Aplonis cantoroides,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Aplonis,1,0,
1151904,Aplonis metallica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Aplonis,1,0,
1168420,Aplonis opaca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Aplonis,1,0,
1168421,Aplonis panayensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Aplonis,1,0,
1168422,Onychognathus morio,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Onychognathus,3,0,
1151907,Lamprotornis caudatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,2,0,
1151908,Lamprotornis splendidus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,2,0,
1151909,Lamprotornis superbus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,4,0,
1168425,Lamprotornis nitens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,4,0,
1168426,Lamprotornis chalybaeus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,1,0,
1168427,Lamprotornis chloropterus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,6,0,
1168428,Lamprotornis acuticaudus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,3,0,
1168429,Lamprotornis australis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,2,0,
1168430,Lamprotornis mevesii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,3,0,
1168431,Lamprotornis purpuroptera,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,1,0,
1168432,Lamprotornis regius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Lamprotornis,1,0,
1125038,Toxostoma longirostre,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Toxostoma,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1125039,Toxostoma bendirei,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Toxostoma,2,2,"{:nil=>0, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1125041,Toxostoma redivivum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Toxostoma,2,2,"{:nil=>1, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1125042,Toxostoma crissale,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Toxostoma,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1125043,Toxostoma lecontei,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Toxostoma,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151630,Toxostoma curvirostre,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Toxostoma,7,6,"{:nil=>3, :B=>0, :E=>3, :S=>0, :T=>0, :Z=>0}"
1151631,Toxostoma rufum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Toxostoma,133,132,"{:nil=>103, :B=>1, :E=>10, :S=>10, :T=>8, :Z=>0}"
1168233,Cyanocorax violaceus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Cyanocorax,1,0,
1151285,Garrulus glandarius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Garrulus,18,1,"{:nil=>0, :B=>0, :E=>0, :S=>0, :T=>1, :Z=>0}"
1151289,Perisoreus canadensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Perisoreus,1002,998,"{:nil=>952, :B=>1, :E=>12, :S=>29, :T=>4, :Z=>0}"
1168236,Perisoreus infaustus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Perisoreus,1,0,
1168237,Cyanopica cyanus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Corvidae; Cyanopica,3,0,
1168352,Bradornis microrhynchus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Bradornis,2,0,
1151625,Dumetella carolinensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Dumetella,233,232,"{:nil=>176, :B=>1, :E=>32, :S=>18, :T=>5, :Z=>0}"
1151626,Mimus gundlachii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Mimus,7,0,
1151627,Mimus polyglottos,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Mimus,41,38,"{:nil=>26, :B=>0, :E=>11, :S=>0, :T=>1, :Z=>0}"
1151628,Mimus saturninus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Mimus,6,0,
1151629,Oreoscoptes montanus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Mimidae; Oreoscoptes,9,8,"{:nil=>6, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1151254,Certhia americana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Certhiidae; Certhia,252,250,"{:nil=>224, :B=>1, :E=>7, :S=>18, :T=>0, :Z=>0}"
1151255,Certhia brachydactyla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Certhiidae; Certhia,3,0,
1151256,Certhia familiaris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Certhiidae; Certhia,5,0,
1151257,Certhia himalayana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Certhiidae; Certhia,2,0,
1152067,Campylorhynchus brunneicapillus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Campylorhynchus,4,3,"{:nil=>0, :B=>0, :E=>3, :S=>0, :T=>0, :Z=>0}"
1152068,Campylorhynchus turdinus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Campylorhynchus,1,0,
1151906,Cinnyricinclus leucogaster,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Cinnyricinclus,4,0,
1151910,Sturnus unicolor,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Sturnus,2,0,
1151911,Sturnus vulgaris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Sturnus,399,375,"{:nil=>159, :B=>1, :E=>33, :S=>164, :T=>18, :Z=>0}"
1151901,Acridotheres cristatellus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Acridotheres,23,23,"{:nil=>21, :B=>1, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151902,Acridotheres tristis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Acridotheres,1,0,
1168436,Gracula religiosa,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Gracula,1,0,
1168434,Gracupica nigricollis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Gracupica,1,0,
1168433,Pastor roseus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Pastor,2,0,
1168423,Notopholia corrusca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sturnidae; Notopholia,15,0,
1151229,Bombycilla cedrorum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Bombycillidae; Bombycilla,519,516,"{:nil=>429, :B=>2, :E=>34, :S=>33, :T=>17, :Z=>1}"
1151230,Bombycilla garrulus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Bombycillidae; Bombycilla,143,143,"{:nil=>133, :B=>1, :E=>1, :S=>6, :T=>2, :Z=>0}"
1168349,Empidornis semipartitus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Empidornis,1,0,
1168353,Melaenornis fischeri,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Melaenornis,1,0,
1168354,Melaenornis edolioides,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Melaenornis,1,0,
1168355,Melaenornis pammelaina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Melaenornis,3,0,
1151672,Muscicapa striata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Muscicapa,14,0,
1168356,Muscicapa adusta,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Muscicapa,3,0,
1168357,Muscicapa caerulescens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Muscicapidae; Muscicapa,12,0,
1152074,Salpinctes obsoletus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Salpinctes,49,49,"{:nil=>47, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1152069,Catherpes mexicanus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Catherpes,6,6,"{:nil=>6, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152070,Cistothorus palustris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Cistothorus,176,176,"{:nil=>139, :B=>1, :E=>32, :S=>1, :T=>3, :Z=>0}"
1152071,Cistothorus platensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Cistothorus,71,71,"{:nil=>64, :B=>1, :E=>5, :S=>1, :T=>0, :Z=>0}"
1152075,Thryomanes bewickii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Thryomanes,30,30,"{:nil=>27, :B=>0, :E=>3, :S=>0, :T=>0, :Z=>0}"
1166049,Thryomanes bewickii sadai,"(Phillips, 1986)",subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Thryomanes; Thryomanes bewickii,1,0,
1151258,Cinclus cinclus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cinclidae; Cinclus,2,0,
1151259,Cinclus mexicanus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cinclidae; Cinclus,31,31,"{:nil=>26, :B=>0, :E=>2, :S=>2, :T=>1, :Z=>0}"
1151260,Cinclus pallasii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cinclidae; Cinclus,3,0,
1151895,Sitta canadensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sittidae; Sitta,338,337,"{:nil=>302, :B=>1, :E=>6, :S=>25, :T=>2, :Z=>1}"
1151896,Sitta carolinensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sittidae; Sitta,186,186,"{:nil=>168, :B=>2, :E=>5, :S=>5, :T=>6, :Z=>0}"
1151897,Sitta europaea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sittidae; Sitta,9,0,
1151898,Sitta pusilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sittidae; Sitta,5,4,"{:nil=>2, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1151899,Sitta pygmaea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sittidae; Sitta,28,28,"{:nil=>25, :B=>0, :E=>3, :S=>0, :T=>0, :Z=>0}"
1151900,Tichodroma muraria,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Sittidae; Tichodroma,1,0,
1152219,Vireo altiloquus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,6,0,
1152220,Vireo bellii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,6,6,"{:nil=>2, :B=>0, :E=>4, :S=>0, :T=>0, :Z=>0}"
1152221,Vireo cassinii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,52,52,"{:nil=>51, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1152222,Vireo flavifrons,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,32,32,"{:nil=>28, :B=>1, :E=>3, :S=>0, :T=>0, :Z=>0}"
1152223,Vireo gilvus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,231,230,"{:nil=>218, :B=>1, :E=>10, :S=>0, :T=>1, :Z=>0}"
1152224,Vireo griseus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,14,14,"{:nil=>8, :B=>1, :E=>5, :S=>0, :T=>0, :Z=>0}"
1152225,Vireo huttoni,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,5,5,"{:nil=>5, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152226,Vireo modestus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,4,0,
1152227,Vireo olivaceus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo,1385,1381,"{:nil=>1185, :B=>1, :E=>28, :S=>160, :T=>7, :Z=>0}"
1152228,Vireo olivaceus chivi,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Vireonidae; Vireo; Vireo olivaceus,11,0,
1168450,Pheugopedius rutilus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Pheugopedius,1,0,
1152079,Cantorchilus leucotis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Cantorchilus,4,0,
1152080,Thryothorus ludovicianus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Troglodytidae; Thryothorus,19,18,"{:nil=>15, :B=>0, :E=>3, :S=>0, :T=>0, :Z=>0}"
1151858,Polioptila caerulea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Polioptilidae; Polioptila,24,21,"{:nil=>16, :B=>0, :E=>5, :S=>0, :T=>0, :Z=>0}"
1151859,Polioptila dumicola,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Polioptilidae; Polioptila,10,0,
1151860,Polioptila plumbea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Polioptilidae; Polioptila,1,0,
1168460,Polioptila californica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Polioptilidae; Polioptila,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
