Lichen,CANL 96045,2
Lichen,CANL 98565,3
Lichen,CANL 98572,2
Lichen,CANL 98620,3
Lichen,CANL 98753,2
Lichen,CANL 54070,2
Lichen,CANL 42532,2
Lichen,CANL 100454,2
Lichen,CANL 101523,2
Lichen,CANL 101887,2
Lichen,CANL 55196,2
Lichen,CANL 58944,2
Lichen,CANL 65354,2
Lichen,CANL 65898,2
Lichen,CANL 54048,2
Lichen,CANL 63215,2
Lichen,CANL 96192,2
Lichen,CANL 98035,4
Lichen,CANL 98501,2
Lichen,CANL 98560,4
Lichen,CANL 98585,4
Lichen,CANL 98617,2
Lichen,CANL 98702,3
Lichen,CANL 98709,2
Lichen,CANL 99921,3
Lichen,CANL 101507,2
Lichen,CANL 113709,2
Lichen,CANL 32671,3
Lichen,CANL 90955,2
Lichen,CANL 2647,2
Lichen,CANL 113921,2
Lichen,CANL 113978,2
Lichen,CANL 113990,2
Lichen,CANL 114010,2
Lichen,CANL 103291,2
Lichen,CANL 78104,2
Lichen,CANL 73916,2
Lichen,CANL 68116,2
Lichen,CANL 5877,2
Lichen,CANL 6019,2
Lichen,CANL 56273,3
Lichen,CANL 31764,2
Lichen,CANL 114173,2
Lichen,CANL 25435,2
Lichen,CANL 61914,2
Lichen,CANL 55858,2
Lichen,CANL 72896,2
Lichen,CANL 40937,2
Lichen,CANL 62464,4
Lichen,CANL 56699,2
Lichen,CANL 24059,2
Lichen,CANL 30873,2
Lichen,CANL 39049,2
Lichen,CANL 36007,2
Lichen,CANL 49917,2
Lichen,CANL 93188,2
Lichen,CANL 84194,2
Lichen,CANL 18246,2
Lichen,CANL 109633,2
Lichen,CANL 56389,2
Lichen,CANL 78117,4
Lichen,CANL 97633,2
Lichen,CANL 39112,2
Lichen,CANL 79194,2
Lichen,CANL 64127,2
Lichen,CANL 78132,2
Lichen,CANL 108031,2
Lichen,CANL 15191,2
Lichen,CANL 53847,2
Lichen,CANL 77994,2
Lichen,CANL 37204,2
Lichen,CANL 9778,2
Lichen,CANL 118021,2
Lichen,CANL 118953,2
Lichen,CANL 90127,4
Lichen,CANL 59873,2
Lichen,CANL 72185,3
Lichen,CANL 77709,2
Lichen,CANL 44869,3
Lichen,CANL 80006,2
Lichen,CANL 79632,2
Lichen,CANL 45121,2
Lichen,CANL 80100,2
Lichen,CANL 94124,2
Lichen,CANL 49242,2
Lichen,CANL 66371,2
Lichen,CANL 49644,3
Lichen,CANL 121089,2
Lichen,CANL 34597,2
Lichen,CANL 35960,3
Bryophyte,CANM 1646,4
Bryophyte,CANM 285027,2
Bryophyte,CANM 103935,2
Bryophyte,CANM 284963,2
Bryophyte,CANM 283968,2
Bryophyte,CANM 267149,2
Lichen,CANL 121291,2
Lichen,CANL 107906,2
Lichen,CANL 54142,2
Lichen,CANL 7695,2
Lichen,CANL 85281,4
Lichen,CANL 107362,2
Bryophyte,CANM 235359,2
Bryophyte,CANM 146893,2
Lichen,CANL 121466,3
Lichen,CANL 51563,2
Lichen,CANL 43485,3
Bryophyte,CANM 233423,2
Lichen,CANL 93997,2
Lichen,CANL 32652,2
Bryophyte,CANM 203622,2
Bryophyte,CANM 213785,2
Lichen,CANL 51292,3
Lichen,CANL 89381,2
Lichen,CANL 6705,2
Bryophyte,CANM 159830,3
Bryophyte,CANM 159842,2
Lichen,CANL 122467,2
Lichen,CANL 122520,2
Lichen,CANL 8994,2
Lichen,CANL 28267,2
Lichen,CANL 122760,2
Lichen,CANL 50223,2
Lichen,CANL 66666,3
Lichen,CANL 99062,2
Lichen,CANL 30372,2
Lichen,CANL 53173,2
Lichen,CANL 77774,2
Lichen,CANL 37556,2
Lichen,CANL 123112,2
Bryophyte,CANM 259800,2
Bryophyte,CANM 13518,2
Bryophyte,CANM 2440,2
Lichen,CANL 123619,3
Lichen,CANL 69118,2
Lichen,CANL 122617,2
Lichen,CANL 99834,2
Lichen,CANL 34989,2
Lichen,CANL 56511,2
Bryophyte,CANM 146108,2
Lichen,CANL 76827,2
Bryophyte,CANM 21047,2
Bryophyte,CANM 946,2
Bryophyte,CANM 23192,2
Bryophyte,CANM 20076,2
Bryophyte,CANM 703,2
Lichen,CANL 109417,2
Bryophyte,CANM 16379,2
Bryophyte,CANM 9818,2
Bryophyte,CANM 18872,2
Bryophyte,CANM 524,2
Bryophyte,CANM 1007,4
Bryophyte,CANM 25926,3
Bryophyte,CANM 10106,2
Bryophyte,CANM 9175,2
Bryophyte,CANM 9071,2
Bryophyte,CANM 19515,3
Bryophyte,CANM 9064,2
Bryophyte,CANM 12178,3
Bryophyte,CANM 25766,3
Bryophyte,CANM 331632,2
Bryophyte,CANM 331627,2
Bryophyte,CANM 331611,2
Bryophyte,CANM 331626,2
Bryophyte,CANM 146773,2
Bryophyte,CANM 20531,3
Bryophyte,CANM 146476,2
