id,module,group_area,name,private_public,group_type,group_owner,department,note,create_date,updated_by,update_date
3231,1,catalogue,Type loan to Windham 2013,PUBLIC,,MBOUCHARD,,,2013-02-21 15:11:34 UTC,MBOUCHARD,2013-02-21 15:12:44 UTC
3232,1,catalogue,Label for Boechera quebecensis folder,PUBLIC,,MBOUCHARD,,,2013-02-21 15:15:51 UTC,MBOUCHARD,2013-02-21 15:15:54 UTC
3234,1,catalogue,A2012.0045,PUBLIC,,MBOUCHARD,,,2013-02-26 15:59:32 UTC,MBOUCHARD,2013-02-26 16:00:38 UTC
3235,1,catalogue,A2013.0006,PUBLIC,,MBOUCHARD,,,2013-02-26 16:09:34 UTC,MBOUCHARD,2013-02-26 16:09:39 UTC
3236,1,catalogue,A2013.0011,PUBLIC,,MBOUCHARD,,,2013-02-26 16:15:39 UTC,MBOUCHARD,2013-02-26 16:15:56 UTC
3237,1,catalogue,A2013.0011 extra,PUBLIC,,MBOUCHARD,,,2013-02-26 16:45:42 UTC,MBOUCHARD,2013-02-26 16:48:03 UTC
3240,1,catalogue,Loan to Frances Anderson - Leptogium,PUBLIC,,MBOUCHARD,,,2013-02-28 09:16:45 UTC,MBOUCHARD,2013-02-28 10:38:05 UTC
3242,1,catalogue,Anderson Loan extra specimens,PUBLIC,,MBOUCHARD,,,2013-03-04 09:13:25 UTC,MBOUCHARD,2013-03-04 14:31:49 UTC
3243,1,catalogue,LP2006-0046,PUBLIC,,MBOUCHARD,,,2013-03-06 10:31:16 UTC,MBOUCHARD,2013-03-06 11:01:11 UTC
3244,1,catalogue,Type label for Impatiens isotype,PUBLIC,,MBOUCHARD,,,2013-03-07 09:42:09 UTC,MBOUCHARD,2013-03-07 10:22:15 UTC
3246,1,catalogue,Duplicate labels for exchange - Freebury,PUBLIC,,MBOUCHARD,,,2013-03-08 13:08:23 UTC,MBOUCHARD,2013-03-08 13:09:26 UTC
3247,1,catalogue,Arctic Gallery loan,PUBLIC,,MBOUCHARD,,,2013-03-12 09:00:22 UTC,MBOUCHARD,2013-03-12 09:00:51 UTC
3248,1,catalogue,Italy dup,PUBLIC,,MBOUCHARD,,,2013-03-12 14:11:13 UTC,MBOUCHARD,2013-03-12 14:11:15 UTC
3249,1,catalogue,Loan to I.M. Brodo for Lecture,PUBLIC,,MBOUCHARD,,,2013-03-12 15:14:10 UTC,MBOUCHARD,2013-03-12 15:51:54 UTC
3251,1,catalogue,A2011.0081,PUBLIC,,MBOUCHARD,,,2013-03-13 12:49:17 UTC,MBOUCHARD,2013-03-13 12:49:52 UTC
3252,1,catalogue,A2012.0020,PUBLIC,,MBOUCHARD,,,2013-03-13 12:51:07 UTC,MBOUCHARD,2013-03-13 13:00:59 UTC
3253,1,catalogue,Martin Lipman photos,PUBLIC,,MBOUCHARD,,,2013-03-14 08:22:40 UTC,MBOUCHARD,2013-03-14 08:24:10 UTC
3254,1,catalogue,Arctic Caryophyllaceae,PUBLIC,,MBOUCHARD,,,2013-03-18 08:58:44 UTC,MBOUCHARD,2014-05-14 07:43:23 UTC
3258,1,catalogue,Arabidopsis loan to Germany,PUBLIC,,MBOUCHARD,,,2013-03-21 07:47:07 UTC,MBOUCHARD,2013-03-21 07:53:52 UTC
3261,1,catalogue,Arctic Exhibit Bryophyte,PUBLIC,,MBOUCHARD,,,2013-03-22 14:46:40 UTC,MBOUCHARD,2013-03-22 14:46:42 UTC
3262,1,catalogue,Arctic Exhibit Lichen,PUBLIC,,MBOUCHARD,,,2013-03-22 14:47:07 UTC,MBOUCHARD,2013-04-03 13:55:13 UTC
3264,1,catalogue,Anemone Arctic Gallery loan,PUBLIC,,MBOUCHARD,,,2013-03-28 08:18:07 UTC,MBOUCHARD,2013-03-28 08:18:29 UTC
3266,1,catalogue,Sokoloff-Soper-Talk,PUBLIC,,MBOUCHARD,,,2013-04-02 17:20:25 UTC,MBOUCHARD,2013-04-02 17:21:07 UTC
3269,1,catalogue,CANL125025 to 125028,PUBLIC,,MBOUCHARD,,,2013-04-05 16:28:03 UTC,MBOUCHARD,2013-04-05 16:30:25 UTC
3272,1,catalogue,CANL125590 label,PUBLIC,,MBOUCHARD,,,2013-04-09 14:45:42 UTC,MBOUCHARD,2013-04-09 14:50:24 UTC
3281,1,catalogue,Loan to Myllys-Alectoria types,PUBLIC,,MBOUCHARD,,,2013-04-16 17:33:38 UTC,MBOUCHARD,2013-04-16 17:35:56 UTC
3286,1,catalogue,"DAO loan Polygonum, Holcus",PUBLIC,,MBOUCHARD,,,2013-04-24 08:44:55 UTC,MBOUCHARD,2013-04-30 14:54:26 UTC
3291,1,catalogue,Lepraria label,PUBLIC,,MBOUCHARD,,,2013-05-03 16:23:24 UTC,MBOUCHARD,2013-05-03 16:23:25 UTC
3297,1,catalogue,Gratiola type label,PUBLIC,,MBOUCHARD,,,2013-05-09 12:53:01 UTC,PFRANK,2013-05-09 13:13:57 UTC
3298,1,catalogue,Brachythecium acutum pret,PUBLIC,,MBOUCHARD,,,2013-05-09 13:46:00 UTC,MBOUCHARD,2013-05-09 14:30:14 UTC
3306,1,catalogue,CANM labels 331738 to 332144,PUBLIC,,MBOUCHARD,,,2013-05-16 13:57:48 UTC,MBOUCHARD,2013-05-16 14:49:06 UTC
3307,1,catalogue,CANL labels 125629 - 125635,PUBLIC,,MBOUCHARD,,,2013-05-16 14:10:02 UTC,MBOUCHARD,2013-05-16 14:11:12 UTC
3308,1,catalogue,Extra labels CANM,PUBLIC,,MBOUCHARD,,,2013-05-16 15:57:37 UTC,MBOUCHARD,2013-08-29 15:16:39 UTC
3316,1,catalogue,Label reprints after corrections,PUBLIC,,MBOUCHARD,,,2013-05-27 09:53:05 UTC,MBOUCHARD,2013-05-27 09:53:06 UTC
3318,1,catalogue,CANM corrected labels to print,PUBLIC,,MBOUCHARD,,,2013-05-27 15:28:57 UTC,MBOUCHARD,2013-05-27 15:51:20 UTC
3319,1,catalogue,CANM 331724,PUBLIC,,MBOUCHARD,,,2013-05-28 10:38:07 UTC,MBOUCHARD,2013-05-28 10:44:53 UTC
3320,1,catalogue,Duplicate CANM labels,PUBLIC,,MBOUCHARD,,,2013-05-28 10:46:48 UTC,MBOUCHARD,2013-05-28 10:47:31 UTC
3321,1,catalogue,Malaysian lichen duplicate,PUBLIC,,MBOUCHARD,,,2013-05-28 11:25:14 UTC,MBOUCHARD,2013-05-28 11:27:05 UTC
3322,1,catalogue,CANM duplicates for Colleen,PUBLIC,,MBOUCHARD,,,2013-05-28 11:47:25 UTC,MBOUCHARD,2013-05-28 11:48:10 UTC
3323,1,catalogue,Loan to Judith Harpel,PUBLIC,,MBOUCHARD,,,2013-05-29 09:29:34 UTC,MBOUCHARD,2013-06-03 08:24:02 UTC
3326,1,catalogue,"Loan to DAO for GRDI project: Orobanche, Centaurea, Crupina",PUBLIC,,MBOUCHARD,,,2013-06-03 09:26:00 UTC,MBOUCHARD,2013-06-04 16:31:03 UTC
3327,1,catalogue,DUP for CANM EMPM,PUBLIC,,MBOUCHARD,,,2013-06-06 09:16:34 UTC,MBOUCHARD,2013-06-06 09:18:43 UTC
3328,1,catalogue,Extra DUP for CANM EMPM,PUBLIC,,MBOUCHARD,,,2013-06-06 09:20:14 UTC,MBOUCHARD,2013-06-06 13:41:26 UTC
3330,1,catalogue,Dryopteris fragrans loan to SUNY ,PUBLIC,,MBOUCHARD,,,2013-06-07 15:45:02 UTC,MBOUCHARD,2013-06-07 15:51:21 UTC
3335,1,catalogue,LP2008-0025-2,PUBLIC,,MBOUCHARD,,,2013-06-13 13:42:01 UTC,MBOUCHARD,2013-06-13 13:42:39 UTC
