id,module,group_area,name,private_public,group_type,group_owner,department,note,create_date,updated_by,update_date
3529,1,catalogue,Anne-Jan 30,PUBLIC,,BOTDATA1,,,2014-01-30 08:32:11 UTC,BOTDATA1,2014-01-30 16:08:07 UTC
3534,1,catalogue,Anne-Jan31,PUBLIC,,BOTDATA1,,,2014-01-31 09:57:41 UTC,BOTDATA1,2014-01-31 15:55:11 UTC
3536,64,sites,Rachel's Feb1,PUBLIC,,BOTDATA1,,,2014-02-01 14:00:26 UTC,BOTDATA1,2014-02-01 17:08:41 UTC
3537,1,catalogue,Rachel's Feb1,PUBLIC,,BOTDATA1,,,2014-02-01 14:00:41 UTC,BOTDATA1,2014-02-01 17:07:57 UTC
3538,1,catalogue,Rachel's Feb3,PUBLIC,,BOTDATA1,,,2014-02-03 07:55:57 UTC,BOTDATA1,2014-02-03 16:00:23 UTC
3539,64,sites,Rachel's Feb3,PUBLIC,,BOTDATA1,,,2014-02-03 07:56:13 UTC,BOTDATA1,2014-02-03 16:00:53 UTC
3540,1,catalogue,Anne-Feb3,PUBLIC,,BOTDATA1,,,2014-02-03 09:14:03 UTC,BOTDATA1,2014-02-03 16:19:14 UTC
3544,1,catalogue,Rachel's Feb4,PUBLIC,,BOTDATA1,,,2014-02-04 08:03:05 UTC,BOTDATA1,2014-02-04 16:30:02 UTC
3545,64,sites,Rachel's Feb4,PUBLIC,,BOTDATA1,,,2014-02-04 08:03:19 UTC,BOTDATA1,2014-02-04 16:31:36 UTC
3546,1,catalogue,Anne-Feb,PUBLIC,,BOTDATA1,,,2014-02-04 08:37:00 UTC,BOTDATA1,2014-02-04 08:37:38 UTC
3547,1,catalogue,Anne-Feb4,PUBLIC,,BOTDATA1,,,2014-02-04 08:38:10 UTC,BOTDATA1,2014-02-04 16:33:08 UTC
3548,1,catalogue,Rachel's Feb5,PUBLIC,,BOTDATA1,,,2014-02-05 08:27:49 UTC,BOTDATA1,2014-02-05 16:21:42 UTC
3549,64,sites,Rachel's Feb5,PUBLIC,,BOTDATA1,,,2014-02-05 08:28:01 UTC,BOTDATA1,2014-02-05 16:23:10 UTC
3550,1,catalogue,Anne-Feb5,PUBLIC,,BOTDATA1,,,2014-02-05 08:37:07 UTC,BOTDATA1,2014-02-05 16:21:58 UTC
3552,1,catalogue,Rachel's Feb6,PUBLIC,,BOTDATA1,,,2014-02-06 08:25:02 UTC,BOTDATA1,2014-02-06 16:37:18 UTC
3553,64,sites,Rachel's Feb6,PUBLIC,,BOTDATA1,,,2014-02-06 08:25:16 UTC,BOTDATA1,2014-02-06 16:38:22 UTC
3554,1,catalogue,Anne-Feb6,PUBLIC,,BOTDATA1,,,2014-02-06 08:28:54 UTC,BOTDATA1,2014-02-06 16:18:25 UTC
3561,1,catalogue,Anne-Feb7,PUBLIC,,BOTDATA1,,,2014-02-07 08:42:44 UTC,BOTDATA1,2014-02-07 16:19:48 UTC
3562,1,catalogue,Rachel's Feb8,PUBLIC,,BOTDATA1,,,2014-02-08 10:07:48 UTC,BOTDATA1,2014-02-08 13:57:10 UTC
3563,64,sites,Rachel's Feb8,PUBLIC,,BOTDATA1,,,2014-02-08 10:08:05 UTC,BOTDATA1,2014-02-08 13:58:11 UTC
3564,1,catalogue,Rachel's Feb10,PUBLIC,,BOTDATA1,,,2014-02-10 08:04:08 UTC,BOTDATA1,2014-02-10 16:06:28 UTC
3565,64,sites,Rachel's Feb10,PUBLIC,,BOTDATA1,,,2014-02-10 08:04:20 UTC,BOTDATA1,2014-02-10 16:07:12 UTC
3566,1,catalogue,Anne-eb10,PUBLIC,,BOTDATA1,,,2014-02-10 08:46:07 UTC,BOTDATA1,2014-02-10 16:16:31 UTC
3568,1,catalogue,Rachel's Feb11,PUBLIC,,BOTDATA1,,,2014-02-11 07:46:49 UTC,BOTDATA1,2014-02-11 16:06:34 UTC
3569,64,sites,Rachel's Feb11,PUBLIC,,BOTDATA1,,,2014-02-11 07:47:01 UTC,BOTDATA1,2014-02-11 16:07:45 UTC
3571,1,catalogue,Anne-Feb11,PUBLIC,,BOTDATA1,,,2014-02-11 08:38:46 UTC,BOTDATA1,2014-02-11 12:11:43 UTC
3574,1,catalogue,Rachel's Feb12,PUBLIC,,BOTDATA1,,,2014-02-12 07:51:34 UTC,BOTDATA1,2014-02-12 16:39:11 UTC
3575,64,sites,Rachel's Feb12,PUBLIC,,BOTDATA1,,,2014-02-12 07:51:47 UTC,BOTDATA1,2014-02-12 16:40:14 UTC
3576,1,catalogue,Anne-Feb12,PUBLIC,,BOTDATA1,,,2014-02-12 08:37:42 UTC,BOTDATA1,2014-02-12 16:11:44 UTC
3577,1,catalogue,Anne-Feb13,PUBLIC,,BOTDATA1,,,2014-02-13 06:05:44 UTC,BOTDATA1,2014-02-13 14:50:32 UTC
3578,1,catalogue,Rachel's Feb13,PUBLIC,,BOTDATA1,,,2014-02-13 07:39:27 UTC,BOTDATA1,2014-02-13 15:39:55 UTC
3579,64,sites,Rachel's Feb13,PUBLIC,,BOTDATA1,,,2014-02-13 07:39:40 UTC,BOTDATA1,2014-02-13 15:40:55 UTC
3581,1,catalogue,Anne-Feb14,PUBLIC,,BOTDATA1,,,2014-02-14 09:01:56 UTC,BOTDATA1,2014-02-14 15:58:19 UTC
3586,1,catalogue,Rachel's Feb15,PUBLIC,,BOTDATA1,,,2014-02-15 12:34:42 UTC,BOTDATA1,2014-02-15 17:09:32 UTC
3587,64,sites,Rachel's Feb15,PUBLIC,,BOTDATA1,,,2014-02-15 12:35:06 UTC,BOTDATA1,2014-02-15 17:10:46 UTC
3588,1,catalogue,Anne-Feb 17,PUBLIC,,BOTDATA1,,,2014-02-17 06:21:33 UTC,BOTDATA1,2014-02-17 16:01:14 UTC
3589,1,catalogue,Rachel's Feb17,PUBLIC,,BOTDATA1,,,2014-02-17 07:38:55 UTC,BOTDATA1,2014-02-17 16:09:33 UTC
3590,64,sites,Rachel's Feb17,PUBLIC,,BOTDATA1,,,2014-02-17 07:39:09 UTC,BOTDATA1,2014-02-17 16:10:57 UTC
3596,1,catalogue,Rachel's Feb18,PUBLIC,,BOTDATA1,,,2014-02-18 07:40:12 UTC,BOTDATA1,2014-02-18 16:11:32 UTC
3597,64,sites,Rachel's Feb18,PUBLIC,,BOTDATA1,,,2014-02-18 07:40:23 UTC,BOTDATA1,2014-02-18 16:13:54 UTC
3598,1,catalogue,Anne-Feb18,PUBLIC,,BOTDATA1,,,2014-02-18 08:37:57 UTC,BOTDATA1,2014-02-18 16:10:52 UTC
3601,1,catalogue,Rachel's Feb19,PUBLIC,,BOTDATA1,,,2014-02-19 07:47:22 UTC,BOTDATA1,2014-02-19 16:37:52 UTC
3602,64,sites,Rachel's Feb19,PUBLIC,,BOTDATA1,,,2014-02-19 07:47:34 UTC,BOTDATA1,2014-02-19 16:38:50 UTC
