id_number,label_name,taxon_link,ident,id_date,type_status,higher_taxa,count,sex,coll_num,collector,place_collected,date_collected,spec_nature,description,acq_number,site_desc,altitude,lat,long,site_notes,home_loc
CMNA 2017-1283,Eunoe,Eunoe,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae,3,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.283367,-127.514533,,
CMNA 2017-1284,Scoletoma impatiens,Lumbrineris impatiens,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.283367,-127.514533,,
CMNA 2017-1285,Pholoe minuta,Pholoe minuta,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Pholoidae; Pholoe,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.283367,-127.514533,,
CMNA 2017-1286,Prionospio cf cirrifera + cf steenstrupi,Prionospio,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,7,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.283367,-127.514533,,
CMNA 2017-1287,Ampharete,Ampharete,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Terebellida; Ampharetidae; Ampharetinae,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.283367,-127.514533,,
CMNA 2017-1288,Tharyx cf kirkegaardi + cf marioni,Tharyx,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.283367,-127.514533,,
CMNA 2017-1289,Maldane sarsi,Maldane sarsi,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,11,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.283367,-127.514533,,
CMNA 2017-1290,Maldanidae,Maldanidae,"Conlan, Kathleen E.","",,Animalia; Annelida; Polychaeta; Capitellida,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.283367,-127.514533,,
CMNA 2017-1291,Syllis cornuta,Ehlersia cornuta,"Pocklington, Patricia","",,Animalia; Annelida; Polychaeta; Phyllodocida; Nereidiformia; Syllidae; Syllinae; Ehlersia,3,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.28405,-127.516883,,
CMNA 2017-1292,Scoletoma impatiens,Lumbrineris impatiens,"Pocklington, Patricia","",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,5,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.28405,-127.516883,,
CMNA 2017-1293,Sphaerodoropsis cf biseralis + cf minuta,Sphaerodoropsis,"Pocklington, Patricia","",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Phyllodocidacea; Sphaerodoridae,3,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.28405,-127.516883,,
CMNA 2017-1294,Prionospio cf cirrifera + cf steenstrupi,Prionospio,"Pocklington, Patricia","",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,15,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.28405,-127.516883,,
CMNA 2017-1295,Ampharete,Ampharete,"Pocklington, Patricia","",,Animalia; Annelida; Polychaeta; Terebellida; Ampharetidae; Ampharetinae,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.28405,-127.516883,,
CMNA 2017-1296,Tharyx cf kirkegaardi + cf marioni,Tharyx,"Pocklington, Patricia","",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,3,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.28405,-127.516883,,
CMNA 2017-1147,Levinsenia gracilis,Levinsenia gracilis,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Levinsenia,13,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.92,,
CMNA 2017-1148,Maldane sarsi,Maldane sarsi,,"",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,8,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.92,,
CMNA 2017-1149,Eteone longa,Eteone longa,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Phyllodocidacea; Phyllodocidae; Eteone,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1150,Scoletoma impatiens,Lumbrineris impatiens,,"",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,8,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1151,Micronephthys minuta,Micronephthys minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,22,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1152,Enipo torelli,Enipo torelli,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Enipo,3,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1153,Prionospio cf cirrifera + cf steenstrupi,Prionospio,,"",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1154,Tharyx cf kirkegaardi + cf marioni,Tharyx,,"",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,15,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1155,Orbiniidae cf LeitoScoloplos + cf Scoloplos,Orbiniidae,,"",,Animalia; Annelida; Polychaeta; Orbiniida,7,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1156,Levinsenia gracilis,Levinsenia gracilis,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Levinsenia,15,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1157,Maldane sarsi,Maldane sarsi,,"",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,4,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1158,Scalibregma inflatum,Scalibregma inflatum,,"",,Animalia; Annelida; Polychaeta; Opheliida; Scalibregmatidae; Scalibregma,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1159,Barantolla americana,Barantolla americana,,"",,Animalia; Annelida; Polychaeta; Capitellida; Capitellidae; Barantolla,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894333,-132.921167,,
CMNA 2017-1160,Eteone longa,Eteone longa,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Phyllodocidacea; Phyllodocidae; Eteone,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1161,Scoletoma impatiens,Lumbrineris impatiens,,"",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,8,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1162,Micronephthys minuta,Micronephthys minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,27,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1163,Enipo torelli,Enipo torelli,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Enipo,3,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1164,Pholoe minuta,Pholoe minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Pholoidae; Pholoe,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1165,Prionospio cf cirrifera + cf steenstrupi,Prionospio,,"",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,6,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1166,Spiochaetopterus typicus,Spiochaetopterus typicus,,"",,Animalia; Annelida; Polychaeta; Spionida; Chaetopteriformia; Chaetopteridae; Spiochaetopterus,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1167,Tharyx cf kirkegaardi + cf marioni,Tharyx,,"",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,10,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1168,Aricidea (Strelzovia) quadrilobata,Aricidea (Strelzovia) quadrilobata,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Aricidea; Aricidea (Strelzovia),1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1169,Barantolla americana,Barantolla americana,,"",,Animalia; Annelida; Polychaeta; Capitellida; Capitellidae; Barantolla,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1170,Cossura longocirrata,Cossura longocirrata,,"",,Animalia; Annelida; Polychaeta; Cossurida; Cossuridae; Cossura,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1171,Capitellidae cf Heteromastus + cf Mediomastus,Capitellidae,,"",,Animalia; Annelida; Polychaeta; Capitellida,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1172,Orbiniidae cf LeitoScoloplos + cf Scoloplos,Orbiniidae,,"",,Animalia; Annelida; Polychaeta; Orbiniida,4,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1173,Levinsenia gracilis,Levinsenia gracilis,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Levinsenia,28,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1174,Maldane sarsi,Maldane sarsi,,"",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,4,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-14,fluid,,"",Kugmallit Canyon - west,"",70.894167,-132.921,,
CMNA 2017-1175,Enipo torelli,Enipo torelli,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Enipo,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.14995,-128.134133,,
CMNA 2017-1176,Gattyana cirrhosa,Gattyana cirrhosa,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Gattyana,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.14995,-128.134133,,
CMNA 2017-1177,Scoletoma impatiens,Lumbrineris impatiens,,"",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,13,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.14995,-128.134133,,
CMNA 2017-1187,Aricidea,Aricidea,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.14995,-128.134133,,
CMNA 2017-1188,Cossura longocirrata,Cossura longocirrata,,"",,Animalia; Annelida; Polychaeta; Cossurida; Cossuridae; Cossura,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.14995,-128.134133,,
CMNA 2017-1189,Orbiniidae cf LeitoScoloplos + cf Scoloplos,Orbiniidae,,"",,Animalia; Annelida; Polychaeta; Orbiniida,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.14995,-128.134133,,
CMNA 2017-1190,Levinsenia gracilis,Levinsenia gracilis,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Levinsenia,13,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.14995,-128.134133,,
CMNA 2017-1191,Petaloproctus tenuis,Petaloproctus tenuis,,"",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Nicomachinae; Petaloproctus,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.14995,-128.134133,,
CMNA 2017-1192,Scalibregma inflatum,Scalibregma inflatum,,"",,Animalia; Annelida; Polychaeta; Opheliida; Scalibregmatidae; Scalibregma,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.14995,-128.134133,,
CMNA 2017-1193,Enipo gracilis,Enipo gracilis,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Enipo,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1194,Gattyana cirrhosa,Gattyana cirrhosa,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Gattyana,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1195,Scoletoma impatiens,Lumbrineris impatiens,,"",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,15,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1196,Micronephthys minuta,Micronephthys minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,19,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1197,Enipo torelli,Enipo torelli,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Enipo,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1198,Pholoe longa,Pholoe longa,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Pholoidae; Pholoe,4,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1199,Laonice cirrata,Laonice cirrata,,"",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae; Laonice,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1200,Myriochele heeri,Myriochele heeri,,"",,Animalia; Annelida; Polychaeta; Oweniida; Oweniidae; Myriochele,7,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1201,Polydora,Polydora,,"",,Animalia; Annelida; Polychaeta; Spionida; Spioniformia; Spionidae,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1202,Sabellidae,Sabellidae,,"",,Animalia; Annelida; Polychaeta; Sabellida,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1203,Tharyx cf kirkegaardi + cf marioni,Tharyx,,"",,Animalia; Annelida; Polychaeta; Spionida; Cirratuliformia; Cirratulidae,20,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1204,Aricidea cf catherinae + cf suecica/cf nolani,Aricidea,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1205,Cossura longocirrata,Cossura longocirrata,,"",,Animalia; Annelida; Polychaeta; Cossurida; Cossuridae; Cossura,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1206,Capitellidae cf Heteromastus + cf Mediomastus,Capitellidae,,"",,Animalia; Annelida; Polychaeta; Capitellida,7,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1207,Levinsenia gracilis,Levinsenia gracilis,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Levinsenia,11,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1208,Maldane sarsi,Maldane sarsi,,"",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Maldaninae; Maldane,34,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1209,Rhodine loveni,Rhodine loveni,,"",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Rhodininae; Rhodine,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1210,Scalibregma inflatum,Scalibregma inflatum,,"",,Animalia; Annelida; Polychaeta; Opheliida; Scalibregmatidae; Scalibregma,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149783,-128.133683,,
CMNA 2017-1211,Brania,Brania,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Nereidiformia; Syllidae; Exogoninae,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1212,Scoletoma impatiens,Lumbrineris impatiens,,"",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Lumbrineridae; Lumbrineris,16,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1213,Micronephthys minuta,Micronephthys minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Nephtyidacea; Nephtyidae; Micronephthys,17,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1214,Enipo torelli,Enipo torelli,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Polynoidae; Harmothoinae; Enipo,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1215,Nothria conchylega,Nothria conchylega,,"",,Animalia; Annelida; Polychaeta; Eunicida; Eunicea; Onuphidae; Hyalinoeciinae; Nothria,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1216,Pholoe minuta,Pholoe minuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Aphroditiformia; Aphroditacea; Pholoidae; Pholoe,4,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1217,Phyllodoce cf arenae + cf groenlandica,Phyllodoce,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Phyllodocidacea; Phyllodocidae,3,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1218,Sphaerodoropsis cf biseralis + cf minuta,Sphaerodoropsis,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Phyllodociformia; Phyllodocidacea; Sphaerodoridae,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1227,Aricidea cf catherinae + cf suecica/cf nolani,Aricidea,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1228,Barantolla americana,Barantolla americana,,"",,Animalia; Annelida; Polychaeta; Capitellida; Capitellidae; Barantolla,16,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1229,Cossura longocirrata,Cossura longocirrata,,"",,Animalia; Annelida; Polychaeta; Cossurida; Cossuridae; Cossura,7,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1230,Capitellidae cf Heteromastus + cf Mediomastus,Capitellidae,,"",,Animalia; Annelida; Polychaeta; Capitellida,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1231,Orbiniidae cf LeitoScoloplos + cf Scoloplos,Orbiniidae,,"",,Animalia; Annelida; Polychaeta; Orbiniida,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1232,Levinsenia gracilis,Levinsenia gracilis,,"",,Animalia; Annelida; Polychaeta; Orbiniida; Paraonidae; Levinsenia,26,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1233,Petaloproctus tenuis,Petaloproctus tenuis,,"",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Nicomachinae; Petaloproctus,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1234,Rhodine loveni,Rhodine loveni,,"",,Animalia; Annelida; Polychaeta; Capitellida; Maldanidae; Rhodininae; Rhodine,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-18,fluid,,"",Amundsen Gulf - west,"",71.149833,-128.133517,,
CMNA 2017-1235,Oligochaeta,Oligochaeta,,"",,Animalia; Annelida,2,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-15,fluid,,"",Kugmallit Canyon - centre,"",71.0223,-133.783117,,
CMNA 2017-1236,Syllis cornuta,Ehlersia cornuta,,"",,Animalia; Annelida; Polychaeta; Phyllodocida; Nereidiformia; Syllidae; Syllinae; Ehlersia,1,,"","Conlan, Kathleen E.",Arctic Ocean: Beaufort Sea,2002-9-15,fluid,,"",Kugmallit Canyon - centre,"",71.0223,-133.783117,,
