speckey,scientific_name
1146675,xxPolytrichum sp.
1146677,xxPsilopilum
1146678,xxPsilopilum laevigatum
1146679,xxAcaulon
1146680,xxAcaulon triquetrum
1146681,xxAloina
1146682,xxAloina rigida
1146683,xxAnoectangium
1146684,xxAnoectangium aestivum
1146685,xxBarbula
1146694,xxEucladium
1146695,xxEucladium verticillatum
1146696,xxGymnostomum
1146698,xxPhascum
1146700,xxPottia
1146702,xxPottia lanceolata
1146708,xxTimmiella
1146710,xxTortella
1146712,xxTortula
1146405,xxBryum pseudotrichetrum
1146407,xxBryum schleicheri
1146408,xxBryum sp.
1146411,xxMniobryum
1146413,xxPlagiobryum
1146415,xxPohlia
1146417,xxPohlia elongata
1146419,xxPohlia sp.
1146420,xxRhodobryum
1146421,xxRhodobryum roseum
1146422,cf. Bryum
1146423,cf. Bryum sp.
1146424,cf. Pohlia
1144131,xxRhynchosia
1145007,xxConnaraceae
1184393,xxCalamagrostis purpurascens subsp. arctica
1142940,xxCassia fistula
1142941,xxCassia grandis
1142943,xxCassia javanica
1146255,xxGrimmiales
1146257,xxDicranaceae
1146259,xxPottiaceae
1146260,xxAmblystegiaceae
1146261,xxAmblystegium
1146266,xxCampylium sp.
1146268,xxDrepanocladus pseudostramineus
1146270,xxDrepanocladus sp.
1146271,xxHygrohypnum
1146272,xxHygrohypnum sp.
1146274,xxScorpidium scorpioides
1146277,xxAmblystegium kochii
1142530,xxCeanothus
1142532,xxCeanothus sanguineus
1142533,xxCeanothus velutinus
1142537,xxColubrina
1142538,xxColubrina elliptica
1142539,xxColubrina glandulosa
1142972,xxCercis canadensis
1145487,"""Acer"""
1145488,"""Acer"" arcticum"
1146430,xxSyrrhopodon
1146432,xxClimaciaceae
1146433,xxClimacium
1146435,xxCryphaeaceae
1146436,xxCryphaea
1146438,xxDicranum
1146439,xxDicranum sp.
1146440,xxAmphidium
1146444,xxBrachydontium
1142700,xxCrassula aquatica
1141931,xxTrapaceae
1141934,xxPodostemales
1141935,xxPodostemaceae
1141944,xxKrameriaceae
1146445,xxBrachydontium trichodes
1146446,xxCampylopus
1146448,xxCynodontium
1146449,xxCynodontium polycarpum
1146450,xxDicranella
1146451,xxDicranella cerviculata
1146455,xxAnisothecium squarrosum
1146456,xxDicranoweisia
1146461,xxDicranum elongatum
1146462,xxDicranum leioneuron
1146465,xxOreas
1146466,xxOreas martiana
1146467,xxRhabdoweisia
1146469,xxTrematodon
1146470,xxTrematodon ambiguus
1146471,cf. Dicranella
1146472,cf. Dicranella sp.
1142749,xxSedum rhodanthum
1142750,xxSedum rosea
1142751,xxSedum rosea integrifolium
1142753,xxSedum sexangulare
1142754,xxSedum sp.
1142756,xxSedum stenopetalum
1142629,xxVitis
1142630,xxVitis acerfolia
1142631,xxVitis arizonica
1142632,xxVitis cinerea
1142634,xxVitis labrusca
1142636,xxVitis sp.
1142637,xxVitis tiliifolia
1142638,xxVitis vinifera
1142639,xxVitis vulpina
1145064,xxHippocastanaceae
1146771,xxTetraplodon angustatus
1146772,xxVoitia
1146775,xxMyurella
1146777,xxMyurella tenerrima
1143718,xxApios americana
1146623,cf. Meesia
1144529,xxArceuthobium
1144531,xxArceuthobium americanum
1144532,xxArceuthobium campulopodum
1144533,xxArceuthobium laricis
1144535,xxArceuthobium pusillum
1146425,cf. Pohlia sp.
1146426,xxBuxbaumiaceae
1146427,xxBuxbaumia
1146429,xxCalymperaceae
1144332,xxPhotinia
1144339,xxPotentilla Palustris
1144344,xxPotentilla glandulosa
1144345,xxPotentilla gracilis
1144347,xxPotentilla hippiana
1144348,xxPotentilla hookeriana
1144349,xxPotentilla hookeriana hookeriana
1144351,xxPotentilla multifida
1144352,xxPotentilla nivea
1144353,xxPotentilla norvegica
1146780,xxThuidiaceae
1146781,xxHeterocladium
1146789,xxTimmiaceae
1146790,xxTimmia
1146791,xxTimmia
1146797,xxTimmia megapolitana var. bavarica
1146805,UNASSIGNED
1146806,xxChara
1142721,xxRhodiola
1142722,xxRhodiola rosea
1142727,xxSedum
1142728,xxSedum acre
1142729,xxSedum album
1142731,xxSedum annum
1144354,xxPotentilla palustris
1144355,xxPotentilla pensylvanica
1144356,xxPotentilla pensylvanica var. strigosa
1144357,xxPotentilla plattensis
1144359,xxPotentilla recta
1144360,xxPotentilla tridentata
1144361,xxPrunus
1144362,xxPrunus avium
1144364,xxPrunus domestica
1144366,xxPrunus ilicifolia
1144367,xxPrunus melanocarpa
1144368,xxPrunus pensylvanica
1144369,xxPrunus serotina
1144370,xxPrunus sp.
1144371,xxPrunus sp. nov.
1144372,xxPrunus virginiana
1145984,xxCicuta
1145985,xxCicuta bulbifera
1145986,xxCicuta douglasii
1145987,xxCicuta maculata
1144183,xxCassia bicapsularis
1144201,xxParnassia
1144202,xxParnassia asarifolia
1144203,xxParnassia kotzebuei
1144204,xxParnassia multiseta
1144205,xxParnassia palustris
1144206,xxParnassia palustris var. neogaea
1144207,xxParnassia parviflora
1144212,xxPhiladelphaceae
1144225,xxPhiladelphus x cymosus sp.
1144226,xxPittosporaceae
1142738,xxSedum hispanicum
1142741,xxSedum lanceolatum
1142747,xxSedum purpureum
1142748,xxSedum reflexum
1142757,xxSedum telephium
1142758,xxSedum telephium maximum
1142759,xxSedum villosum
1142773,xxCunoniaceae
1146017,xxHeracleum
1146019,xxHeracleum lanatum
1146770,xxTetraplodon
1146286,xxCalliergon sp.
1146287,xxCalliergon trifarium
1146288,xxCampylium arcticum
1146292,xxChrysophyllum
1146301,xxDrepanocladus exannulatus
1146312,xxDrepanocladus crassicostatus
1146313,xxDrepanocladus fluitans
1146314,xxDrepanocladus lycopodioides
1146316,xxDrepanocladus revolvens
1141333,xxMyrtaceae
1146948,xxAbies
1146953,xxPinus sp.
1146954,xxAbies Milleri
1146956,xxAbies balsamea
1146957,xxAbies bracteata
1146958,xxAbies concolor
1146960,xxAbies fraseri
1146961,xxAbies grandis
1146962,xxAbies lasiocarpa
1146963,xxAbies magnifica
1146966,xxAbies procera
1146967,xxAbies sp.
1146279,xxCalliergon
1146284,xxCalliergon richardsonii
1143827,xxMedicago lupulina
1144682,xxOlacaceae
1145830,xxAralia
1145831,xxAralia californica
1145832,xxAralia hispida
1145833,xxAralia nudicaulis
1145835,xxAralia racemosa
1145836,xxAralia spinosa
1141726,xxEpilobium sp.
1141733,xxGaura
1141734,xxGaura glabra
1143878,xxPsoralea
1143879,xxPsoralea argophylla
1143880,xxPsoralea cuspidata
1141013,xxMentha
1141014,xxMentha arvensis
1141016,xxMentha piperita
1141020,xxMonarda
1141021,xxMonarda fistulosa
1141022,xxMonarda fistulosa var. menthaefolia
1142852,xxRibes
1142853,xxRibes americanum
1142854,xxRibes aureum
1143787,xxGalactia
1143815,xxLupinus
1141031,xxPrunella vulgaris
1141041,xxScutellaria galericulata
1181482,xxCalliergidium
1146206,xxRetziaceae
1146211,Anthophyta; Coniferophyta
1146217,xxEquisetum arvense
1146218,xxEquisetum fluviatile
1146220,xxEquisetum hyemale
1146221,xxEquisetum hyenale
1146222,xxEquisetum limosum
1146223,xxEquisetum litorale
1146225,xxEquisetum maximum
1143817,xxLupinus argenteus
1141692,xxOnagraceae
1141702,xxCalylophus serrulatus
1141713,xxClarkia purpurea
1142093,xxPolygalaceae
1141199,xxDecodon
1141200,xxDecodon verticillatum
1146227,xxEquisetum scirpoides
1146228,xxEquisetum sp.
1146974,xxLarix
1146975,xxLarix laricina
1146976,xxLarix occidentalis
1146977,xxLarix sp.
1146978,xxPicea abies
1146980,xxPicea engelmanni
1146981,xxPicea glauca
1146982,xxPicea mariana
1146985,xxPicea sitchensis
1146991,xxPinus banksiana
1146994,xxPinus contorta var. murrayana
1146995,xxPinus flexilis
1146996,xxPinus lambertiana
1146997,xxPinus monticala
1146999,xxPinus mugo
1147000,xxPinus nigra
1147003,xxPinus resinosa
1147004,xxPinus rigida
1147005,xxPinus strobus
1147006,xxPinus sylvestris
1147008,xxPinus tetrafoliia
1141715,xxEpilobium
1141716,xxEpilobium adenocaulon
1141718,xxEpilobium clavatum
1141720,xxEpilobium hirsutum
1141721,xxEpilobium hornemanii
1141722,xxEpilobium latifolium
1142503,xxRafflesiales
1142504,xxRafflesiaceae
1142510,xxRhamnales
1141109,xxCombretaceae
1143845,xxOxytropis maydelliana
1143847,xxOxytropis podocarpa
1143848,xxOxytropis sericea
1143849,xxOxytropis sericea var. spicata
1143850,xxOxytropis terrae-novae
1143851,xxOxytropis viscida
1143862,xxPhaseolus
1144737,xxSantalaceae
1142857,xxRibes grossularia
1142859,xxRibes hudsonianum
1142862,xxRibes missouriense
1142864,xxRibes odoratum
1142866,xxRibes rotundifolium
1142867,xxRibes rubrum
1142868,xxRibes setosum
1142869,xxRibes sp.
1142870,xxRibes triste
1143911,xxTrifolium repens
1143914,xxVicia
1143916,xxVicia caroliniana
1143917,xxVicia cracca
1143918,xxVicia villosa
1141541,xxMetrosideros
1141788,xxOenothera flava
1144754,xxComandra
1142891,xxLeguminosae
1143630,xxMimosa pigra
1143631,xxMimosa strigillosa
1141173,xxLythraceae
1141791,xxOenothera fruticosa
1141810,xxOenothera perennis
1141201,xxDecodon verticilllatum
1146229,xxEquisetum sylvaticum
1146232,xxAnnularia
1146236,xxCalamites
1146239,xxCalamostachys
1146249,xxSphenophyllum sp.
1142516,xxRhamnaceae
1185543,xxElymus diversiglumis
1149608,XXCostazia
1149611,XXCostazia surcularis
1149612,XXCostazia ventricosa
1149615,XXReteporella
1149620,XXChapperiidae
1149621,XXChapperia
1149633,XXHippopodinella
1149639,XXColletosia
1149652,XXLyrula
1147439,xxIsoetes butleri
1147441,xxIsoetes echinospora
1147442,xxIsoetes engelmanni
1147443,xxIsoetes flaccida
1147444,xxIsoetes flettii
1147445,xxIsoetes foveolata
1147446,xxIsoetes howellii
1147448,xxIsoetes lacustris
1147496,xxPsilotum nudum
1147497,xxPsilotum sp.
1147498,xxPsilotum triquetrum
1149665,XXEinhornia crustulenta
1149674,XXEscharella
1147449,xxIsoetes lithophila
1147450,xxIsoetes macrospora
1147451,xxIsoetes melanopoda
1147452,xxIsoetes muricata
1147453,xxIsoetes nuttallii
1147456,xxIsoetes orcuttii
1147457,xxIsoetes paupercula
1147460,xxIsoetes riparia
1147462,xxIsoetes saccharata
1147463,xxIsoetes truncata
1147464,xxIsoetes tuckermanii
1147465,xxIsoetes virginica
1147472,xxSelaginella kraussiana
1147542,xxArachniodes
1147544,xxCtenitis
1147546,xxCyclopeltis
1147547,xxCyclopeltis semicordata
1147548,xxCyrtomium
1147549,xxCyrtomium falcatum
1147550,xxDryopteris
1147551,xxDryopteris arguta
1147552,xxDryopteris cristata
1147557,xxDryopteris fragrans
1147558,xxDryopteris goldiana
1147559,xxDryopteris linnaeana
1147560,xxDryopteris ludoviciana
1147561,xxDryopteris noveboracense
1147562,xxDryopteris spinulosa
1147564,xxDryopteris thelypteris
1147567,xxLastreopsis
1147573,xxMatteuccia
1147575,xxMatteuccia struthiopteris
1147576,xxOnoclea
1147577,xxOnoclea sensibilis
1147578,xxOnoclea struthiopteris
1149802,XXMyriozoidae
1149805,XXMyriozoum
1149807,XXMyriozoum subgracile
1149813,XXColeopora
1149822,XXPhylactellidae
1147318,xxFossombronia
1147319,xxFossombronia pusilla
1147320,xxFossombronia wondraczekii
1148309,xxPityrogramma austroamericana
1149829,XXReteporidae
1148255,xxCryptogrammataceae
1148329,xxCheilanthes covillei
1148330,xxCheilanthes feei
1148331,xxCheilanthes gracillima
1148332,xxCheilanthes lanosa
1148336,xxCheilanthes siliquosa
1148338,xxCheilanthes villosa
1148339,xxCheilanthes wrightii
1149842,XXRhamphostomellidae
1149853,XXHippoporina reticulatopunctata
1147683,xxElaphoglossum conforme
1147685,xxElaphoglossum reticulatum
1148375,xxAzollaceae
1148376,xxAzolla
1148379,xxSalvinia
1148380,xxSalvinia rotundifolia
1147633,xxPhyllitis
1147634,xxPhyllitis scolopendrium
1147635,xxPhyllitis scolopendrium var. americanum
1147637,xxAthyrium
1147638,xxAthyrium alpestre
1147890,xxSaccoloma
1147891,[Saccoloma campylura
1147892,[Saccoloma chartaceum
1147893,xxSaccoloma domingense
1147894,[Saccoloma elegans
1147895,[Saccoloma ferulaceum
1147896,xxSaccoloma inaequale
1147897,[Saccoloma moluccanum
1147899,xxCibotium
1147904,[Culcita
1147905,[Culcita coniifolia
1147906,[Culcita copelandii
1147907,[Culcita macrocarpa
1147908,[Culcita straminea
1147909,[Culcita villosa
1147910,[Cystodium
1147911,[Cystodium sorbifolium
1147738,xxDoodia sp.
1147995,xxDicksoniaceae
1147930,xxLindsaeaceae
1147294,xxMarchantiales
1147295,xxAytoniaceae
1147296,xxReboulia
1147299,xxConocephalaceae
1147322,xxMylia
1147328,xxLophocolea heterophylla
1147329,xxRiellaceae
1147330,xxRiella
1147332,xxSphaerocarpaceae
1147335,xxTargioniaceae
1147336,xxTargionia
1147337,xxTargionia hypophylla
1148003,xxDicranopteris
1148005,xxDicranopteris flexuosa
1148006,xxDicranopteris linearis
1148007,xxDicranopteris pectinata
1148013,xxGleichenia bifida
1148023,xxGleichenia sp.
1148027,xxSticherus
1148035,xxCallistopteris baldwinii
1147302,xxMarchantiaceae
1147303,xxBucegia
1147304,xxBucegia romanica
1147305,xxPreissia
1147307,xxRicciaceae
1147308,xxRiccia
1147310,xxRiccia frostii
1147311,xxAneuraceae
1147312,xxRiccardia
1147313,xxRiccardia pinguis
1147314,xxCleveaceae
1147315,xxPeltolepis
1147316,xxPeltolepis quadrata
1147317,xxCodoniaceae
1147397,xxLepidodendron cf. latifolium
1147409,xxLepidolphloios sp.
1147410,xxLepidophyllum
1147412,xxLepidostrobus
1147414,xxLepidostrobus sp.
1147421,xxSigillaria sp.
1147426,xxStigmaria sp.
1147428,xxSyringodendron sp.
1147432,xxLepidostrobus
1148196,xxPolypodium lineare
1147613,xxAsplenium
1147615,xxAsplenium adiantum-nigrum
1147623,xxAsplenium macraei
1147624,xxAsplenium nidus
1147626,xxAsplenium platyneuron
1147629,xxAsplenium trichomanes
1147630,xxAsplenium viride
1147631,xxCamptosorus
1147632,xxCamptosorus rhizophyllus
1147640,xxAthyrium angustum
1147641,xxAthyrium asplenoides
1147645,xxAthyrium filix-femina
1147646,xxAthyrium filix-femina angustum
1147647,xxAthyrium filix-femina cyclosorum
1147649,xxAthyrium japonicum
1147651,xxAthyrium poiretianum
1147652,xxAthyrium pycnocarpum
1147653,xxAthyrium thelypterioides
1147709,xxThelypteris
1147710,xxThelypteris palustris
1147711,xxThelypteris phegopteris
1147713,xxBlechnaceae
1147714,xxBlechnum
1147725,xxBlechnum occidentalis
1147726,xxBlechnum orientale
1148046,xxTrichomanes
1148055,xxMarattiales
1148064,xxMarsilea
1147664,xxCystopteris fragilis
1147665,xxCystopteris fragilis var. mackayii
1147666,xxDiplazium
1147670,xxGymnocarpium
1147671,xxGymnocarpium disjuncta
1147672,xxGymnocarpium dryopteris
1147675,xxLomariopsidaceae
1147677,xxBolbitis cladorhizans
1147681,xxElaphoglossum
1147731,xxDoodia
1148515,xxOsmundales
1147739,xxLorinseria
1147740,xxLorinseria areolata
1147743,xxSadleria
1147744,xxSadleria cyatheoides
1147747,xxStenochlaena
1147751,xxWoodwardia
1147752,xxWoodwardia areolata
1147753,xxWoodwardia chamissoi
1147754,xxWoodwardia fimbriata
1147773,xxCyathea andina
1147774,xxCyathea arborea
1148066,xxMarsilea concinna
1148067,xxMarsilea quadrifolia
1148079,xxCladophlebis
1148080,xxCladophlebis virginiensis
1149884,XXScrupocellariidae
1148178,xxMicrogramma
1149909,XXSertellidae
1149915,XXCodonellina
1147438,xxIsoetes braunii
1148131,xxPolypodiaceae
1148179,xxMicrogramma lycopodioides
1148180,xxMicrosorium
1148184,xxPhymatoides lucida
1148191,xxPolypodium
1148194,xxPolypodium hesperium
1149677,XXEscharella ventricosa
1150014,XXVittaticellidae
1148518,xxOsmunda sp.
1149552,XXCabereidae
1148489,xxBotrychium dissectum
1148490,xxBotrychium lanceolatum
1148491,xxBotrychium lunaria
1148492,xxBotrychium simplex
1148493,xxBotrychium virginianum
1148508,xxFilicales
1149592,XXCellepora surcularis
1184545,xxAchnatherum richardsonii
1185463,?Pascoleymus
1185465,?Pascoleymus bowdenii
1182554,xxCalliergonella cuspidata var. brevifolia
1184387,xxArtemisia borealis v. latisecta
1183820,phyllopeltula
1185700,xxMicranthes foliolosa
1185587,xxJuncus ensifolius var. ensifolius
1167121,xxUlvella
1167145,xxStenotus acaulis var. acaulis
1167146,xxStenotus acaulis var. glabratus
1169896,xxDeschampsia cespitosa subsp. glauca
1169911,xxFestuca rubra subsp. richardsonii
1167368,xxDryopteris austriaca var. dilatata
1167378,***Anomiopus melancolicus
1167391,?Elyleymus turneri
1167430,xxPoa abbreviata subsp. pattersonii
1169518,xxDasiphora fruticosa
1182271,Prion
1182273,Mammalian Prions
1165737,xxWoodsia confusa
1168972,xxScorpidium cossoni
1166919,xxGoniophlebium triseriale
1167222,xxArnica chamissonis var. incana
1167223,xxArnica frigida
1171064,xxAntennaria media subsp. compacta
1165743,xxPotamogeton porsildiorum
1171100,xxEpilobium latifolium
1166494,xxMarsilea vestita subsp. tenuifolia
1167361,Virus
1167363,Ranavirus
1166545,xxErythropeltidaceae
1169461,xxAchnatherum nelsonii
1169462,xxAchnatherum nelsonii subsp. dorei
1169463,xxAchnatherum nelsonii subsp. nelsonii
1166599,xxGomphoneis geitleri
1167364,Frog Erythrocytic Virus
1167367,xxDryopteris austriaca
1166932,xxTrimorpha acris var. kamtschatica
1166293,xxCharophyceae
1180409,BUPRESTIDAE TEMP
1165867,xxAlopecurus macounii
1165874,xxArctagrostis latifolia subsp. nahanniensis
1166475,xxAntennaria compacta
1166752,xxAster falcatus var. falcatus
1166953,xxRhizoclonium lacustre
1165890,xxArctophila brizoides
1165891,xxArctophila tricopoda
1182116,xxCardamine pratensis subsp. polemonioides var. angustifolia
1174491,xxHieracium kalmii var. subintegrum
1174437,xxBrachythecium curtum
1175984,xxArnica lonchophylla subsp. lonchophylla
1173254,xxElymus repens
1174442,xxHypnum subimponens var. cristulum
1172738,xxCardamine pratensis subsp. polemonioides
1175943,xxLechea mucronata
1172517,xxPoa paucispicula
1173623,xxSalix aurita
1173625,xxSalix x pendulina
1172624,xxArabis boivinii
1171006,xxJuncus alpinoarticulatus subsp. nodulosus
1168289,xxSalix niphoclada
1168014,xxValeriana uliginosa
1169479,xxErigeron acris subsp. debilis
1169580,xxEricameria nauseosa
1169582,xxEricameria nauseosa subsp. nauseosa var. glabrata
1174031,xxBrachyactis ciliata subsp. laurentiana
1169780,xxDeschampsia glauca
1169806,xxAgropyron latiglume
1169808,xxAlopecurus borealis
1174187,xxArtemisia dracunculus var. pratorum
1172572,xxHulteniella integrifolia
1172605,xxCarex atrofusca var. major
1169028,xxNeobeckia aquatica
1170944,xxAndropogon capillipes
1179664,xxDraba incerta var. peasei
1179528,xxArctous rubra
1080074,xxRanunculus aquatilis var. eradicatus
1082182,xxAmaranthus fimbriatus var. denticulatus
1179120,TYhinobatini
1007698,xxFunaria groutiana var. groutiana
1091406,xxLotus purshianus var. purshianus
1010542,xxJungermannia exsertifolia var. pendletonii
1178928,xxPedicularis arctica
1092832,xxMetrosideros polymorpha var. glaberrima var. glaberrima
1181444,xxMelanelixia subargentifera
1180324,TEMP
1009318,xxAnoectangium tenuinerve
1178091,listronotus suturalis
1175911,xxViola bicolor
1105782,xxErigeron speciosus var. mollis
1105405,xxDubautia platyphylla var. leptophylla
1105847,xxEupatorium album var. glandulosum
1009388,xxTimmiella anomalla
1105891,xxEupatorium linearifolium
1174594,xxArenaria stricta
1177368,xxDeschampsia sukatschewii subsp. borealis
1175687,xxJuncus pylaei
1175688,xxJuncus exiguus
1085288,xxMentzelia albicaulis var. albicaulis
1010141,xxGrimmia ovataeformis
1010148,xxGrimmia pulvinata var. africana
1177308,xxCirsium horridulum var. vittatum
1175792,xxChrysanthemum arcticum
1104296,xxAster occidentalis var. parishii
1104519,xxBidens cynapiifolia var. portoricensis
1105370,xxDubautia laxa var. hispida
1105376,xxDubautia laxa var. skottsbergii
1105385,xxDubautia menziesii var. angustifolia
1104529,xxBidens eatonii var. fallax
1104534,xxBidens eatonii var. mutabilis
1104545,xxBidens heterodoxa var. agnostica
1185535,xxtest
1103988,xxArnica chamissonis subsp. foliosa var. maguirei
1106136,xxGrindelia paludosa
1104847,xxChaenactis alpina var. leucopsis
1136515,xxArctostaphylos uva-ursi
1137876,xxHelianthemum aldersonii
1135121,xxUtricularia subulata
1131452,xxSparganium eurycarpum
1135837,xxRumex acetosella
1136175,xxCrossosomataceae
1105701,xxErigeron maguirei var. harrisonii
1108487,xxVernonia fasciculata subsp. corymbosa
1107575,xxPrenanthes racemosa subsp. multiflora
1100189,xxCallitriche anceps
1104594,xxBidens pilosa var. bimucronata
1104604,xxBidens sandvicensis var. antrorsa
1106195,xxHaplopappus bloomeri subsp. sonnii
1105919,xxEupatorium recurvans
1143490,xxGymnocladus dioica
1145826,xxAraliaceae
1146282,xxCalliergon cuspidatum
1096766,xxUrechites lutea var. lutea
1106596,xxHieracium kalmii var. kalmii
1104612,xxBidens skottsbergii var. pololuensis
1106224,xxHaplopappus integrifolius subsp. scaberulus
1106232,xxHaplopappus lanuginosus subsp. andersonii
1109812,xxCarex krausei subsp. porsildiana
1177495,xxThymophylla pentachaeta
1081154,xxBetula nana subsp. exilis
1082414,xxMontia fontana subsp. variabilis
1138585,xxHamamelidaceae
1146719,xxPtychomitriaceae
1103851,xxAmbrosia psilostachya var. lindhemerana
1096678,xxApocynum androsaemifolium subsp. androsaemifolium var. androsaemifolium
1096683,xxApocynum androsaemifolium subsp. pumilum var. tomentellum
1096692,xxCatharanthus
1130102,xxPotamogeton crispus
1130939,xxCommelinales
1104163,xxAster chilensis var. sonomensis
1102286,xxPinguicula macroceras var. macroceras
1109234,xxJuncus alpinus subsp. nodulosus var. rariflorus
1109542,xxCarex artitecta var. artitecta
1109552,xxCarex atratiformis subsp. atratiformis
1109258,xxJuncus bufonius var. halophilus
1109265,xxJuncus canadensis var. euroauster
1104181,xxAster cordifolius var. racemiflorus
1104189,xxAster drummondii subsp. parviceps
1104195,xxSymphyotrichum dumosum var. pergracilis
1146473,cf. Dicranum
1144414,xxSpiraea douglasii
1144798,xxAceraceae
1146505,xxEncalypta alpina
1146326,cf. Amblystegium serpens var. juratzkanum
1096414,xxLabordia molokaiana var. congesta
1096420,xxLabordia nelsonii
1105014,xxCirsium arvense var. arvense f. albiflorum
1105028,xxCirsium callilepis var. oregonense
1104488,xxBerlandiera lyrata var. macrophylla
1104501,xxBidens awaluana
1108372,xxThelesperma subnudum var. subnudum
1139723,xxActaea pachypoda
1100306,xxPolypremum procumbens
1109505,xxCarex alligata var. alligata
1135298,xxMimulus guttatus
1135740,xxPhytolacca
1137476,xxPopulus deltoides wislizeni
1136111,xxSmelowskia calycina
1140855,xxMyriophyllum verticillatum
1139335,xxBrasenia schreberi
1138020,xxCasearia arborea
1144756,xxComandra pallida
1105611,xxErigeron compositus var. glabratus
1096880,xxCynanchum barbigerum var. barbigerum
1104202,xxAster ericoides subsp. ericoides var. ericoides
1104228,xxAster glaucodes subsp. glaucodes
1108125,xxSolidago uliginosa var. terrae-novae
1106097,xxGrindelia arizonica var. microphylla
1131027,xxXyris indica
1131265,xxSchizachyrium
1130689,xxPandanales
1133358,xxCalotropis
1105506,xxEncelia virginensis subsp. actonii
1108249,xxTaraxacum brachyceras
1111307,xxCalamagrostis inexpansa
1114029,xxStreptopus amplexifolius var. papillatus
1101181,xxPedicularis lanata subsp. lanata
1105626,xxErigeron divergens var. divergens
1111315,xxCalamagrostis lapponica var. groenlandica
1096368,xxLabordia fagraeoidea var. saint-johniana
1096374,xxLabordia glabra var. glabra
1096724,xxOchrosia kondoi
1137944,xxEchinocystis
1137953,xxFevillea cordifolia
1137965,xxLuffa cylindrica
1135970,xxBarbarea
1135352,xxVerbascum blattaria
1136414,xxEmpetraceae
1137526,xxSalix petiolaris
1136121,xxThlaspi arvense
1104114,xxArtemisia tilesii subsp. tilesii
1106492,xxHesperomannia arborescens subsp. arborescens
1106498,xxHesperomannia arbuscula subsp. oahuensis var. oahuensis
1106248,xxHaplopappus racemosus subsp. brachycephalus
1109685,xxCarex eleocharis
1104674,xxBrickellia brachyphylla var. brachyphylla
1104513,xxBidens cosmoides var. cosmoides
1110638,xxRhynchospora cephalantha var. pleiocephala
1096393,xxLabordia hirtella var. hispidior
1135972,xxBarbarea vulgaris
1104252,xxAster laevis var. guadalupensis
1104259,xxAster lateriflorus var. hirsuticaulis
1104270,xxAster linariifolius var. victorinii
1104278,xxAster macrophyllus var. pinguifolius
1105133,xxCirsium tioganum
1096595,xxLeiphaimos
1103888,xxAntennaria gaspensis
1103904,xxAntennaria neodioica subsp. neodioica
1136013,xxDescurainia richardsonii
1146955,xxAbies amabilis
1146990,xxPinus australis
1147002,xxPinus ponderosa
1075633,calciseda
1078904,xxBotrychium simplex var. compositum
1085289,xxMentzelia albicaulis var. ctenophora
1085574,xxSalix planifolia subsp. planifolia var. planifolia
1110973,xxAndropogon gerardii var. gerardii
1079132,xxCycadaceae
1074599,xxTuckermannopsis platyphylla
1113436,xxAllium cernuum var. neomexicanum
1087799,xxWeinmannia pinnata
1085498,xxSalix geyeriana var. geyeriana
1086212,xxDraba glabella var. pycnosperma
1083104,xxStellaria monantha
1114905,xxPlatanthera albida
1083808,xxPolygonum persicaria var. persicaria
1086324,xxErophila verna subsp. verna
1079809,xxCaltha leptosepala subsp. howellii
1104338,xxAster radula var. radula
1103974,xxArnica alpina var. attenuata
1104354,xxAster spectabilis
1104368,xxAster subulatus var. obtusifolius
1104871,xxChaenactis glabriuscula var. tenuifolia
1105114,xxCirsium quercetorum var. quercetorum
1083900,xxRumex hymenosepalus var. hymenosepalus
1087627,xxAndrosace chamaejasme subsp. chamaejasme var. arctica
1087634,xxAndrosace septentrionalis var. glandulosa
1087639,xxAndrosace septentrionalis var. subumbellata
1085372,xxStrychnos torreyi var. torreyi
1084837,xxIsodendrion forbesii
1084846,xxIsodendrion molokaiense
1078760,xxIsoetes bolanderi var. pygmaea
1078449,xxThelypteris hawaiiensis
1077929,xxAdiantum pedatum subsp. calderi
1078163,xxAsplenium platyneuron var. proliferum
1078309,xxDryopteris patula var. rossii
1078622,xxPteridium aquilinum subsp. caudatum var. caudatum
1104104,xxArtemisia rupestris subsp. woodii
1089260,xxPotentilla pulchella var. gracilicaulis
1104578,xxBidens micrantha var. kaalana
1104586,xxBidens napaliensis
1106181,xxHaplopappus acaulis var. acaulis
1104882,xxChaenactis stevioides var. thornberi
1105588,xxErigeron brandegei
1105869,xxEupatorium fernaldii
1108653,xxSagittaria latifolia var. pubescens
1085085,xxPiriqueta caroliniana var. exasperata
1085116,xxPassiflora lutea var. glabriflora
1085806,xxArabis lemmonii var. paddoensis
1085812,xxArabis lyrata var. glabra
1078627,xxPteridium aquilinum subsp. aquilinum var. pseudocaudatum
1078190,xxAsplenium sintenisii
1104705,xxBrickellia leptophylla var. leptophylla
1105398,xxDubautia plantaginea var. acridentata
1105406,xxDubautia platyphylla var. platyphylla
1104409,xxBaccharis halimifolia var. halimifolia
1104562,xxBidens macrocarpa var. ovatifolia
1105414,xxDubautia sherffiana var. sherffiana
1089159,xxPotentilla concinna var. macounii
1085549,xxSalix myrtillifolia var. myrtillifolia
1085944,xxBraya novae-angliae subsp. novae-angliae var. interior
1104070,xxArtemisia longiloba
1104860,xxChaenactis douglasii var. rubricaulis
1085873,xxArabis sparsiflora var. subvillosa
1104374,xxAster tardiflorus var. vestitus
1106010,xxGaillardia mexicana
1084942,xxViola macloskeyi
1084949,xxViola maviensis var. maviensis
