speckey,scientific_name
1096394,xxLabordia hirtella var. imbricata
1096395,xxLabordia hirtella var. laevis
1096396,xxLabordia hirtella var. laevisepala
1096397,xxLabordia hirtella var. microcalyx
1096701,xxErvatamia
1096702,xxErvatamia coronaria
1096743,xxRauvolfia helleri
1096744,xxRauvolfia mauiensis
1096745,xxRauvolfia molokaiensis
1096746,xxRauvolfia molokaiensis var. molokaiensis
1096747,xxRauvolfia molokaiensis var. parvifolia
1096749,xxRauvolfia remotiflora
1096751,xxRauvolfia sandwicensis var. sandwicensis
1096752,xxRauvolfia sandwicensis var. subacuminata
1100255,xxPlantago media
1096531,xxGentiana bisetaea
1096570,xxGentianella tenella
1096571,xxGentianella tenella subsp. pribilofii
1096572,xxGentianella tenella subsp. tenella
1096602,xxMicrocala quadrangularis
1096355,xxLabordia decurrens var. decurrens
1096356,xxLabordia decurrens var. pocillata
1096358,xxLabordia degeneri var. degeneri
1096359,xxLabordia degeneri var. subcarinata
1096677,xxApocynum androsaemifolium subsp. androsaemifolium
1096679,xxApocynum androsaemifolium subsp. androsaemifolium var. griseum
1096680,xxApocynum androsaemifolium subsp. androsaemifolium var. incanum
1096681,xxApocynum androsaemifolium subsp. pumilum
1096682,xxApocynum androsaemifolium subsp. pumilum var. pumilum
1096684,xxApocynum androsaemifolium subsp. pumilum var. woodsonii
1096686,xxApocynum cannabinum var. cannabinum
1096687,xxApocynum cannabinum var. glaberrimum
1096688,xxApocynum cannabinum var. hypericifolium
1096693,xxCatharanthus roseus
1096361,xxLabordia fagraeoidea var. conferta
1096362,xxLabordia fagraeoidea var. fagraeoidea
1096364,xxLabordia fagraeoidea var. humei
1096365,xxLabordia fagraeoidea var. jugorum
1096366,xxLabordia fagraeoidea var. longisepala
1096367,xxLabordia fagraeoidea var. multinervia
1096369,xxLabordia fagraeoidea var. septentrionalis
1096370,xxLabordia fagraeoidea var. sessilis
1096371,xxLabordia fagraeoidea var. simulans
1096372,xxLabordia fagraeoidea var. waianaeana
1096373,xxLabordia glabra
1096376,xxLabordia glabra var. orientalis
1096717,xxOchrosia forbesii
1096350,xxLabordia baillonii
1096352,xxLabordia cyrtandrae var. cyrtandrae
1096353,xxLabordia cyrtandrae var. nahikuana
1096354,xxLabordia decurrens
1096719,xxOchrosia hamakuaensis
1096720,xxOchrosia holei
1096723,xxOchrosia konaensis
1096725,xxOchrosia lamoureuxii
1096726,xxOchrosia microcalyx
1096729,xxPlumeria krugii
1096737,xxPteralyxia caumiana
1096741,xxRauvolfia degeneri
1096742,xxRauvolfia forbesii
1096378,xxLabordia hedyosmifolia var. centralis
1096379,xxLabordia hedyosmifolia var. grayana
1096380,xxLabordia hedyosmifolia var. hedyosmifolia
1096381,xxLabordia hedyosmifolia var. hosakana
1096382,xxLabordia hedyosmifolia var. kilaueana
1096383,xxLabordia hedyosmifolia var. magnifolia
1096384,xxLabordia hedyosmifolia var. robusta
1096385,xxLabordia hedyosmifolia var. rockii
1096386,xxLabordia hedyosmifolia var. skottsbergii
1105933,xxAgeratina altissima var. angustata
1105935,xxEupatorium rugosum var. rugosum
1106505,xxHeterotheca breweri
1104880,xxChaenactis stevioides var. brachypappa
1104881,xxChaenactis stevioides var. stevioides
1105499,xxEncelia farinosa var. phenicodonta
1105500,xxEncelia farinosa var. radians
1105502,xxEncelia frutescens var. frutescens
1105507,xxEncelia virginensis subsp. virginensis
1105510,xxEnceliopsis argophylla var. argophylla
1105511,xxEnceliopsis argophylla var. grandiflora
1105977,xxFilaginella uliginosum
1105865,xxEupatorium cuneifolium
1105907,xxEupatorium perfoliatum var. cuneatum
1105910,xxEupatorium petaloideum
1105912,xxEupatorium polyneuron
1105916,xxEupatorium purpureum var. amoenum
1105922,xxEupatorium resinosum var. kentuckiense
1105923,xxEupatorium resinosum var. resinosum
1106594,xxHieracium kalmii
1106595,xxHieracium kalmii var. fasciculatum
1106251,xxHaplopappus racemosus subsp. halophilus
1106470,xxHemizonia lutescens
1106471,xxHemizonia luzulifolia
1106473,xxHemizonia luzulifolia subsp. rudis
1104691,xxBrickellia eupatorioides var. ozarkana
1105885,xxEupatorium lecheifolium
1108649,xxSagittaria latifolia var. latifolia
1108650,xxSagittaria latifolia var. latifolia f. gracilis
1108651,xxSagittaria latifolia var. latifolia f. hastata
1104609,xxBidens sandvicensis var. setosa
1104610,xxBidens skottsbergii
1104611,xxBidens skottsbergii var. conglutinata
1104613,xxBidens skottsbergii var. skottsbergii
1104614,xxBidens stokesii
1104620,xxBidens waianensis
1104621,xxBidens waimeana
1106493,xxHesperomannia arborescens subsp. bushiana
1106494,xxHesperomannia arborescens subsp. swezeyi
1106496,xxHesperomannia arbuscula subsp. arbuscula
1106497,xxHesperomannia arbuscula subsp. oahuensis
1106499,xxHesperomannia arbuscula subsp. oahuensis var. pearsallii
1105946,xxEupatorium vaseyi
1105555,xxErigeron acris var. asteroides
1105556,xxErigeron acris var. debilis
1105317,xxDendranthema arcticum
1106214,xxHaplopappus greenei var. greenei
1106215,xxHaplopappus greenei var. mollis
1106223,xxHaplopappus integrifolius subsp. integrifolius
1106228,xxHaplopappus lanceolatus var. sublanatus
1106229,xxHaplopappus lanceolatus var. tenuicaulis
1106230,xxHaplopappus lanceolatus var. vaseyi
1106233,xxHaplopappus lanuginosus subsp. lanuginosus
1105961,xxEuthamia pulverulenta
1105968,xxEvax caulescens var. humilis
1104658,xxBrachyactis
1104660,xxBrachyactis ciliata subsp. angusta
1104662,xxBradburia
1108652,xxSagittaria latifolia var. obtusa
1109367,xxJuncus pervetus
1104670,xxBrickellia atractyloides var. atractyloides
1105349,xxDubautia ciliolata var. juniperoides
1105350,xxDubautia ciliolata var. trinervia
1105352,xxDubautia demissifolia var. demissifolia
1105353,xxDubautia demissifolia var. verticillata
1105360,xxDubautia kohalae
1105362,xxDubautia laevigata var. laevigata
1105363,xxDubautia laevigata var. parvifolia
1106256,xxHaplopappus ravenii
1106259,xxHaplopappus scopulorum var. hirtellus
1104369,xxAster subulatus var. sandwicensis
1104370,xxAster subulatus var. subulatus
1104373,xxAster tardiflorus var. tardiflorus
1104379,xxAster umbellatus
1106260,xxHaplopappus scopulorum var. scopulorum
1106267,xxHaplopappus uniflorus subsp. howellii
1106274,xxHaplopappus venetus subsp. venetus
1104704,xxBrickellia leptophylla
1104706,xxBrickellia leptophylla var. mexicana
1109164,xxTradescantia ohiensis var. foliosa
1109165,xxTradescantia ohiensis var. ohiensis
1109166,xxTradescantia ohiensis var. paludosa
1105319,xxDendranthema arcticum subsp. polare
1105393,xxDubautia nagatae
1105395,xxDubautia paludicola
1105399,xxDubautia plantaginea var. glandulosa
1105400,xxDubautia plantaginea var. pauoaensis
1105402,xxDubautia plantaginea var. platyphylla
1105403,xxDubautia plantaginea var. strigosa
1106306,xxHelenium autumnale var. parviflorum
1106067,xxGnaphalium microcephalum
1106070,xxGnaphalium norvegicum
1106077,xxGnaphalium purpureum
1105042,xxCirsium coloradense
1105043,xxCirsium congdonii
1104508,xxBidens coartata
1104511,xxBidens coronata
1104380,xxAster umbellatus var. brevisquamis
1104381,xxAster umbellatus var. pubens
1104382,xxAster umbellatus var. umbellatus
1104384,xxAster undulatus var. asperulus
1104385,xxAster undulatus var. loriformis
1104386,xxAster undulatus var. undulatus
1105001,xxCirsium acanthodontum
1105003,xxCirsium amblylepis
1105007,xxCirsium arcuum
1105009,xxCirsium arizonicum var. arizonicum
1105010,xxCirsium arizonicum var. nidulum
1105012,xxCirsium arvense var. argenteum
1104514,xxBidens cosmoides var. refracta
1104518,xxBidens cynapiifolia var. cynapiifolia
1105368,xxDubautia laxa var. greenwelliae
1105371,xxDubautia laxa var. intercedens
1105373,xxDubautia laxa var. obovata
1105374,xxDubautia laxa var. pedicellata
1105377,xxDubautia laxa var. waianensis
1105381,xxDubautia lonchophylla
1105386,xxDubautia menziesii var. menziesii
1105391,xxDubautia montana var. longifolia
1104406,xxBaccharis glutinosa
1104408,xxBaccharis halimifolia var. angustior
1104413,xxBaccharis pilularis var. consanguinea
1105079,xxCirsium lacerum
1105084,xxCirsium mendocinum
1105013,xxCirsium arvense var. arvense
1105015,xxCirsium arvense var. horridum
1105016,xxCirsium arvense var. integrifolium
1105017,xxCirsium arvense var. mite
1105018,xxCirsium arvense var. vestitum
1105024,xxCirsium californicum var. bernardinum
1105025,xxCirsium californicum var. californicum
1105026,xxCirsium callilepis
1105027,xxCirsium callilepis var. callilepis
1105029,xxCirsium callilepis var. pseudocarlinoides
1105756,xxErigeron pulcherrimus var. pulcherrimus
1105757,xxErigeron pulcherrimus var. wyomingia
1106113,xxGrindelia hirsutula subsp. rubricaulis
1106115,xxGrindelia humilis
1106120,xxGrindelia integrifolia var. integrifolia
1104549,xxBidens heterodoxa var. orthodoxa
1104561,xxBidens macrocarpa var. macrocarpa
1105413,xxDubautia sherffiana var. paucinervia
1105415,xxDubautia ternifolia
1105417,xxDubautia thyrsiflora var. cernua
1105437,xxDyssodia pentachaeta subsp. pentachaeta var. pentachaeta
1105442,xxDyssodia setifolia var. setifolia
1105445,xxDyssodia tenuiloba subsp. tenuiloba
1105726,xxErigeron parryi
1105727,xxErigeron perglaber
1105730,xxErigeron peregrinus subsp. callianthemus var. angustifolius
1105733,xxErigeron peregrinus subsp. callianthemus var. scaposus
1104487,xxBerlandiera lyrata var. lyrata
1104491,xxBerlandiera texana
1104496,xxBidens asplenioides
1104498,xxBidens asymetrica var. asymetrica
1105169,xxConyza odorata
1106080,xxGnaphalium sandwicensium var. flagellare
1104827,xxCentaurea nigra f. radiata
1105047,xxCirsium davisii
1105054,xxCirsium eatonii var. eatonii
1105055,xxCirsium eatonii var. harrisonii
1105059,xxCirsium erosum
1105067,xxCirsium griseum
1105068,xxCirsium hallii
1105418,xxDubautia thyrsiflora var. thyrsiflora
1105420,xxDubautia waianapanapaensis
1105421,xxDugaldia
1106159,xxGutierrezia bracteata
1106162,xxGutierrezia pomariensis
1105743,xxErigeron plateauensis
1106082,xxGnaphalium sandwicensium var. lineatum
1106085,xxGnaphalium supinum
1106086,xxGnaphalium wrightii
1106089,xxGreenella
1106090,xxGreenella discoidea
1106096,xxGrindelia arizonica var. dentata
1106101,xxGrindelia camporum var. parviflora
1105073,xxCirsium humboldtense
1104520,xxBidens cynapiifolia var. tenuis
1104521,xxBidens degeneri
1104522,xxBidens degeneri var. apioides
1104523,xxBidens degeneri var. degeneri
1104524,xxBidens dimidiata
1104528,xxBidens eatonii var. eatonii
1104530,xxBidens eatonii var. illicita
1104531,xxBidens eatonii var. interstes
1104532,xxBidens eatonii var. kennebecensis
1104533,xxBidens eatonii var. major
1104535,xxBidens eatonii var. simulans
1104536,xxBidens fecunda
1104540,xxBidens frondosa f. anomala
1104541,xxBidens fulvescens
1104542,xxBidens graciloides
1104864,xxChaenactis glabriuscula var. curta
1104865,xxChaenactis glabriuscula var. denudata
1104873,xxChaenactis mexicana
1104877,xxChaenactis ramosa
1105157,xxConyza bilbaoana
1105168,xxConyza lyrata
1105893,xxEupatorium macrophyllum
1105485,xxElephantopus scaber
1104546,xxBidens heterodoxa var. atheistica
1104547,xxBidens heterodoxa var. heterodoxa
1104548,xxBidens heterodoxa var. monardifolia
1105229,xxCorethrogyne filaginifolia var. glomerata
1106124,xxGrindelia latifolia
1106125,xxGrindelia latifolia var. latifolia
1106130,xxGrindelia microcephala var. microcephala
1106137,xxGrindelia procera
1106139,xxGrindelia robusta
1105091,xxCirsium neomexicanum var. neomexicanum
1105092,xxCirsium neomexicanum var. utahense
1105098,xxCirsium olivescens
1105099,xxCirsium oreophilum
1105115,xxCirsium quercetorum var. walkeranum
1105116,xxCirsium quercetorum var. xerolepis
1105118,xxCirsium remotifolium var. odontolepis
1105119,xxCirsium remotifolium var. remotifolium
1106757,xxIsocoma wrightii
1104595,xxBidens pilosa var. pilosa
1104596,xxBidens polylepis
1104598,xxBidens pulchella
1104602,xxBidens salicoides
1104605,xxBidens sandvicensis var. caduca
1104606,xxBidens sandvicensis var. imminuta
1104607,xxBidens sandvicensis var. leiocarpa
1105498,xxEncelia farinosa var. farinosa
1105771,xxErigeron rusbyi
1105776,xxErigeron scotteri
1105780,xxErigeron speciosus var. conspicuus
1105796,xxErigeron trifidus
1106141,xxGrindelia robusta var. robusta
1104846,xxChaenactis alpina var. alpina
1104848,xxChaenactis alpina var. rubella
1104565,xxBidens mauiensis var. ciliata
1104566,xxBidens mauiensis var. cuneatoides
1104567,xxBidens mauiensis var. forbesiana
1104568,xxBidens mauiensis var. lanaiensis
1104569,xxBidens mauiensis var. mauiensis
1104570,xxBidens mauiensis var. media
1104573,xxBidens menziesii var. lepida
1104574,xxBidens menziesii var. leptodonta
1104577,xxBidens micrantha var. caduca
1104579,xxBidens micrantha var. laciniata
1104581,xxBidens micrantha var. rudimentifera
1104582,xxBidens micranthoides
1104587,xxBidens nematocera
1104588,xxBidens obtusiloba
1104590,xxBidens perversa
1104591,xxBidens perversa var. aquilonalis
1104592,xxBidens perversa var. perversa
1106199,xxHaplopappus carthamoides var. rigidus
1106202,xxHaplopappus contractus
1106428,xxHeliomeris ciliata
1104851,xxChaenactis carphoclinia var. attenuata
1104856,xxChaenactis douglasii var. achilleifolia
1104858,xxChaenactis douglasii var. glandulosa
1104859,xxChaenactis douglasii var. montana
1105812,xxErigeron wahwahensis
1106180,xxHaplopappus acaulis
1106182,xxHaplopappus acaulis var. glabratus
1106193,xxHaplopappus bloomeri subsp. angustatus
1106194,xxHaplopappus bloomeri subsp. bloomeri
1104346,xxAster sericocarpoides
1104349,xxAster sibiricus var. meritus
1104351,xxAster sibiricus var. sibiricus
1104355,xxAster spectabilis var. cinerascens
1104356,xxAster spectabilis var. spectabilis
1104357,xxAster spectabilis var. suffultus
1104000,xxArnica louiseana var. griscomii
1104001,xxArnica louiseana var. louiseana
1104002,xxArnica louiseana var. mendenhallii
1104006,xxArnica parryi subsp. parryi
1104007,xxArnica parryi subsp. sonnei
1104019,xxArtemisia absinthium var. absinthium
1104020,xxArtemisia absinthium var. insipida
1104360,xxAster subgeminatus
1104366,xxAster subulatus var. euroauster
1105645,xxErigeron flexuosus
1103798,xxAgoseris arizonica
1103803,xxAgoseris gaspensis
1105652,xxErigeron foliosus var. stenophyllus
1105654,xxErigeron formosissimus var. formosissimus
1105655,xxErigeron formosissimus var. viscidus
1104068,xxArtemisia lindleyana
1104072,xxArtemisia ludoviciana subsp. albula
1104074,xxArtemisia ludoviciana subsp. estesii
1104078,xxArtemisia ludoviciana subsp. redolens
1104079,xxArtemisia ludoviciana subsp. sulcata
1104080,xxArtemisia macrobotrys
1104112,xxArtemisia tilesii subsp. elatior
1104113,xxArtemisia tilesii subsp. gormanii
1104115,xxArtemisia tilesii subsp. unalaschcensis
1104123,xxArtemisia tyrellii
1103850,xxAmbrosia psilostachya var. californica
1103852,xxAmbrosia psilostachya var. psilostachya
1105128,xxCirsium scariosum var. scariosum
1105129,xxCirsium scariosum var. thorneae
1105135,xxCirsium tweedyi
1106041,xxGeraea canescens var. canescens
1106042,xxGeraea canescens var. paniculata
1106053,xxGnaphalium chilense var. chilense
1106054,xxGnaphalium chilense var. confertifolium
1103814,xxAgoseris heterophylla var. kymapleura
1103816,xxAgoseris maritima
1103838,xxAmbrosia coronopifolia
1104165,xxAster ciliolatus var. ciliolatus
1104166,xxAster ciliolatus var. comatus
1104167,xxAster ciliolatus var. maccallii
1104168,xxAster ciliolatus var. wilsonii
1104253,xxAster laevis var. laevis
1104255,xxAster lanceolatus
1104261,xxAster lateriflorus var. indutus
1104269,xxAster linariifolius var. linariifolius
1104271,xxAster longifolius
1104274,xxAster macrophyllus var. apricensis
1104275,xxAster macrophyllus var. excelsior
1104276,xxAster macrophyllus var. ianthinus
1104277,xxAster macrophyllus var. macrophyllus
1104279,xxAster macrophyllus var. sejunctus
1104280,xxAster macrophyllus var. velutinus
1104082,xxArtemisia mauiensis var. diffusa
1104083,xxArtemisia mauiensis var. mauiensis
1104087,xxArtemisia norvegica var. norvegica
1104088,xxArtemisia norvegica var. piceetorum
1102287,xxPinguicula macroceras var. microceras
1104753,xxCalycadenia ciliosa
1104755,xxCalycadenia hispida
1104756,xxCalycadenia hispida subsp. hispida
1104757,xxCalycadenia hispida subsp. reducta
1104761,xxCalycadenia multiglandulosa subsp. bicolor
1104762,xxCalycadenia multiglandulosa subsp. cephalotes
1104763,xxCalycadenia multiglandulosa subsp. robusta
1104125,xxArtemisia vulgaris var. glabra
1104126,xxArtemisia vulgaris var. latiloba
1104129,xxAster acuminatus
1104130,xxAster acuminatus var. acuminatus
1104131,xxAster acuminatus var. magdalenensis
1104145,xxAster bernardinus
1104151,xxAster brickellioides var. brickellioides
1103873,xxAntennaria acuta
1103874,xxAntennaria affinis
1103886,xxAntennaria friesiana subsp. compacta
1104985,xxChrysothamnus pulchellus subsp. pulchellus
1104426,xxBaccharis viminea
1104414,xxBaccharis pilularis var. pilularis
1104283,xxAster nahanniensis
1104287,xxAster novi-belgii
1104288,xxAster novi-belgii var. elodes
1104290,xxAster novi-belgii var. novi-belgii
1104293,xxAster occidentalis var. delectabilis
1104300,xxAster oolentagiensis var. laevicaulis
1103977,xxArnica amplexicaulis
1103980,xxArnica chamissonis subsp. chamissonis
1103981,xxArnica chamissonis subsp. chamissonis var. chamissonis
1103984,xxArnica chamissonis subsp. foliosa var. andina
1103985,xxArnica chamissonis subsp. foliosa var. bernardina
1103986,xxArnica chamissonis subsp. foliosa var. foliosa
1103987,xxArnica chamissonis subsp. foliosa var. incana
1106029,xxGamochaeta calviceps
1106034,xxGamochaeta spicatum
1104729,xxBrickellia viejensis
1104730,xxBrintonia
1103905,xxAntennaria neodioica subsp. petaloidea
1103910,xxAntennaria petaloidea
1103912,xxAntennaria porsildii
1104326,xxAster praealtus var. coerulescens
1104327,xxAster praealtus var. imbricatior
1104328,xxAster praealtus var. praealtus
1104331,xxAster pringlei
1104735,xxCacalia auriculata subsp. kamtschatica
1105596,xxErigeron canaanii
1105598,xxErigeron carringtoniae
1105603,xxErigeron chrysopsidis subsp. chrysopsidis
1105606,xxErigeron compactus var. compactus
1105609,xxErigeron compositus var. compositus
1105610,xxErigeron compositus var. discoideus
1103926,xxAnthemis arvensis var. agrestis
1103927,xxAnthemis arvensis var. arvensis
1104333,xxAster puniceus var. firmis
1104334,xxAster puniceus var. perlongus
1104339,xxAster radula var. strictus
1104342,xxAster sagittifolius
1106365,xxHelianthus deserticola
1103953,xxArctotis stoechadifolia var. grandis
1103956,?Argyrautia
1103957,?Argyrautia degeneri
1103960,xxArgyroxiphium forbesii
1103972,xxArnica alpina var. alpina
1103973,xxArnica alpina var. angustifolia
1104313,xxAster paternus
1104317,xxAster perelegans
1104318,xxAster pilosus
1104320,xxAster pilosus var. pilosus
1104324,xxAster praealtus
1103975,xxArnica alpina var. plantaginea
1103976,xxArnica alpina var. tomentosa
1111010,xxArctagrostis latifolia var. angustifolia
1111648,xxDupontia fisheri subsp. fisheri
1111650,xxDupontia fisheri subsp. fisheri var. fisheri
1111651,xxDupontia fisheri subsp. psilosantha
1111261,xxBromus richardsonii
1111346,xxCalamovilfa Southworth
1111907,xxFestuca brachyphylla subsp. breviculmis
1111911,xxFestuca californica var. californica
1111912,xxFestuca californica var. parishii
1111922,xxFestuca elmeri var. conferta
1111923,xxFestuca elmeri var. elmeri
1110047,xxCarex raymondii
1112792,xxPuccinellia langeana subsp. langeana
1111064,xxArrhenatherum elatius var. biaristatum
1111941,xxFestuca ovina subsp. alaskana
1111942,xxFestuca ovina subsp. ovina
1111945,xxFestuca richardsonii
1111951,xxFestuca rubra var. multiflora
1111952,xxFestuca rubra var. mutica
1111954,xxFestuca rubra var. rubra f. prolifera
1111691,?Elyleymus
1111692,?Elyleymus aleuticus
1111693,?Elyleymus aristatus
1111694,?Elyleymus colvillensis
1111695,?Elyleymus hirtiflorus
1111696,?Elyleymus jamesensis
1111698,?Elyleymus ungavensis
1110637,xxRhynchospora cephalantha var. microcephala
1111955,xxFestuca rubra subsp. densiuscula
1110247,xxCladium jamaicense
1110248,xxCladium leptostachyum
1111116,xxBeckmannia syzigachne subsp. baicalensis
1111117,xxBeckmannia syzigachne subsp. syzigachne
1111036,xxAristida longiseta var. longiseta
1111041,xxAristida necopina
1110739,xxScirpus americanus
1110743,xxScirpus caespitosus
1110411,xxCyperus strigosus var. capitatus
1110413,xxCyperus strigosus var. robustior
1110414,xxCyperus strigosus var. stenolepis
1110415,xxCyperus strigosus var. strigosus
1110202,xxCarex vallicola var. rusbyi
1110083,xxCarex sartwellii var. sartwellii
1110084,xxCarex sartwellii var. stenorrhyncha
1110772,xxScirpus maritimus
1110790,xxScirpus setaceus
1110791,xxScirpus smithii
1110792,xxScirpus subterminalis
1110793,xxScirpus torreyi
1110795,xxScirpus tuberosus
1110161,xxCarex supergoodenoughii
1110434,xxEleocharis acicularis var. gracilescens
1110435,xxEleocharis acicularis var. submersa
1110867,xxAgrostis alaskana
1110868,xxAgrostis altissima
1110874,xxAgrostis borealis
1110515,xxEriophorum angustifolium subsp. scabriusculum
1110516,xxEriophorum angustifolium subsp. subarcticum
1110744,xxScirpus californicus
1110745,xxScirpus cernuus
1110746,xxScirpus cernuus var. californicus
1110751,xxScirpus cubensis
1110761,xxScirpus fluviatilis
1110763,xxScirpus hallii
1110765,xxScirpus heterochaetus
1111493,xxDeschampsia cespitosa subsp. cespitosa var. glauca
1111495,xxDeschampsia cespitosa subsp. orientalis
1111496,xxDeschampsia congestiformis
1110782,xxScirpus pumilus
1110783,xxScirpus pungens
1110785,xxScirpus robustus
1110787,xxScirpus rufus
1111425,xxColpodium vahlianum
1111426,xxColpodium wrightii
1110854,xxAgropyron cristatum subsp. pectinatum
1110499,xxEleocharis smallii
1110926,xxAgrostis thurberana
1111289,xxCalamagrostis californica
1111291,xxCalamagrostis canadensis var. arcta
1111295,xxCalamagrostis canadensis var. scabra
1111297,xxCalamagrostis crassiglumis
1111298,xxCalamagrostis densa
1111301,xxCalamagrostis fernaldii
1111306,xxCalamagrostis hyperborea
1111308,xxCalamagrostis inexpansa subsp. inexpansa
1111311,xxCalamagrostis labradorica
1111312,xxCalamagrostis lactea
1111470,xxDanthonia canadensis
1111487,xxDeschampsia cespitosa subsp. alpina
1111490,xxDeschampsia cespitosa subsp. brevifolia
1110517,xxEriophorum angustifolium subsp. subarcticum var. coloratum
1110518,xxEriophorum angustifolium subsp. subarcticum var. majus
1110528,xxEriophorum crinigerum
1110886,xxAgrostis exarata var. exarata
1110887,xxAgrostis exarata var. minor
1110888,xxAgrostis exarata var. monolepis
1110889,xxAgrostis exarata var. pacifica
1110542,xxEriophorum sorensenii
1110544,xxEriophorum triste
1111235,xxBromus inermis subsp. pumpellianus var. pumpellianus
1112767,xxPuccinellia agrostoides
1112777,xxPuccinellia distans subsp. borealis
1110942,xxAlopecurus alpinus var. alpinus
1110943,xxAlopecurus alpinus var. glaucus
1112785,xxPuccinellia interior
1110592,xxHemicarpha
1110593,xxHemicarpha aristulata
1110594,xxHemicarpha drummondii
1110595,xxHemicarpha micrantha
1110596,xxHemicarpha occidentalis
1112136,xxLeptoloma cognatum var. arenicola
1112137,xxLeptoloma cognatum var. cognatum
1111925,xxFestuca gigantea
1110944,xxAlopecurus alpinus var. stejnegeri
1110951,xxAlopecurus howellii
1110635,xxRhynchospora cephalantha var. attenuata
1110636,xxRhynchospora cephalantha var. cephalantha
1111314,xxCalamagrostis lapponica var. alpina
1111316,xxCalamagrostis lapponica var. lapponica
1111317,xxCalamagrostis lapponica var. sibirica
1111318,xxCalamagrostis laricina
1111319,xxCalamagrostis lepageana
1111321,xxCalamagrostis nubila
1111326,xxCalamagrostis poluninii
1111331,xxCalamagrostis purpurascens var. maltei
1111333,xxCalamagrostis robertii
1111336,xxCalamagrostis scribneri
1111933,xxFestuca idahoensis var. roemeri
1111935,xxFestuca kingii
1109732,xxCarex glareosa subsp. glareosa var. glareosa
1107820,xxSenecio foetidus
1107821,xxSenecio foetidus var. foetidus
1107837,xxSenecio hyperborealis
1107839,xxSenecio indecorus
1107904,xxSenecio tridenticulatus
1109491,xxCarex acutinella
1109386,xxJuncus subcaudatus var. planisepalus
1109387,xxJuncus subcaudatus var. subcaudatus
1109391,xxJuncus tenuis var. congestus
1109392,xxJuncus tenuis var. tenuis
1109393,xxJuncus tenuis var. uniflorus
1109394,xxJuncus tenuis var. williamsii
1109425,xxLuzula campestris var. campestris
1109426,xxLuzula campestris var. pallescens
1109430,xxLuzula echinata var. echinata
1109431,xxLuzula echinata var. mesochorea
1109506,xxCarex alligata var. degeneri
1109510,xxCarex amphibola
1107872,xxSenecio plattensis
1107874,xxSenecio pseudaureus
1109117,xxCommelina gigas
1109716,xxCarex folliculata var. australis
1107576,xxPrenanthes racemosa subsp. racemosa
1109744,xxCarex granularis var. granularis
1109745,xxCarex granularis var. haleana
1109747,xxCarex gravida var. gravida
1109748,xxCarex gravida var. lunelliana
1109485,xxCarex ?abitibiana
1109489,xxCarex x absconditiformis
1108521,xxVirgulus sericeus var. microphyllus
1108522,xxVirgulus sericeus var. sericeus
1109764,xxCarex heleonastes subsp. heleonastes
1109765,xxCarex heleonastes subsp. neurochlaena
1110987,xxAndropogon spadiceus
1109230,xxJuncus alpinus subsp. alpinus
1109231,xxJuncus alpinus subsp. nodulosus
1109232,xxJuncus alpinus subsp. nodulosus var. alpestris
1109233,xxJuncus alpinus subsp. nodulosus var. nodulosus
1109235,xxJuncus alpinus subsp. nodulosus var. uniceps
1109266,xxJuncus canadensis var. sparsiflorus
1109277,xxJuncus conglomeratus
1109811,xxCarex krausei subsp. krausei
1109516,xxCarex amplisquama
1109538,xxCarex arenicola
1108613,xxAlisma plantago-aquatica var. americana
1108246,xxTaraxacum amphiphron
1108247,xxTaraxacum arcticum
1108251,xxTaraxacum campylodes
1108252,xxTaraxacum carneocoloratum
1109543,xxCarex artitecta var. subtilirostris
1109554,xxCarex atrofusca var. atrofusca
1109555,xxCarex atrofusca var. major
1112589,xxPhleum pratense var. nodosum
1108253,xxTaraxacum carthamopsis
1108255,xxTaraxacum croceum
1108256,xxTaraxacum curvidens
1108257,xxTaraxacum cyclocentrum
1108258,xxTaraxacum dahlstedtii
1108259,xxTaraxacum davidssonii
1108260,xxTaraxacum devians
1108262,xxTaraxacum eurylepium
1108263,xxTaraxacum firmum
1108265,xxTaraxacum integratum
1108266,xxTaraxacum islandiciforme
1108267,xxTaraxacum kok-saghyz
1108268,xxTaraxacum lacerum
1109529,xxCarex aquatilis var. altior
1109264,xxJuncus canadensis var. canadensis
1109291,xxJuncus effusus var. brunneus
1109292,xxJuncus effusus var. compactus
1109293,xxJuncus effusus var. costulatus
1109301,xxJuncus effusus var. subglomeratus
1107974,xxSolidago bernardii
1108677,xxElodea longivaginata
1109565,xxCarex bayardii
1109570,xxCarex bicknellii var. opaca
1108271,xxTaraxacum latilobum
1108276,xxTaraxacum malteanum
1108277,xxTaraxacum maurolepium
1109343,xxJuncus marginatus var. setosus
1109346,xxJuncus megaspermus
1107224,xxMatricaria chamomilla
1107226,xxMatricaria maritima
1107227,xxMatricaria maritima subsp. maritima
1107771,xxSenecio aureus
1107791,xxSenecio congestus
1108280,xxTaraxacum palustre
1108282,xxTaraxacum pleniflorum
1108283,xxTaraxacum pseudonorvegicum
1108284,xxTaraxacum pumilum
1108285,xxTaraxacum purpuridens
1108286,xxTaraxacum retroflexum
1108287,xxTaraxacum rhodolepis
1108288,xxTaraxacum scanicum
1108291,xxTaraxacum trigonolobum
1108292,xxTaraxacum umbrinum
1108293,xxTaraxacum undulatum
1108294,xxTaraxacum vagans
1109005,xxPeltandra virginica subsp. luteospadix
1109044,xxLemna minuscula
1107852,xxSenecio macounii
1108367,xxThelesperma pubescens
